"","Units","scenario","region","input","year","value","rundate"
"1","km^3","Reference","Africa_Eastern","water_td_an_W",1975,0.062456024902,2024-02-05 15:57:01
"2","km^3","Reference","Africa_Eastern","water_td_an_W",1990,2.69706344,2024-02-05 15:57:01
"3","km^3","Reference","Africa_Eastern","water_td_an_W",2005,4.5409123,2024-02-05 15:57:01
"4","km^3","Reference","Africa_Eastern","water_td_an_W",2010,5.22457885,2024-02-05 15:57:01
"5","km^3","Reference","Africa_Eastern","water_td_an_W",2015,5.71423152,2024-02-05 15:57:01
"6","km^3","Reference","Africa_Eastern","water_td_an_W",2020,6.57575106,2024-02-05 15:57:01
"7","km^3","Reference","Africa_Eastern","water_td_an_W",2025,7.63948014,2024-02-05 15:57:01
"8","km^3","Reference","Africa_Eastern","water_td_an_W",2030,8.79152935,2024-02-05 15:57:01
"9","km^3","Reference","Africa_Eastern","water_td_an_W",2035,9.88646355,2024-02-05 15:57:01
"10","km^3","Reference","Africa_Eastern","water_td_an_W",2040,11.00536861,2024-02-05 15:57:01
"11","km^3","Reference","Africa_Eastern","water_td_an_W",2045,12.14495925,2024-02-05 15:57:01
"12","km^3","Reference","Africa_Eastern","water_td_an_W",2050,13.2855337,2024-02-05 15:57:01
"13","km^3","Reference","Africa_Eastern","water_td_an_W",2055,14.3746533,2024-02-05 15:57:01
"14","km^3","Reference","Africa_Eastern","water_td_an_W",2060,15.4169682,2024-02-05 15:57:01
"15","km^3","Reference","Africa_Eastern","water_td_an_W",2065,16.4095985,2024-02-05 15:57:01
"16","km^3","Reference","Africa_Eastern","water_td_an_W",2070,17.3643082,2024-02-05 15:57:01
"17","km^3","Reference","Africa_Eastern","water_td_an_W",2075,18.2802238,2024-02-05 15:57:01
"18","km^3","Reference","Africa_Eastern","water_td_an_W",2080,19.1516148,2024-02-05 15:57:01
"19","km^3","Reference","Africa_Eastern","water_td_an_W",2085,19.9816775,2024-02-05 15:57:01
"20","km^3","Reference","Africa_Eastern","water_td_an_W",2090,20.7901037,2024-02-05 15:57:01
"21","km^3","Reference","Africa_Eastern","water_td_an_W",2095,21.5912063,2024-02-05 15:57:01
"22","km^3","Reference","Africa_Eastern","water_td_an_W",2100,22.399377,2024-02-05 15:57:01
"23","km^3","Reference","Africa_Eastern","water_td_elec_W",1990,0.05197932264,2024-02-05 15:57:01
"24","km^3","Reference","Africa_Eastern","water_td_elec_W",2005,0.163323254761,2024-02-05 15:57:01
"25","km^3","Reference","Africa_Eastern","water_td_elec_W",2010,0.183498629917,2024-02-05 15:57:01
"26","km^3","Reference","Africa_Eastern","water_td_elec_W",2015,0.236535584312,2024-02-05 15:57:01
"27","km^3","Reference","Africa_Eastern","water_td_elec_W",2020,0.345812700074097,2024-02-05 15:57:01
"28","km^3","Reference","Africa_Eastern","water_td_elec_W",2025,0.404027672920697,2024-02-05 15:57:01
"29","km^3","Reference","Africa_Eastern","water_td_elec_W",2030,0.495104434841697,2024-02-05 15:57:01
"30","km^3","Reference","Africa_Eastern","water_td_elec_W",2035,0.580376073028597,2024-02-05 15:57:01
"31","km^3","Reference","Africa_Eastern","water_td_elec_W",2040,0.677521644116597,2024-02-05 15:57:01
"32","km^3","Reference","Africa_Eastern","water_td_elec_W",2045,0.787962246976597,2024-02-05 15:57:01
"33","km^3","Reference","Africa_Eastern","water_td_elec_W",2050,0.9207637810542,2024-02-05 15:57:01
"34","km^3","Reference","Africa_Eastern","water_td_elec_W",2055,1.091536722897,2024-02-05 15:57:01
"35","km^3","Reference","Africa_Eastern","water_td_elec_W",2060,1.2746896073129,2024-02-05 15:57:01
"36","km^3","Reference","Africa_Eastern","water_td_elec_W",2065,1.455989680052,2024-02-05 15:57:01
"37","km^3","Reference","Africa_Eastern","water_td_elec_W",2070,1.680324094077,2024-02-05 15:57:01
"38","km^3","Reference","Africa_Eastern","water_td_elec_W",2075,1.888948250691,2024-02-05 15:57:01
"39","km^3","Reference","Africa_Eastern","water_td_elec_W",2080,2.1083805671,2024-02-05 15:57:01
"40","km^3","Reference","Africa_Eastern","water_td_elec_W",2085,2.33999268595,2024-02-05 15:57:01
"41","km^3","Reference","Africa_Eastern","water_td_elec_W",2090,2.56830570279,2024-02-05 15:57:01
"42","km^3","Reference","Africa_Eastern","water_td_elec_W",2095,2.81211681971,2024-02-05 15:57:01
"43","km^3","Reference","Africa_Eastern","water_td_elec_W",2100,3.06400884678,2024-02-05 15:57:01
"44","km^3","Reference","Africa_Eastern","water_td_ind_W",1975,0.0446287,2024-02-05 15:57:01
"45","km^3","Reference","Africa_Eastern","water_td_ind_W",1990,0.108716,2024-02-05 15:57:01
"46","km^3","Reference","Africa_Eastern","water_td_ind_W",2005,0.201548,2024-02-05 15:57:01
"47","km^3","Reference","Africa_Eastern","water_td_ind_W",2010,0.25629,2024-02-05 15:57:01
