"","Units","scenario","region","sector","year","value","rundate"
"1","MTC","Reference","Africa_Eastern","H2 central production",2025,0.0323091,2024-02-05 14:02:39
"2","MTC","Reference","Africa_Eastern","H2 central production",2030,0.18176619,2024-02-05 14:02:39
"3","MTC","Reference","Africa_Eastern","H2 central production",2035,0.43818393,2024-02-05 14:02:39
"4","MTC","Reference","Africa_Eastern","H2 central production",2040,0.75175163,2024-02-05 14:02:39
"5","MTC","Reference","Africa_Eastern","H2 central production",2045,1.09883416,2024-02-05 14:02:39
"6","MTC","Reference","Africa_Eastern","H2 central production",2050,1.51033077,2024-02-05 14:02:39
"7","MTC","Reference","Africa_Eastern","H2 central production",2055,1.97431914,2024-02-05 14:02:39
"8","MTC","Reference","Africa_Eastern","H2 central production",2060,2.54358465,2024-02-05 14:02:39
"9","MTC","Reference","Africa_Eastern","H2 central production",2065,3.19473,2024-02-05 14:02:39
"10","MTC","Reference","Africa_Eastern","H2 central production",2070,3.8877195,2024-02-05 14:02:39
"11","MTC","Reference","Africa_Eastern","H2 central production",2075,4.654972,2024-02-05 14:02:39
"12","MTC","Reference","Africa_Eastern","H2 central production",2080,5.4721192,2024-02-05 14:02:39
"13","MTC","Reference","Africa_Eastern","H2 central production",2085,6.3578846,2024-02-05 14:02:39
"14","MTC","Reference","Africa_Eastern","H2 central production",2090,7.340473,2024-02-05 14:02:39
"15","MTC","Reference","Africa_Eastern","H2 central production",2095,8.403405,2024-02-05 14:02:39
"16","MTC","Reference","Africa_Eastern","H2 central production",2100,9.472713,2024-02-05 14:02:39
"17","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2025,0.00830885,2024-02-05 14:02:39
"18","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2030,0.04586889,2024-02-05 14:02:39
"19","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2035,0.15044074,2024-02-05 14:02:39
"20","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2040,0.29959696,2024-02-05 14:02:39
"21","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2045,0.4767305,2024-02-05 14:02:39
"22","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2050,0.6815052,2024-02-05 14:02:39
"23","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2055,0.9033291,2024-02-05 14:02:39
"24","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2060,1.177351,2024-02-05 14:02:39
"25","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2065,1.526901,2024-02-05 14:02:39
"26","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2070,1.949513,2024-02-05 14:02:39
"27","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2075,2.454509,2024-02-05 14:02:39
"28","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2080,3.018134,2024-02-05 14:02:39
"29","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2085,3.643808,2024-02-05 14:02:39
"30","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2090,4.341557,2024-02-05 14:02:39
"31","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2095,5.106937,2024-02-05 14:02:39
"32","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2100,5.92481,2024-02-05 14:02:39
"33","MTC","Reference","Africa_Eastern","N fertilizer",1975,0.00425899,2024-02-05 14:02:39
"34","MTC","Reference","Africa_Eastern","N fertilizer",1990,0.0117654,2024-02-05 14:02:39
"35","MTC","Reference","Africa_Eastern","N fertilizer",2005,0.00132837,2024-02-05 14:02:39
"36","MTC","Reference","Africa_Eastern","N fertilizer",2020,0.0475449,2024-02-05 14:02:39
"37","MTC","Reference","Africa_Eastern","N fertilizer",2025,0.14697336,2024-02-05 14:02:39
"38","MTC","Reference","Africa_Eastern","N fertilizer",2030,0.20960015,2024-02-05 14:02:39
"39","MTC","Reference","Africa_Eastern","N fertilizer",2035,0.26378464,2024-02-05 14:02:39
"40","MTC","Reference","Africa_Eastern","N fertilizer",2040,0.29815335,2024-02-05 14:02:39
"41","MTC","Reference","Africa_Eastern","N fertilizer",2045,0.32265622,2024-02-05 14:02:39
"42","MTC","Reference","Africa_Eastern","N fertilizer",2050,0.340568671,2024-02-05 14:02:39
"43","MTC","Reference","Africa_Eastern","N fertilizer",2055,0.358869546,2024-02-05 14:02:39
"44","MTC","Reference","Africa_Eastern","N fertilizer",2060,0.3863929845,2024-02-05 14:02:39
"45","MTC","Reference","Africa_Eastern","N fertilizer",2065,0.4241760472,2024-02-05 14:02:39
"46","MTC","Reference","Africa_Eastern","N fertilizer",2070,0.4714903917,2024-02-05 14:02:39
"47","MTC","Reference","Africa_Eastern","N fertilizer",2075,0.5260535414,2024-02-05 14:02:39
"48","MTC","Reference","Africa_Eastern","N fertilizer",2080,0.5831262976,2024-02-05 14:02:39
"49","MTC","Reference","Africa_Eastern","N fertilizer",2085,0.640752181,2024-02-05 14:02:39
"50","MTC","Reference","Africa_Eastern","N fertilizer",2090,0.698033514,2024-02-05 14:02:39
"51","MTC","Reference","Africa_Eastern","N fertilizer",2095,0.7546931,2024-02-05 14:02:39
"52","MTC","Reference","Africa_Eastern","N fertilizer",2100,0.81038458,2024-02-05 14:02:39
"53","MTC","Reference","Africa_Eastern","agricultural energy use",1975,0.0702167,2024-02-05 14:02:39
"54","MTC","Reference","Africa_Eastern","agricultural energy use",1990,0.1236631,2024-02-05 14:02:39
"55","MTC","Reference","Africa_Eastern","agricultural energy use",2005,0.7985503,2024-02-05 14:02:39
"56","MTC","Reference","Africa_Eastern","agricultural energy use",2010,0.8162247,2024-02-05 14:02:39
"57","MTC","Reference","Africa_Eastern","agricultural energy use",2015,0.9817631,2024-02-05 14:02:39
"58","MTC","Reference","Africa_Eastern","agricultural energy use",2020,1.1215294,2024-02-05 14:02:39
"59","MTC","Reference","Africa_Eastern","agricultural energy use",2025,1.2725085,2024-02-05 14:02:39
"60","MTC","Reference","Africa_Eastern","agricultural energy use",2030,1.41801889,2024-02-05 14:02:39
"61","MTC","Reference","Africa_Eastern","agricultural energy use",2035,1.55989443,2024-02-05 14:02:39
"62","MTC","Reference","Africa_Eastern","agricultural energy use",2040,1.69525628,2024-02-05 14:02:39
"63","MTC","Reference","Africa_Eastern","agricultural energy use",2045,1.82518109,2024-02-05 14:02:39
"64","MTC","Reference","Africa_Eastern","agricultural energy use",2050,1.96101383,2024-02-05 14:02:39
"65","MTC","Reference","Africa_Eastern","agricultural energy use",2055,2.11688519,2024-02-05 14:02:39
"66","MTC","Reference","Africa_Eastern","agricultural energy use",2060,2.30268413,2024-02-05 14:02:39
"67","MTC","Reference","Africa_Eastern","agricultural energy use",2065,2.48184717,2024-02-05 14:02:39
"68","MTC","Reference","Africa_Eastern","agricultural energy use",2070,2.64737912,2024-02-05 14:02:39
"69","MTC","Reference","Africa_Eastern","agricultural energy use",2075,2.7956341,2024-02-05 14:02:39
