"","Units","scenario","region","sector","input","year","value","rundate"
"1","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2025,3.770154e-05,2024-02-05 14:02:39
"2","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2030,0.000206727867,2024-02-05 14:02:39
"3","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2035,0.0004633411636,2024-02-05 14:02:39
"4","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2040,0.0007546373997,2024-02-05 14:02:39
"5","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2045,0.0010723166532,2024-02-05 14:02:39
"6","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2050,0.0014681565197,2024-02-05 14:02:39
"7","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2055,0.0019104691513,2024-02-05 14:02:39
"8","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2060,0.0024786780461,2024-02-05 14:02:39
"9","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2065,0.0031304101028,2024-02-05 14:02:39
"10","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2070,0.003818016047,2024-02-05 14:02:39
"11","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2075,0.004578798925,2024-02-05 14:02:39
"12","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2080,0.005362673334,2024-02-05 14:02:39
"13","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2085,0.006223034485,2024-02-05 14:02:39
"14","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2090,0.007206581179,2024-02-05 14:02:39
"15","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2095,0.00826636884,2024-02-05 14:02:39
"16","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2100,0.00931031978,2024-02-05 14:02:39
"17","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2025,0.000314793,2024-02-05 14:02:39
"18","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2030,0.000583553,2024-02-05 14:02:39
"19","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2035,0.00133401747,2024-02-05 14:02:39
"20","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2040,0.00250254446,2024-02-05 14:02:39
"21","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2045,0.0041852575,2024-02-05 14:02:39
"22","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2050,0.0064373866,2024-02-05 14:02:39
"23","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2055,0.0090671331,2024-02-05 14:02:39
"24","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2060,0.012040241,2024-02-05 14:02:39
"25","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2065,0.01548642,2024-02-05 14:02:39
"26","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2070,0.019461428,2024-02-05 14:02:39
"27","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2075,0.023439821,2024-02-05 14:02:39
"28","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2080,0.027535805,2024-02-05 14:02:39
"29","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2085,0.03163435,2024-02-05 14:02:39
"30","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2090,0.03569148,2024-02-05 14:02:39
"31","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2095,0.03991705,2024-02-05 14:02:39
"32","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2100,0.04462713,2024-02-05 14:02:39
"33","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2025,0.000196833,2024-02-05 14:02:39
"34","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2030,0.000505708,2024-02-05 14:02:39
"35","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2035,0.00129111,2024-02-05 14:02:39
"36","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2040,0.00223683,2024-02-05 14:02:39
"37","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2045,0.00329888,2024-02-05 14:02:39
"38","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2050,0.00460866,2024-02-05 14:02:39
"39","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2055,0.0060767,2024-02-05 14:02:39
"40","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2060,0.0078616,2024-02-05 14:02:39
"41","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2065,0.0101088,2024-02-05 14:02:39
"42","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2070,0.0125835,2024-02-05 14:02:39
"43","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2075,0.0152949,2024-02-05 14:02:39
"44","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2080,0.0181239,2024-02-05 14:02:39
"45","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2085,0.0211318,2024-02-05 14:02:39
"46","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2090,0.0243862,2024-02-05 14:02:39
"47","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2095,0.0278688,2024-02-05 14:02:39
"48","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2100,0.0314025,2024-02-05 14:02:39
"49","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2025,1.37796e-05,2024-02-05 14:02:39
"50","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2030,0.000113908,2024-02-05 14:02:39
"51","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2035,0.000270824,2024-02-05 14:02:39
"52","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2040,0.000474606,2024-02-05 14:02:39
"53","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2045,0.000714551,2024-02-05 14:02:39
"54","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2050,0.00101565,2024-02-05 14:02:39
"55","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2055,0.00136478,2024-02-05 14:02:39
"56","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2060,0.00179708,2024-02-05 14:02:39
"57","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2065,0.00230811,2024-02-05 14:02:39
"58","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2070,0.00285669,2024-02-05 14:02:39
"59","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2075,0.0034647,2024-02-05 14:02:39
"60","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2080,0.00410555,2024-02-05 14:02:39
"61","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2085,0.00478819,2024-02-05 14:02:39
"62","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2090,0.00552996,2024-02-05 14:02:39
"63","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2095,0.00631605,2024-02-05 14:02:39
"64","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2100,0.00708312,2024-02-05 14:02:39
"65","EJ","Reference","Africa_Eastern","H2 wholesale dispensing","elect_td_trn",2025,0.00011047902,2024-02-05 14:02:39
"66","EJ","Reference","Africa_Eastern","H2 wholesale dispensing","elect_td_trn",2030,0.000754415651,2024-02-05 14:02:39
"67","EJ","Reference","Africa_Eastern","H2 wholesale dispensing","elect_td_trn",2035,0.002522297956,2024-02-05 14:02:39
"68","EJ","Reference","Africa_Eastern","H2 wholesale dispensing","elect_td_trn",2040,0.004981524814,2024-02-05 14:02:39
