"","Units","scenario","region","subresource","year","value","rundate"
"31","km^3","Reference","Africa_Eastern","groundwater grade1",2035,22.6895,2024-02-05 14:02:39
"32","km^3","Reference","Africa_Eastern","groundwater grade1",2040,19.7354,2024-02-05 14:02:39
"33","km^3","Reference","Africa_Eastern","groundwater grade1",2045,15.3181,2024-02-05 14:02:39
"34","km^3","Reference","Africa_Eastern","groundwater grade1",2050,19.3641,2024-02-05 14:02:39
"35","km^3","Reference","Africa_Eastern","groundwater grade1",2055,10.4614,2024-02-05 14:02:39
"36","km^3","Reference","Africa_Eastern","groundwater grade1",2060,0.406956,2024-02-05 14:02:39
"37","km^3","Reference","Africa_Eastern","groundwater grade1",2065,1.682008,2024-02-05 14:02:39
"38","km^3","Reference","Africa_Eastern","groundwater grade1",2070,2.38894,2024-02-05 14:02:39
"39","km^3","Reference","Africa_Eastern","groundwater grade1",2075,2.96664,2024-02-05 14:02:39
"40","km^3","Reference","Africa_Eastern","groundwater grade1",2080,3.46608,2024-02-05 14:02:39
"41","km^3","Reference","Africa_Eastern","groundwater grade1",2085,3.90866,2024-02-05 14:02:39
"42","km^3","Reference","Africa_Eastern","groundwater grade1",2090,4.28389,2024-02-05 14:02:39
"43","km^3","Reference","Africa_Eastern","groundwater grade1",2095,4.65917,2024-02-05 14:02:39
"44","km^3","Reference","Africa_Eastern","groundwater grade1",2100,4.97414,2024-02-05 14:02:39
"45","km^3","Reference","Africa_Eastern","groundwater grade10",1975,0,2024-02-05 14:02:39
"46","km^3","Reference","Africa_Eastern","groundwater grade10",1990,0,2024-02-05 14:02:39
"47","km^3","Reference","Africa_Eastern","groundwater grade10",2005,0,2024-02-05 14:02:39
"48","km^3","Reference","Africa_Eastern","groundwater grade10",2010,0,2024-02-05 14:02:39
"49","km^3","Reference","Africa_Eastern","groundwater grade10",2015,0,2024-02-05 14:02:39
"50","km^3","Reference","Africa_Eastern","groundwater grade10",2020,0,2024-02-05 14:02:39
"51","km^3","Reference","Africa_Eastern","groundwater grade10",2025,0,2024-02-05 14:02:39
"52","km^3","Reference","Africa_Eastern","groundwater grade10",2030,0,2024-02-05 14:02:39
"53","km^3","Reference","Africa_Eastern","groundwater grade10",2035,0,2024-02-05 14:02:39
"54","km^3","Reference","Africa_Eastern","groundwater grade10",2040,0,2024-02-05 14:02:39
"55","km^3","Reference","Africa_Eastern","groundwater grade10",2045,0,2024-02-05 14:02:39
"56","km^3","Reference","Africa_Eastern","groundwater grade10",2050,0,2024-02-05 14:02:39
"57","km^3","Reference","Africa_Eastern","groundwater grade10",2055,0,2024-02-05 14:02:39
"58","km^3","Reference","Africa_Eastern","groundwater grade10",2060,0,2024-02-05 14:02:39
"59","km^3","Reference","Africa_Eastern","groundwater grade10",2065,0,2024-02-05 14:02:39
"60","km^3","Reference","Africa_Eastern","groundwater grade10",2070,0,2024-02-05 14:02:39
"61","km^3","Reference","Africa_Eastern","groundwater grade10",2075,0,2024-02-05 14:02:39
"62","km^3","Reference","Africa_Eastern","groundwater grade10",2080,0,2024-02-05 14:02:39
"63","km^3","Reference","Africa_Eastern","groundwater grade10",2085,1.65719,2024-02-05 14:02:39
"64","km^3","Reference","Africa_Eastern","groundwater grade10",2090,18.5479,2024-02-05 14:02:39
"65","km^3","Reference","Africa_Eastern","groundwater grade10",2095,0,2024-02-05 14:02:39
"66","km^3","Reference","Africa_Eastern","groundwater grade10",2100,0,2024-02-05 14:02:39
"67","km^3","Reference","Africa_Eastern","groundwater grade11",1975,0,2024-02-05 14:02:39
"68","km^3","Reference","Africa_Eastern","groundwater grade11",1990,0,2024-02-05 14:02:39
"69","km^3","Reference","Africa_Eastern","groundwater grade11",2005,0,2024-02-05 14:02:39
"70","km^3","Reference","Africa_Eastern","groundwater grade11",2010,0,2024-02-05 14:02:39
"71","km^3","Reference","Africa_Eastern","groundwater grade11",2015,0,2024-02-05 14:02:39
"72","km^3","Reference","Africa_Eastern","groundwater grade11",2020,0,2024-02-05 14:02:39
"73","km^3","Reference","Africa_Eastern","groundwater grade11",2025,0,2024-02-05 14:02:39
"74","km^3","Reference","Africa_Eastern","groundwater grade11",2030,0,2024-02-05 14:02:39
"75","km^3","Reference","Africa_Eastern","groundwater grade11",2035,0,2024-02-05 14:02:39
"76","km^3","Reference","Africa_Eastern","groundwater grade11",2040,0,2024-02-05 14:02:39
"77","km^3","Reference","Africa_Eastern","groundwater grade11",2045,0,2024-02-05 14:02:39
"78","km^3","Reference","Africa_Eastern","groundwater grade11",2050,0,2024-02-05 14:02:39
"79","km^3","Reference","Africa_Eastern","groundwater grade11",2055,0,2024-02-05 14:02:39
"80","km^3","Reference","Africa_Eastern","groundwater grade11",2060,0,2024-02-05 14:02:39
"81","km^3","Reference","Africa_Eastern","groundwater grade11",2065,0,2024-02-05 14:02:39
"82","km^3","Reference","Africa_Eastern","groundwater grade11",2070,0,2024-02-05 14:02:39
"83","km^3","Reference","Africa_Eastern","groundwater grade11",2075,0,2024-02-05 14:02:39
"84","km^3","Reference","Africa_Eastern","groundwater grade11",2080,0,2024-02-05 14:02:39
"85","km^3","Reference","Africa_Eastern","groundwater grade11",2085,0,2024-02-05 14:02:39
"86","km^3","Reference","Africa_Eastern","groundwater grade11",2090,14.6535,2024-02-05 14:02:39
"87","km^3","Reference","Africa_Eastern","groundwater grade11",2095,5.88577,2024-02-05 14:02:39
"88","km^3","Reference","Africa_Eastern","groundwater grade11",2100,0,2024-02-05 14:02:39
"89","km^3","Reference","Africa_Eastern","groundwater grade12",1975,0,2024-02-05 14:02:39
"90","km^3","Reference","Africa_Eastern","groundwater grade12",1990,0,2024-02-05 14:02:39
"91","km^3","Reference","Africa_Eastern","groundwater grade12",2005,0,2024-02-05 14:02:39
"92","km^3","Reference","Africa_Eastern","groundwater grade12",2010,0,2024-02-05 14:02:39
"93","km^3","Reference","Africa_Eastern","groundwater grade12",2015,0,2024-02-05 14:02:39
"94","km^3","Reference","Africa_Eastern","groundwater grade12",2020,0,2024-02-05 14:02:39
"95","km^3","Reference","Africa_Eastern","groundwater grade12",2025,0,2024-02-05 14:02:39
"96","km^3","Reference","Africa_Eastern","groundwater grade12",2030,0,2024-02-05 14:02:39
"97","km^3","Reference","Africa_Eastern","groundwater grade12",2035,0,2024-02-05 14:02:39
"98","km^3","Reference","Africa_Eastern","groundwater grade12",2040,0,2024-02-05 14:02:39
"99","km^3","Reference","Africa_Eastern","groundwater grade12",2045,0,2024-02-05 14:02:39
"100","km^3","Reference","Africa_Eastern","groundwater grade12",2050,0,2024-02-05 14:02:39
"101","km^3","Reference","Africa_Eastern","groundwater grade12",2055,0,2024-02-05 14:02:39
"102","km^3","Reference","Africa_Eastern","groundwater grade12",2060,0,2024-02-05 14:02:39
"103","km^3","Reference","Africa_Eastern","groundwater grade12",2065,0,2024-02-05 14:02:39
"104","km^3","Reference","Africa_Eastern","groundwater grade12",2070,0,2024-02-05 14:02:39
"105","km^3","Reference","Africa_Eastern","groundwater grade12",2075,0,2024-02-05 14:02:39
"106","km^3","Reference","Africa_Eastern","groundwater grade12",2080,0,2024-02-05 14:02:39
"107","km^3","Reference","Africa_Eastern","groundwater grade12",2085,0,2024-02-05 14:02:39
"108","km^3","Reference","Africa_Eastern","groundwater grade12",2090,9.36822,2024-02-05 14:02:39
"109","km^3","Reference","Africa_Eastern","groundwater grade12",2095,12.6744,2024-02-05 14:02:39
"110","km^3","Reference","Africa_Eastern","groundwater grade12",2100,0,2024-02-05 14:02:39
"111","km^3","Reference","Africa_Eastern","groundwater grade13",1975,0,2024-02-05 14:02:39
"112","km^3","Reference","Africa_Eastern","groundwater grade13",1990,0,2024-02-05 14:02:39
"113","km^3","Reference","Africa_Eastern","groundwater grade13",2005,0,2024-02-05 14:02:39
"114","km^3","Reference","Africa_Eastern","groundwater grade13",2010,0,2024-02-05 14:02:39
"115","km^3","Reference","Africa_Eastern","groundwater grade13",2015,0,2024-02-05 14:02:39
"116","km^3","Reference","Africa_Eastern","groundwater grade13",2020,0,2024-02-05 14:02:39
"117","km^3","Reference","Africa_Eastern","groundwater grade13",2025,0,2024-02-05 14:02:39
"118","km^3","Reference","Africa_Eastern","groundwater grade13",2030,0,2024-02-05 14:02:39
"119","km^3","Reference","Africa_Eastern","groundwater grade13",2035,0,2024-02-05 14:02:39
"120","km^3","Reference","Africa_Eastern","groundwater grade13",2040,0,2024-02-05 14:02:39
"121","km^3","Reference","Africa_Eastern","groundwater grade13",2045,0,2024-02-05 14:02:39
"122","km^3","Reference","Africa_Eastern","groundwater grade13",2050,0,2024-02-05 14:02:39
"123","km^3","Reference","Africa_Eastern","groundwater grade13",2055,0,2024-02-05 14:02:39
"124","km^3","Reference","Africa_Eastern","groundwater grade13",2060,0,2024-02-05 14:02:39
"125","km^3","Reference","Africa_Eastern","groundwater grade13",2065,0,2024-02-05 14:02:39
"126","km^3","Reference","Africa_Eastern","groundwater grade13",2070,0,2024-02-05 14:02:39
"127","km^3","Reference","Africa_Eastern","groundwater grade13",2075,0,2024-02-05 14:02:39
"128","km^3","Reference","Africa_Eastern","groundwater grade13",2080,0,2024-02-05 14:02:39
"129","km^3","Reference","Africa_Eastern","groundwater grade13",2085,0,2024-02-05 14:02:39
"130","km^3","Reference","Africa_Eastern","groundwater grade13",2090,4.65629,2024-02-05 14:02:39
"131","km^3","Reference","Africa_Eastern","groundwater grade13",2095,21.1236,2024-02-05 14:02:39
"132","km^3","Reference","Africa_Eastern","groundwater grade13",2100,0,2024-02-05 14:02:39
"133","km^3","Reference","Africa_Eastern","groundwater grade14",1975,0,2024-02-05 14:02:39
"134","km^3","Reference","Africa_Eastern","groundwater grade14",1990,0,2024-02-05 14:02:39
"135","km^3","Reference","Africa_Eastern","groundwater grade14",2005,0,2024-02-05 14:02:39
"136","km^3","Reference","Africa_Eastern","groundwater grade14",2010,0,2024-02-05 14:02:39
"137","km^3","Reference","Africa_Eastern","groundwater grade14",2015,0,2024-02-05 14:02:39
"138","km^3","Reference","Africa_Eastern","groundwater grade14",2020,0,2024-02-05 14:02:39
"139","km^3","Reference","Africa_Eastern","groundwater grade14",2025,0,2024-02-05 14:02:39
"140","km^3","Reference","Africa_Eastern","groundwater grade14",2030,0,2024-02-05 14:02:39
"141","km^3","Reference","Africa_Eastern","groundwater grade14",2035,0,2024-02-05 14:02:39
"142","km^3","Reference","Africa_Eastern","groundwater grade14",2040,0,2024-02-05 14:02:39
"143","km^3","Reference","Africa_Eastern","groundwater grade14",2045,0,2024-02-05 14:02:39
"144","km^3","Reference","Africa_Eastern","groundwater grade14",2050,0,2024-02-05 14:02:39
"145","km^3","Reference","Africa_Eastern","groundwater grade14",2055,0,2024-02-05 14:02:39
"146","km^3","Reference","Africa_Eastern","groundwater grade14",2060,0,2024-02-05 14:02:39
"147","km^3","Reference","Africa_Eastern","groundwater grade14",2065,0,2024-02-05 14:02:39
"148","km^3","Reference","Africa_Eastern","groundwater grade14",2070,0,2024-02-05 14:02:39
"149","km^3","Reference","Africa_Eastern","groundwater grade14",2075,0,2024-02-05 14:02:39
"150","km^3","Reference","Africa_Eastern","groundwater grade14",2080,0,2024-02-05 14:02:39
"151","km^3","Reference","Africa_Eastern","groundwater grade14",2085,0,2024-02-05 14:02:39
"152","km^3","Reference","Africa_Eastern","groundwater grade14",2090,0,2024-02-05 14:02:39
"153","km^3","Reference","Africa_Eastern","groundwater grade14",2095,13.2866,2024-02-05 14:02:39
"154","km^3","Reference","Africa_Eastern","groundwater grade14",2100,1.93552,2024-02-05 14:02:39
"155","km^3","Reference","Africa_Eastern","groundwater grade15",1975,0,2024-02-05 14:02:39
"156","km^3","Reference","Africa_Eastern","groundwater grade15",1990,0,2024-02-05 14:02:39
"157","km^3","Reference","Africa_Eastern","groundwater grade15",2005,0,2024-02-05 14:02:39
"158","km^3","Reference","Africa_Eastern","groundwater grade15",2010,0,2024-02-05 14:02:39
"159","km^3","Reference","Africa_Eastern","groundwater grade15",2015,0,2024-02-05 14:02:39
"160","km^3","Reference","Africa_Eastern","groundwater grade15",2020,0,2024-02-05 14:02:39
"161","km^3","Reference","Africa_Eastern","groundwater grade15",2025,0,2024-02-05 14:02:39
"162","km^3","Reference","Africa_Eastern","groundwater grade15",2030,0,2024-02-05 14:02:39
"163","km^3","Reference","Africa_Eastern","groundwater grade15",2035,0,2024-02-05 14:02:39
"164","km^3","Reference","Africa_Eastern","groundwater grade15",2040,0,2024-02-05 14:02:39
"165","km^3","Reference","Africa_Eastern","groundwater grade15",2045,0,2024-02-05 14:02:39
"166","km^3","Reference","Africa_Eastern","groundwater grade15",2050,0,2024-02-05 14:02:39
"167","km^3","Reference","Africa_Eastern","groundwater grade15",2055,0,2024-02-05 14:02:39
"168","km^3","Reference","Africa_Eastern","groundwater grade15",2060,0,2024-02-05 14:02:39
"169","km^3","Reference","Africa_Eastern","groundwater grade15",2065,0,2024-02-05 14:02:39
"170","km^3","Reference","Africa_Eastern","groundwater grade15",2070,0,2024-02-05 14:02:39
"171","km^3","Reference","Africa_Eastern","groundwater grade15",2075,0,2024-02-05 14:02:39
"172","km^3","Reference","Africa_Eastern","groundwater grade15",2080,0,2024-02-05 14:02:39
"173","km^3","Reference","Africa_Eastern","groundwater grade15",2085,0,2024-02-05 14:02:39
"174","km^3","Reference","Africa_Eastern","groundwater grade15",2090,0,2024-02-05 14:02:39
"175","km^3","Reference","Africa_Eastern","groundwater grade15",2095,0,2024-02-05 14:02:39
"176","km^3","Reference","Africa_Eastern","groundwater grade15",2100,13.0244,2024-02-05 14:02:39
"177","km^3","Reference","Africa_Eastern","groundwater grade16",1975,0,2024-02-05 14:02:39
"178","km^3","Reference","Africa_Eastern","groundwater grade16",1990,0,2024-02-05 14:02:39
"179","km^3","Reference","Africa_Eastern","groundwater grade16",2005,0,2024-02-05 14:02:39
"180","km^3","Reference","Africa_Eastern","groundwater grade16",2010,0,2024-02-05 14:02:39
"181","km^3","Reference","Africa_Eastern","groundwater grade16",2015,0,2024-02-05 14:02:39
"182","km^3","Reference","Africa_Eastern","groundwater grade16",2020,0,2024-02-05 14:02:39
"183","km^3","Reference","Africa_Eastern","groundwater grade16",2025,0,2024-02-05 14:02:39
"184","km^3","Reference","Africa_Eastern","groundwater grade16",2030,0,2024-02-05 14:02:39
"185","km^3","Reference","Africa_Eastern","groundwater grade16",2035,0,2024-02-05 14:02:39
"186","km^3","Reference","Africa_Eastern","groundwater grade16",2040,0,2024-02-05 14:02:39
"187","km^3","Reference","Africa_Eastern","groundwater grade16",2045,0,2024-02-05 14:02:39
"188","km^3","Reference","Africa_Eastern","groundwater grade16",2050,0,2024-02-05 14:02:39
"189","km^3","Reference","Africa_Eastern","groundwater grade16",2055,0,2024-02-05 14:02:39
"190","km^3","Reference","Africa_Eastern","groundwater grade16",2060,0,2024-02-05 14:02:39
"191","km^3","Reference","Africa_Eastern","groundwater grade16",2065,0,2024-02-05 14:02:39
"192","km^3","Reference","Africa_Eastern","groundwater grade16",2070,0,2024-02-05 14:02:39
"193","km^3","Reference","Africa_Eastern","groundwater grade16",2075,0,2024-02-05 14:02:39
"194","km^3","Reference","Africa_Eastern","groundwater grade16",2080,0,2024-02-05 14:02:39
"195","km^3","Reference","Africa_Eastern","groundwater grade16",2085,0,2024-02-05 14:02:39
"196","km^3","Reference","Africa_Eastern","groundwater grade16",2090,0,2024-02-05 14:02:39
"197","km^3","Reference","Africa_Eastern","groundwater grade16",2095,0,2024-02-05 14:02:39
"198","km^3","Reference","Africa_Eastern","groundwater grade16",2100,5.23025,2024-02-05 14:02:39
"199","km^3","Reference","Africa_Eastern","groundwater grade17",1975,0,2024-02-05 14:02:39
"200","km^3","Reference","Africa_Eastern","groundwater grade17",1990,0,2024-02-05 14:02:39
"201","km^3","Reference","Africa_Eastern","groundwater grade17",2005,0,2024-02-05 14:02:39
"202","km^3","Reference","Africa_Eastern","groundwater grade17",2010,0,2024-02-05 14:02:39
"203","km^3","Reference","Africa_Eastern","groundwater grade17",2015,0,2024-02-05 14:02:39
"204","km^3","Reference","Africa_Eastern","groundwater grade17",2020,0,2024-02-05 14:02:39
"205","km^3","Reference","Africa_Eastern","groundwater grade17",2025,0,2024-02-05 14:02:39
"206","km^3","Reference","Africa_Eastern","groundwater grade17",2030,0,2024-02-05 14:02:39
"207","km^3","Reference","Africa_Eastern","groundwater grade17",2035,0,2024-02-05 14:02:39
"208","km^3","Reference","Africa_Eastern","groundwater grade17",2040,0,2024-02-05 14:02:39
"209","km^3","Reference","Africa_Eastern","groundwater grade17",2045,0,2024-02-05 14:02:39
"210","km^3","Reference","Africa_Eastern","groundwater grade17",2050,0,2024-02-05 14:02:39
"211","km^3","Reference","Africa_Eastern","groundwater grade17",2055,0,2024-02-05 14:02:39
"212","km^3","Reference","Africa_Eastern","groundwater grade17",2060,0,2024-02-05 14:02:39
"213","km^3","Reference","Africa_Eastern","groundwater grade17",2065,0,2024-02-05 14:02:39
"214","km^3","Reference","Africa_Eastern","groundwater grade17",2070,0,2024-02-05 14:02:39
"215","km^3","Reference","Africa_Eastern","groundwater grade17",2075,0,2024-02-05 14:02:39
"216","km^3","Reference","Africa_Eastern","groundwater grade17",2080,0,2024-02-05 14:02:39
"217","km^3","Reference","Africa_Eastern","groundwater grade17",2085,0,2024-02-05 14:02:39
"218","km^3","Reference","Africa_Eastern","groundwater grade17",2090,0,2024-02-05 14:02:39
"219","km^3","Reference","Africa_Eastern","groundwater grade17",2095,0,2024-02-05 14:02:39
"220","km^3","Reference","Africa_Eastern","groundwater grade17",2100,0,2024-02-05 14:02:39
"221","km^3","Reference","Africa_Eastern","groundwater grade18",1975,0,2024-02-05 14:02:39
"222","km^3","Reference","Africa_Eastern","groundwater grade18",1990,0,2024-02-05 14:02:39
"223","km^3","Reference","Africa_Eastern","groundwater grade18",2005,0,2024-02-05 14:02:39
"224","km^3","Reference","Africa_Eastern","groundwater grade18",2010,0,2024-02-05 14:02:39
"225","km^3","Reference","Africa_Eastern","groundwater grade18",2015,0,2024-02-05 14:02:39
"226","km^3","Reference","Africa_Eastern","groundwater grade18",2020,0,2024-02-05 14:02:39
"227","km^3","Reference","Africa_Eastern","groundwater grade18",2025,0,2024-02-05 14:02:39
"228","km^3","Reference","Africa_Eastern","groundwater grade18",2030,0,2024-02-05 14:02:39
"229","km^3","Reference","Africa_Eastern","groundwater grade18",2035,0,2024-02-05 14:02:39
"230","km^3","Reference","Africa_Eastern","groundwater grade18",2040,0,2024-02-05 14:02:39
"231","km^3","Reference","Africa_Eastern","groundwater grade18",2045,0,2024-02-05 14:02:39
"232","km^3","Reference","Africa_Eastern","groundwater grade18",2050,0,2024-02-05 14:02:39
"233","km^3","Reference","Africa_Eastern","groundwater grade18",2055,0,2024-02-05 14:02:39
"234","km^3","Reference","Africa_Eastern","groundwater grade18",2060,0,2024-02-05 14:02:39
"235","km^3","Reference","Africa_Eastern","groundwater grade18",2065,0,2024-02-05 14:02:39
"236","km^3","Reference","Africa_Eastern","groundwater grade18",2070,0,2024-02-05 14:02:39
"237","km^3","Reference","Africa_Eastern","groundwater grade18",2075,0,2024-02-05 14:02:39
"238","km^3","Reference","Africa_Eastern","groundwater grade18",2080,0,2024-02-05 14:02:39
"239","km^3","Reference","Africa_Eastern","groundwater grade18",2085,0,2024-02-05 14:02:39
"240","km^3","Reference","Africa_Eastern","groundwater grade18",2090,0,2024-02-05 14:02:39
"241","km^3","Reference","Africa_Eastern","groundwater grade18",2095,0,2024-02-05 14:02:39
"242","km^3","Reference","Africa_Eastern","groundwater grade18",2100,0,2024-02-05 14:02:39
"243","km^3","Reference","Africa_Eastern","groundwater grade19",1975,0,2024-02-05 14:02:39
"244","km^3","Reference","Africa_Eastern","groundwater grade19",1990,0,2024-02-05 14:02:39
"245","km^3","Reference","Africa_Eastern","groundwater grade19",2005,0,2024-02-05 14:02:39
"246","km^3","Reference","Africa_Eastern","groundwater grade19",2010,0,2024-02-05 14:02:39
"247","km^3","Reference","Africa_Eastern","groundwater grade19",2015,0,2024-02-05 14:02:39
"248","km^3","Reference","Africa_Eastern","groundwater grade19",2020,0,2024-02-05 14:02:39
"249","km^3","Reference","Africa_Eastern","groundwater grade19",2025,0,2024-02-05 14:02:39
"250","km^3","Reference","Africa_Eastern","groundwater grade19",2030,0,2024-02-05 14:02:39
"251","km^3","Reference","Africa_Eastern","groundwater grade19",2035,0,2024-02-05 14:02:39
"252","km^3","Reference","Africa_Eastern","groundwater grade19",2040,0,2024-02-05 14:02:39
"253","km^3","Reference","Africa_Eastern","groundwater grade19",2045,0,2024-02-05 14:02:39
"254","km^3","Reference","Africa_Eastern","groundwater grade19",2050,0,2024-02-05 14:02:39
"255","km^3","Reference","Africa_Eastern","groundwater grade19",2055,0,2024-02-05 14:02:39
"256","km^3","Reference","Africa_Eastern","groundwater grade19",2060,0,2024-02-05 14:02:39
"257","km^3","Reference","Africa_Eastern","groundwater grade19",2065,0,2024-02-05 14:02:39
"258","km^3","Reference","Africa_Eastern","groundwater grade19",2070,0,2024-02-05 14:02:39
"259","km^3","Reference","Africa_Eastern","groundwater grade19",2075,0,2024-02-05 14:02:39
"260","km^3","Reference","Africa_Eastern","groundwater grade19",2080,0,2024-02-05 14:02:39
"261","km^3","Reference","Africa_Eastern","groundwater grade19",2085,0,2024-02-05 14:02:39
"262","km^3","Reference","Africa_Eastern","groundwater grade19",2090,0,2024-02-05 14:02:39
"263","km^3","Reference","Africa_Eastern","groundwater grade19",2095,0,2024-02-05 14:02:39
"264","km^3","Reference","Africa_Eastern","groundwater grade19",2100,0,2024-02-05 14:02:39
"265","km^3","Reference","Africa_Eastern","groundwater grade2",1975,0,2024-02-05 14:02:39
"266","km^3","Reference","Africa_Eastern","groundwater grade2",1990,0,2024-02-05 14:02:39
"267","km^3","Reference","Africa_Eastern","groundwater grade2",2005,0,2024-02-05 14:02:39
"268","km^3","Reference","Africa_Eastern","groundwater grade2",2010,0,2024-02-05 14:02:39
"269","km^3","Reference","Africa_Eastern","groundwater grade2",2015,0,2024-02-05 14:02:39
"270","km^3","Reference","Africa_Eastern","groundwater grade2",2020,0,2024-02-05 14:02:39
"271","km^3","Reference","Africa_Eastern","groundwater grade2",2025,0,2024-02-05 14:02:39
"272","km^3","Reference","Africa_Eastern","groundwater grade2",2030,0,2024-02-05 14:02:39
"273","km^3","Reference","Africa_Eastern","groundwater grade2",2035,0,2024-02-05 14:02:39
"274","km^3","Reference","Africa_Eastern","groundwater grade2",2040,16.0516,2024-02-05 14:02:39
"275","km^3","Reference","Africa_Eastern","groundwater grade2",2045,30.6772,2024-02-05 14:02:39
"276","km^3","Reference","Africa_Eastern","groundwater grade2",2050,39.564,2024-02-05 14:02:39
"277","km^3","Reference","Africa_Eastern","groundwater grade2",2055,54.4953,2024-02-05 14:02:39
"278","km^3","Reference","Africa_Eastern","groundwater grade2",2060,58.180475,2024-02-05 14:02:39
"279","km^3","Reference","Africa_Eastern","groundwater grade2",2065,48.356306,2024-02-05 14:02:39
"280","km^3","Reference","Africa_Eastern","groundwater grade2",2070,42.206656,2024-02-05 14:02:39
"281","km^3","Reference","Africa_Eastern","groundwater grade2",2075,1.03264,2024-02-05 14:02:39
"282","km^3","Reference","Africa_Eastern","groundwater grade2",2080,1.14238,2024-02-05 14:02:39
"283","km^3","Reference","Africa_Eastern","groundwater grade2",2085,1.22409,2024-02-05 14:02:39
"284","km^3","Reference","Africa_Eastern","groundwater grade2",2090,1.30146,2024-02-05 14:02:39
"285","km^3","Reference","Africa_Eastern","groundwater grade2",2095,1.37116,2024-02-05 14:02:39
"286","km^3","Reference","Africa_Eastern","groundwater grade2",2100,1.40701,2024-02-05 14:02:39
"287","km^3","Reference","Africa_Eastern","groundwater grade20",1975,0,2024-02-05 14:02:39
"288","km^3","Reference","Africa_Eastern","groundwater grade20",1990,0,2024-02-05 14:02:39
"289","km^3","Reference","Africa_Eastern","groundwater grade20",2005,0,2024-02-05 14:02:39
"290","km^3","Reference","Africa_Eastern","groundwater grade20",2010,0,2024-02-05 14:02:39
"291","km^3","Reference","Africa_Eastern","groundwater grade20",2015,0,2024-02-05 14:02:39
"292","km^3","Reference","Africa_Eastern","groundwater grade20",2020,0,2024-02-05 14:02:39
"293","km^3","Reference","Africa_Eastern","groundwater grade20",2025,0,2024-02-05 14:02:39
"294","km^3","Reference","Africa_Eastern","groundwater grade20",2030,0,2024-02-05 14:02:39
"295","km^3","Reference","Africa_Eastern","groundwater grade20",2035,0,2024-02-05 14:02:39
"296","km^3","Reference","Africa_Eastern","groundwater grade20",2040,0,2024-02-05 14:02:39
"297","km^3","Reference","Africa_Eastern","groundwater grade20",2045,0,2024-02-05 14:02:39
"298","km^3","Reference","Africa_Eastern","groundwater grade20",2050,0,2024-02-05 14:02:39
"299","km^3","Reference","Africa_Eastern","groundwater grade20",2055,0,2024-02-05 14:02:39
