"","Units","scenario","region","input","year","value","rundate"
"1","km^3","Reference","Africa_Eastern","water_td_an_C",1975,0.062456024902,2024-02-05 15:57:01
"2","km^3","Reference","Africa_Eastern","water_td_an_C",1990,2.69706344,2024-02-05 15:57:01
"3","km^3","Reference","Africa_Eastern","water_td_an_C",2005,4.5409123,2024-02-05 15:57:01
"4","km^3","Reference","Africa_Eastern","water_td_an_C",2010,5.22457885,2024-02-05 15:57:01
"5","km^3","Reference","Africa_Eastern","water_td_an_C",2015,5.71423152,2024-02-05 15:57:01
"6","km^3","Reference","Africa_Eastern","water_td_an_C",2020,6.57575106,2024-02-05 15:57:01
"7","km^3","Reference","Africa_Eastern","water_td_an_C",2025,7.63948014,2024-02-05 15:57:01
"8","km^3","Reference","Africa_Eastern","water_td_an_C",2030,8.79152935,2024-02-05 15:57:01
"9","km^3","Reference","Africa_Eastern","water_td_an_C",2035,9.88646355,2024-02-05 15:57:01
"10","km^3","Reference","Africa_Eastern","water_td_an_C",2040,11.00536861,2024-02-05 15:57:01
"11","km^3","Reference","Africa_Eastern","water_td_an_C",2045,12.14495925,2024-02-05 15:57:01
"12","km^3","Reference","Africa_Eastern","water_td_an_C",2050,13.2855337,2024-02-05 15:57:01
"13","km^3","Reference","Africa_Eastern","water_td_an_C",2055,14.3746533,2024-02-05 15:57:01
"14","km^3","Reference","Africa_Eastern","water_td_an_C",2060,15.4169682,2024-02-05 15:57:01
"15","km^3","Reference","Africa_Eastern","water_td_an_C",2065,16.4095985,2024-02-05 15:57:01
"16","km^3","Reference","Africa_Eastern","water_td_an_C",2070,17.3643082,2024-02-05 15:57:01
"17","km^3","Reference","Africa_Eastern","water_td_an_C",2075,18.2802238,2024-02-05 15:57:01
"18","km^3","Reference","Africa_Eastern","water_td_an_C",2080,19.1516148,2024-02-05 15:57:01
"19","km^3","Reference","Africa_Eastern","water_td_an_C",2085,19.9816775,2024-02-05 15:57:01
"20","km^3","Reference","Africa_Eastern","water_td_an_C",2090,20.7901037,2024-02-05 15:57:01
"21","km^3","Reference","Africa_Eastern","water_td_an_C",2095,21.5912063,2024-02-05 15:57:01
"22","km^3","Reference","Africa_Eastern","water_td_an_C",2100,22.399377,2024-02-05 15:57:01
"23","km^3","Reference","Africa_Eastern","water_td_elec_C",1990,0.11315032025,2024-02-05 15:57:01
"24","km^3","Reference","Africa_Eastern","water_td_elec_C",2005,0.203678150461,2024-02-05 15:57:01
"25","km^3","Reference","Africa_Eastern","water_td_elec_C",2010,0.339703413126,2024-02-05 15:57:01
"26","km^3","Reference","Africa_Eastern","water_td_elec_C",2015,0.508277320074,2024-02-05 15:57:01
"27","km^3","Reference","Africa_Eastern","water_td_elec_C",2020,0.681737763249097,2024-02-05 15:57:01
