"","Units","scenario","region","sector","year","value","rundate"
"1","MTC","Reference","Africa_Eastern","H2 central production",2025,0.0320373,2024-02-05 15:57:01
"2","MTC","Reference","Africa_Eastern","H2 central production",2030,0.17191922,2024-02-05 15:57:01
"3","MTC","Reference","Africa_Eastern","H2 central production",2035,0.39910321,2024-02-05 15:57:01
"4","MTC","Reference","Africa_Eastern","H2 central production",2040,0.66354346,2024-02-05 15:57:01
"5","MTC","Reference","Africa_Eastern","H2 central production",2045,0.94011466,2024-02-05 15:57:01
"6","MTC","Reference","Africa_Eastern","H2 central production",2050,1.2452751,2024-02-05 15:57:01
"7","MTC","Reference","Africa_Eastern","H2 central production",2055,1.56021512,2024-02-05 15:57:01
"8","MTC","Reference","Africa_Eastern","H2 central production",2060,1.92203579,2024-02-05 15:57:01
"9","MTC","Reference","Africa_Eastern","H2 central production",2065,2.3024001,2024-02-05 15:57:01
"10","MTC","Reference","Africa_Eastern","H2 central production",2070,2.7024616,2024-02-05 15:57:01
"11","MTC","Reference","Africa_Eastern","H2 central production",2075,3.1415725,2024-02-05 15:57:01
"12","MTC","Reference","Africa_Eastern","H2 central production",2080,3.6173475,2024-02-05 15:57:01
"13","MTC","Reference","Africa_Eastern","H2 central production",2085,4.1451798,2024-02-05 15:57:01
"14","MTC","Reference","Africa_Eastern","H2 central production",2090,4.7464352,2024-02-05 15:57:01
"15","MTC","Reference","Africa_Eastern","H2 central production",2095,5.3895931,2024-02-05 15:57:01
"16","MTC","Reference","Africa_Eastern","H2 central production",2100,6.076521,2024-02-05 15:57:01
"17","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2025,0.00826377,2024-02-05 15:57:01
"18","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2030,0.04449513,2024-02-05 15:57:01
"19","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2035,0.14225471,2024-02-05 15:57:01
"20","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2040,0.27750713,2024-02-05 15:57:01
"21","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2045,0.4320764,2024-02-05 15:57:01
"22","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2050,0.6000396,2024-02-05 15:57:01
"23","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2055,0.767769,2024-02-05 15:57:01
"24","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2060,0.958522,2024-02-05 15:57:01
"25","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2065,1.175933,2024-02-05 15:57:01
"26","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2070,1.42915,2024-02-05 15:57:01
"27","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2075,1.719096,2024-02-05 15:57:01
"28","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2080,2.029067,2024-02-05 15:57:01
"29","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2085,2.362757,2024-02-05 15:57:01
"30","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2090,2.721206,2024-02-05 15:57:01
"31","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2095,3.095122,2024-02-05 15:57:01
"32","MTC","Reference","Africa_Eastern","H2 wholesale dispensing",2100,3.494939,2024-02-05 15:57:01
"33","MTC","Reference","Africa_Eastern","N fertilizer",1975,0.00425899,2024-02-05 15:57:01
"34","MTC","Reference","Africa_Eastern","N fertilizer",1990,0.0117654,2024-02-05 15:57:01
"35","MTC","Reference","Africa_Eastern","N fertilizer",2005,0.00132837,2024-02-05 15:57:01
"36","MTC","Reference","Africa_Eastern","N fertilizer",2020,0.0471929,2024-02-05 15:57:01
"37","MTC","Reference","Africa_Eastern","N fertilizer",2025,0.14605597,2024-02-05 15:57:01
"38","MTC","Reference","Africa_Eastern","N fertilizer",2030,0.2082334,2024-02-05 15:57:01
"39","MTC","Reference","Africa_Eastern","N fertilizer",2035,0.26159647,2024-02-05 15:57:01
"40","MTC","Reference","Africa_Eastern","N fertilizer",2040,0.29531084,2024-02-05 15:57:01
"41","MTC","Reference","Africa_Eastern","N fertilizer",2045,0.31810271,2024-02-05 15:57:01
"42","MTC","Reference","Africa_Eastern","N fertilizer",2050,0.332839602,2024-02-05 15:57:01
"43","MTC","Reference","Africa_Eastern","N fertilizer",2055,0.345739076,2024-02-05 15:57:01
"44","MTC","Reference","Africa_Eastern","N fertilizer",2060,0.3655519723,2024-02-05 15:57:01
"45","MTC","Reference","Africa_Eastern","N fertilizer",2065,0.3934166516,2024-02-05 15:57:01
"46","MTC","Reference","Africa_Eastern","N fertilizer",2070,0.4294204205,2024-02-05 15:57:01
"47","MTC","Reference","Africa_Eastern","N fertilizer",2075,0.4719048617,2024-02-05 15:57:01
"48","MTC","Reference","Africa_Eastern","N fertilizer",2080,0.5164544093,2024-02-05 15:57:01
"49","MTC","Reference","Africa_Eastern","N fertilizer",2085,0.561734918,2024-02-05 15:57:01
"50","MTC","Reference","Africa_Eastern","N fertilizer",2090,0.607686264,2024-02-05 15:57:01
"51","MTC","Reference","Africa_Eastern","N fertilizer",2095,0.653409742,2024-02-05 15:57:01
"52","MTC","Reference","Africa_Eastern","N fertilizer",2100,0.69882202,2024-02-05 15:57:01
"53","MTC","Reference","Africa_Eastern","agricultural energy use",1975,0.0702167,2024-02-05 15:57:01
"54","MTC","Reference","Africa_Eastern","agricultural energy use",1990,0.1236631,2024-02-05 15:57:01
"55","MTC","Reference","Africa_Eastern","agricultural energy use",2005,0.7985503,2024-02-05 15:57:01
"56","MTC","Reference","Africa_Eastern","agricultural energy use",2010,0.8162247,2024-02-05 15:57:01
"57","MTC","Reference","Africa_Eastern","agricultural energy use",2015,0.9817631,2024-02-05 15:57:01
"58","MTC","Reference","Africa_Eastern","agricultural energy use",2020,1.1203813,2024-02-05 15:57:01
"59","MTC","Reference","Africa_Eastern","agricultural energy use",2025,1.269869,2024-02-05 15:57:01
"60","MTC","Reference","Africa_Eastern","agricultural energy use",2030,1.41209395,2024-02-05 15:57:01
"61","MTC","Reference","Africa_Eastern","agricultural energy use",2035,1.54849131,2024-02-05 15:57:01
"62","MTC","Reference","Africa_Eastern","agricultural energy use",2040,1.67482039,2024-02-05 15:57:01
"63","MTC","Reference","Africa_Eastern","agricultural energy use",2045,1.79243133,2024-02-05 15:57:01
"64","MTC","Reference","Africa_Eastern","agricultural energy use",2050,1.91373142,2024-02-05 15:57:01
"65","MTC","Reference","Africa_Eastern","agricultural energy use",2055,2.04957288,2024-02-05 15:57:01
"66","MTC","Reference","Africa_Eastern","agricultural energy use",2060,2.20688616,2024-02-05 15:57:01
"67","MTC","Reference","Africa_Eastern","agricultural energy use",2065,2.36175477,2024-02-05 15:57:01
"68","MTC","Reference","Africa_Eastern","agricultural energy use",2070,2.50767156,2024-02-05 15:57:01
"69","MTC","Reference","Africa_Eastern","agricultural energy use",2075,2.6416929,2024-02-05 15:57:01
"70","MTC","Reference","Africa_Eastern","agricultural energy use",2080,2.76786516,2024-02-05 15:57:01
"71","MTC","Reference","Africa_Eastern","agricultural energy use",2085,2.88462652,2024-02-05 15:57:01
"72","MTC","Reference","Africa_Eastern","agricultural energy use",2090,2.99570361,2024-02-05 15:57:01
"73","MTC","Reference","Africa_Eastern","agricultural energy use",2095,3.10052788,2024-02-05 15:57:01
"74","MTC","Reference","Africa_Eastern","agricultural energy use",2100,3.20013698,2024-02-05 15:57:01
"75","MTC","Reference","Africa_Eastern","backup_electricity",2020,0.0206775,2024-02-05 15:57:01
"76","MTC","Reference","Africa_Eastern","backup_electricity",2025,0.124386,2024-02-05 15:57:01
"77","MTC","Reference","Africa_Eastern","backup_electricity",2030,0.392939,2024-02-05 15:57:01
"78","MTC","Reference","Africa_Eastern","backup_electricity",2035,0.79019,2024-02-05 15:57:01
"79","MTC","Reference","Africa_Eastern","backup_electricity",2040,1.37231,2024-02-05 15:57:01
"80","MTC","Reference","Africa_Eastern","backup_electricity",2045,2.08954,2024-02-05 15:57:01
"81","MTC","Reference","Africa_Eastern","backup_electricity",2050,2.75681,2024-02-05 15:57:01
"82","MTC","Reference","Africa_Eastern","backup_electricity",2055,3.3675,2024-02-05 15:57:01
"83","MTC","Reference","Africa_Eastern","backup_electricity",2060,3.97838,2024-02-05 15:57:01
"84","MTC","Reference","Africa_Eastern","backup_electricity",2065,4.72107,2024-02-05 15:57:01
"85","MTC","Reference","Africa_Eastern","backup_electricity",2070,5.35112,2024-02-05 15:57:01
"86","MTC","Reference","Africa_Eastern","backup_electricity",2075,5.97339,2024-02-05 15:57:01
"87","MTC","Reference","Africa_Eastern","backup_electricity",2080,6.59005,2024-02-05 15:57:01
"88","MTC","Reference","Africa_Eastern","backup_electricity",2085,7.0954,2024-02-05 15:57:01
"89","MTC","Reference","Africa_Eastern","backup_electricity",2090,7.58371,2024-02-05 15:57:01
"90","MTC","Reference","Africa_Eastern","backup_electricity",2095,7.99551,2024-02-05 15:57:01
"91","MTC","Reference","Africa_Eastern","backup_electricity",2100,8.40974,2024-02-05 15:57:01
"92","MTC","Reference","Africa_Eastern","cement",1975,0.192,2024-02-05 15:57:01
"93","MTC","Reference","Africa_Eastern","cement",1990,0.299,2024-02-05 15:57:01
"94","MTC","Reference","Africa_Eastern","cement",2005,0.725,2024-02-05 15:57:01
"95","MTC","Reference","Africa_Eastern","cement",2010,1.093,2024-02-05 15:57:01
"96","MTC","Reference","Africa_Eastern","cement",2015,1.093,2024-02-05 15:57:01
"97","MTC","Reference","Africa_Eastern","cement",2020,1.320502,2024-02-05 15:57:01
"98","MTC","Reference","Africa_Eastern","cement",2025,1.716146,2024-02-05 15:57:01
"99","MTC","Reference","Africa_Eastern","cement",2030,2.167898,2024-02-05 15:57:01
"100","MTC","Reference","Africa_Eastern","cement",2035,2.614707,2024-02-05 15:57:01
"101","MTC","Reference","Africa_Eastern","cement",2040,3.11694,2024-02-05 15:57:01
"102","MTC","Reference","Africa_Eastern","cement",2045,3.6835858,2024-02-05 15:57:01
"103","MTC","Reference","Africa_Eastern","cement",2050,4.32797,2024-02-05 15:57:01
"104","MTC","Reference","Africa_Eastern","cement",2055,5.08800078,2024-02-05 15:57:01
"105","MTC","Reference","Africa_Eastern","cement",2060,5.87992364,2024-02-05 15:57:01
"106","MTC","Reference","Africa_Eastern","cement",2065,6.62117992,2024-02-05 15:57:01
"107","MTC","Reference","Africa_Eastern","cement",2070,7.34579706,2024-02-05 15:57:01
"108","MTC","Reference","Africa_Eastern","cement",2075,8.0590851,2024-02-05 15:57:01
"109","MTC","Reference","Africa_Eastern","cement",2080,8.749606,2024-02-05 15:57:01
"110","MTC","Reference","Africa_Eastern","cement",2085,9.4254807,2024-02-05 15:57:01
"111","MTC","Reference","Africa_Eastern","cement",2090,10.0827761,2024-02-05 15:57:01
"112","MTC","Reference","Africa_Eastern","cement",2095,10.7192731,2024-02-05 15:57:01
"113","MTC","Reference","Africa_Eastern","cement",2100,11.3334834,2024-02-05 15:57:01
"114","MTC","Reference","Africa_Eastern","comm heating",1990,0.0113065,2024-02-05 15:57:01
"115","MTC","Reference","Africa_Eastern","comm heating",2005,0.024432354,2024-02-05 15:57:01
"116","MTC","Reference","Africa_Eastern","comm heating",2010,0.026970351,2024-02-05 15:57:01
"117","MTC","Reference","Africa_Eastern","comm heating",2015,0.02985365,2024-02-05 15:57:01
"118","MTC","Reference","Africa_Eastern","comm heating",2020,0.038645189,2024-02-05 15:57:01
"119","MTC","Reference","Africa_Eastern","comm heating",2025,0.042929253,2024-02-05 15:57:01
"120","MTC","Reference","Africa_Eastern","comm heating",2030,0.048611889,2024-02-05 15:57:01
"121","MTC","Reference","Africa_Eastern","comm heating",2035,0.055663112,2024-02-05 15:57:01
"122","MTC","Reference","Africa_Eastern","comm heating",2040,0.062092498,2024-02-05 15:57:01
"123","MTC","Reference","Africa_Eastern","comm heating",2045,0.06916544,2024-02-05 15:57:01
"124","MTC","Reference","Africa_Eastern","comm heating",2050,0.078496295,2024-02-05 15:57:01
"125","MTC","Reference","Africa_Eastern","comm heating",2055,0.089158449,2024-02-05 15:57:01
"126","MTC","Reference","Africa_Eastern","comm heating",2060,0.100660838,2024-02-05 15:57:01
"127","MTC","Reference","Africa_Eastern","comm heating",2065,0.113710319,2024-02-05 15:57:01
"128","MTC","Reference","Africa_Eastern","comm heating",2070,0.127960536,2024-02-05 15:57:01
"129","MTC","Reference","Africa_Eastern","comm heating",2075,0.143215197,2024-02-05 15:57:01
"130","MTC","Reference","Africa_Eastern","comm heating",2080,0.160371841,2024-02-05 15:57:01
"131","MTC","Reference","Africa_Eastern","comm heating",2085,0.179529104,2024-02-05 15:57:01
"132","MTC","Reference","Africa_Eastern","comm heating",2090,0.200118513,2024-02-05 15:57:01
"133","MTC","Reference","Africa_Eastern","comm heating",2095,0.222379554,2024-02-05 15:57:01
"134","MTC","Reference","Africa_Eastern","comm heating",2100,0.248317257,2024-02-05 15:57:01
"135","MTC","Reference","Africa_Eastern","comm others",1990,0.806815,2024-02-05 15:57:01
"136","MTC","Reference","Africa_Eastern","comm others",2005,2.149498769,2024-02-05 15:57:01
"137","MTC","Reference","Africa_Eastern","comm others",2010,2.633042991,2024-02-05 15:57:01
"138","MTC","Reference","Africa_Eastern","comm others",2015,2.861201189,2024-02-05 15:57:01
"139","MTC","Reference","Africa_Eastern","comm others",2020,2.479404707,2024-02-05 15:57:01
"140","MTC","Reference","Africa_Eastern","comm others",2025,3.317959908,2024-02-05 15:57:01
"141","MTC","Reference","Africa_Eastern","comm others",2030,3.952014511,2024-02-05 15:57:01
"142","MTC","Reference","Africa_Eastern","comm others",2035,4.491671453,2024-02-05 15:57:01
"143","MTC","Reference","Africa_Eastern","comm others",2040,4.748685632,2024-02-05 15:57:01
"144","MTC","Reference","Africa_Eastern","comm others",2045,4.922856001,2024-02-05 15:57:01
"145","MTC","Reference","Africa_Eastern","comm others",2050,5.108873178,2024-02-05 15:57:01
"146","MTC","Reference","Africa_Eastern","comm others",2055,5.263664509,2024-02-05 15:57:01
"147","MTC","Reference","Africa_Eastern","comm others",2060,5.474349565,2024-02-05 15:57:01
"148","MTC","Reference","Africa_Eastern","comm others",2065,5.712899771,2024-02-05 15:57:01
"149","MTC","Reference","Africa_Eastern","comm others",2070,5.99638013,2024-02-05 15:57:01
"150","MTC","Reference","Africa_Eastern","comm others",2075,6.28351118,2024-02-05 15:57:01
"151","MTC","Reference","Africa_Eastern","comm others",2080,6.56919913,2024-02-05 15:57:01
"152","MTC","Reference","Africa_Eastern","comm others",2085,6.8529069,2024-02-05 15:57:01
"153","MTC","Reference","Africa_Eastern","comm others",2090,7.12068248,2024-02-05 15:57:01
"154","MTC","Reference","Africa_Eastern","comm others",2095,7.36747501,2024-02-05 15:57:01
"155","MTC","Reference","Africa_Eastern","comm others",2100,7.64049229,2024-02-05 15:57:01
"156","MTC","Reference","Africa_Eastern","construction energy use",2005,0.02379349,2024-02-05 15:57:01
"157","MTC","Reference","Africa_Eastern","construction energy use",2010,0.0795844,2024-02-05 15:57:01
"158","MTC","Reference","Africa_Eastern","construction energy use",2015,0.03774037,2024-02-05 15:57:01
"159","MTC","Reference","Africa_Eastern","construction energy use",2020,0.04366092,2024-02-05 15:57:01
"160","MTC","Reference","Africa_Eastern","construction energy use",2025,0.04807943,2024-02-05 15:57:01
"161","MTC","Reference","Africa_Eastern","construction energy use",2030,0.05147517,2024-02-05 15:57:01
"162","MTC","Reference","Africa_Eastern","construction energy use",2035,0.053999817,2024-02-05 15:57:01
"163","MTC","Reference","Africa_Eastern","construction energy use",2040,0.055944111,2024-02-05 15:57:01
"164","MTC","Reference","Africa_Eastern","construction energy use",2045,0.0566046,2024-02-05 15:57:01
"165","MTC","Reference","Africa_Eastern","construction energy use",2050,0.0567623,2024-02-05 15:57:01
"166","MTC","Reference","Africa_Eastern","construction energy use",2055,0.05887138,2024-02-05 15:57:01
"167","MTC","Reference","Africa_Eastern","construction energy use",2060,0.06287983,2024-02-05 15:57:01
"168","MTC","Reference","Africa_Eastern","construction energy use",2065,0.06800412,2024-02-05 15:57:01
"169","MTC","Reference","Africa_Eastern","construction energy use",2070,0.0735551,2024-02-05 15:57:01
"170","MTC","Reference","Africa_Eastern","construction energy use",2075,0.07906707,2024-02-05 15:57:01
"171","MTC","Reference","Africa_Eastern","construction energy use",2080,0.08465726,2024-02-05 15:57:01
"172","MTC","Reference","Africa_Eastern","construction energy use",2085,0.09038243,2024-02-05 15:57:01
"173","MTC","Reference","Africa_Eastern","construction energy use",2090,0.09621775,2024-02-05 15:57:01
"174","MTC","Reference","Africa_Eastern","construction energy use",2095,0.10215782,2024-02-05 15:57:01
"175","MTC","Reference","Africa_Eastern","construction energy use",2100,0.10831387,2024-02-05 15:57:01
"176","MTC","Reference","Africa_Eastern","desalinated water",1990,0.000533494,2024-02-05 15:57:01
"177","MTC","Reference","Africa_Eastern","desalinated water",2005,0.0005082416,2024-02-05 15:57:01
"178","MTC","Reference","Africa_Eastern","desalinated water",2010,0.0005119758,2024-02-05 15:57:01
"179","MTC","Reference","Africa_Eastern","desalinated water",2015,0.0005211482,2024-02-05 15:57:01
"180","MTC","Reference","Africa_Eastern","desalinated water",2020,0.0005313374,2024-02-05 15:57:01
"181","MTC","Reference","Africa_Eastern","desalinated water",2025,0.000566877,2024-02-05 15:57:01
"182","MTC","Reference","Africa_Eastern","desalinated water",2030,0.0006600781,2024-02-05 15:57:01
"183","MTC","Reference","Africa_Eastern","desalinated water",2035,0.0007972772,2024-02-05 15:57:01
"184","MTC","Reference","Africa_Eastern","desalinated water",2040,0.0009262532,2024-02-05 15:57:01
"185","MTC","Reference","Africa_Eastern","desalinated water",2045,0.001064691,2024-02-05 15:57:01
"186","MTC","Reference","Africa_Eastern","desalinated water",2050,0.0012341509,2024-02-05 15:57:01
"187","MTC","Reference","Africa_Eastern","desalinated water",2055,0.0014245526,2024-02-05 15:57:01
"188","MTC","Reference","Africa_Eastern","desalinated water",2060,0.0016316896,2024-02-05 15:57:01
"189","MTC","Reference","Africa_Eastern","desalinated water",2065,0.0018243099,2024-02-05 15:57:01
"190","MTC","Reference","Africa_Eastern","desalinated water",2070,0.0019714056,2024-02-05 15:57:01
"191","MTC","Reference","Africa_Eastern","desalinated water",2075,0.00212679,2024-02-05 15:57:01
"192","MTC","Reference","Africa_Eastern","desalinated water",2080,0.002295832,2024-02-05 15:57:01
"193","MTC","Reference","Africa_Eastern","desalinated water",2085,0.002473158,2024-02-05 15:57:01
"194","MTC","Reference","Africa_Eastern","desalinated water",2090,0.002660795,2024-02-05 15:57:01
"195","MTC","Reference","Africa_Eastern","desalinated water",2095,0.002851184,2024-02-05 15:57:01
"196","MTC","Reference","Africa_Eastern","desalinated water",2100,0.003035492,2024-02-05 15:57:01
"197","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2025,0.0905961,2024-02-05 15:57:01
"198","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2030,0.25300243,2024-02-05 15:57:01
"199","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2035,0.4394033,2024-02-05 15:57:01
"200","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2040,0.72086483,2024-02-05 15:57:01
"201","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2045,1.10285074,2024-02-05 15:57:01
"202","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2050,1.55591623,2024-02-05 15:57:01
"203","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2055,2.14791975,2024-02-05 15:57:01
"204","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2060,2.86634775,2024-02-05 15:57:01
"205","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2065,3.72147776,2024-02-05 15:57:01
"206","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2070,4.75940732,2024-02-05 15:57:01
"207","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2075,5.85403259,2024-02-05 15:57:01
"208","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2080,7.04390604,2024-02-05 15:57:01
"209","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2085,8.31092934,2024-02-05 15:57:01
"210","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2090,9.64268472,2024-02-05 15:57:01
"211","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2095,11.08073068,2024-02-05 15:57:01
"212","MTC","Reference","Africa_Eastern","elec_biomass (IGCC)",2100,12.61253939,2024-02-05 15:57:01
"213","MTC","Reference","Africa_Eastern","elec_biomass (conv)",1990,0.1145861,2024-02-05 15:57:01
"214","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2005,0.19930559,2024-02-05 15:57:01
"215","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2010,0.23300402,2024-02-05 15:57:01
"216","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2015,0.26121381,2024-02-05 15:57:01
"217","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2020,0.40297119,2024-02-05 15:57:01
"218","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2025,0.87724125,2024-02-05 15:57:01
"219","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2030,1.68169242,2024-02-05 15:57:01
"220","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2035,2.53526069,2024-02-05 15:57:01
"221","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2040,3.67126759,2024-02-05 15:57:01
"222","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2045,5.04411962,2024-02-05 15:57:01
"223","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2050,6.52069069,2024-02-05 15:57:01
"224","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2055,8.27794514,2024-02-05 15:57:01
"225","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2060,10.315596957,2024-02-05 15:57:01
"226","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2065,12.649194457,2024-02-05 15:57:01
"227","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2070,15.393304167,2024-02-05 15:57:01
"228","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2075,18.18550878,2024-02-05 15:57:01
"229","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2080,20.94905386,2024-02-05 15:57:01
"230","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2085,23.8629032,2024-02-05 15:57:01
"231","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2090,26.7441993,2024-02-05 15:57:01
"232","MTC","Reference","Africa_Eastern","elec_biomass (conv)",2095,29.8213412,2024-02-05 15:57:01
