"","Units","scenario","region","year","value","rundate"
"46","thous","Reference","Africa_Southern",1990,83159,2024-02-05 11:54:21
"47","thous","Reference","Africa_Southern",2005,121701,2024-02-05 11:54:21
"48","thous","Reference","Africa_Southern",2010,139244,2024-02-05 11:54:21
"49","thous","Reference","Africa_Southern",2015,160447,2024-02-05 11:54:21
"50","thous","Reference","Africa_Southern",2020,176935,2024-02-05 11:54:21
"51","thous","Reference","Africa_Southern",2025,193122,2024-02-05 11:54:21
"52","thous","Reference","Africa_Southern",2030,208250,2024-02-05 11:54:21
"53","thous","Reference","Africa_Southern",2035,222860,2024-02-05 11:54:21
"54","thous","Reference","Africa_Southern",2040,236279,2024-02-05 11:54:21
"55","thous","Reference","Africa_Southern",2045,248057,2024-02-05 11:54:21
"56","thous","Reference","Africa_Southern",2050,258075,2024-02-05 11:54:21
"57","thous","Reference","Africa_Southern",2055,266543,2024-02-05 11:54:21
"58","thous","Reference","Africa_Southern",2060,273494,2024-02-05 11:54:21
"59","thous","Reference","Africa_Southern",2065,279072,2024-02-05 11:54:21
"60","thous","Reference","Africa_Southern",2070,283149,2024-02-05 11:54:21
"61","thous","Reference","Africa_Southern",2075,285687,2024-02-05 11:54:21
"62","thous","Reference","Africa_Southern",2080,286736,2024-02-05 11:54:21
"63","thous","Reference","Africa_Southern",2085,286353,2024-02-05 11:54:21
"64","thous","Reference","Africa_Southern",2090,284565,2024-02-05 11:54:21
"65","thous","Reference","Africa_Southern",2095,281392,2024-02-05 11:54:21
"66","thous","Reference","Africa_Southern",2100,276910,2024-02-05 11:54:21
"67","thous","Reference","Africa_Western",1975,159160,2024-02-05 11:54:21
"68","thous","Reference","Africa_Western",1990,239535,2024-02-05 11:54:21
"69","thous","Reference","Africa_Western",2005,360464,2024-02-05 11:54:21
"70","thous","Reference","Africa_Western",2010,415301,2024-02-05 11:54:21
"71","thous","Reference","Africa_Western",2015,478031,2024-02-05 11:54:21
"72","thous","Reference","Africa_Western",2020,530162,2024-02-05 11:54:21
"73","thous","Reference","Africa_Western",2025,582607,2024-02-05 11:54:21
"74","thous","Reference","Africa_Western",2030,633084,2024-02-05 11:54:21
"75","thous","Reference","Africa_Western",2035,683330,2024-02-05 11:54:21
"76","thous","Reference","Africa_Western",2040,731472,2024-02-05 11:54:21
"77","thous","Reference","Africa_Western",2045,775745,2024-02-05 11:54:21
"78","thous","Reference","Africa_Western",2050,815083,2024-02-05 11:54:21
"79","thous","Reference","Africa_Western",2055,849711,2024-02-05 11:54:21
"80","thous","Reference","Africa_Western",2060,879567,2024-02-05 11:54:21
"81","thous","Reference","Africa_Western",2065,905011,2024-02-05 11:54:21
"82","thous","Reference","Africa_Western",2070,925635,2024-02-05 11:54:21
"83","thous","Reference","Africa_Western",2075,941174,2024-02-05 11:54:21
"84","thous","Reference","Africa_Western",2080,951624,2024-02-05 11:54:21
"85","thous","Reference","Africa_Western",2085,957236,2024-02-05 11:54:21
"86","thous","Reference","Africa_Western",2090,958228,2024-02-05 11:54:21
"87","thous","Reference","Africa_Western",2095,954831,2024-02-05 11:54:21
"88","thous","Reference","Africa_Western",2100,947260,2024-02-05 11:54:21
"89","thous","Reference","Argentina",1975,25866,2024-02-05 11:54:21
"90","thous","Reference","Argentina",1990,32619,2024-02-05 11:54:21
"91","thous","Reference","Argentina",2005,38893,2024-02-05 11:54:21
"92","thous","Reference","Argentina",2010,40896,2024-02-05 11:54:21
"93","thous","Reference","Argentina",2015,43075,2024-02-05 11:54:21
"94","thous","Reference","Argentina",2020,44287,2024-02-05 11:54:21
"95","thous","Reference","Argentina",2025,45225,2024-02-05 11:54:21
"96","thous","Reference","Argentina",2030,45899,2024-02-05 11:54:21
"97","thous","Reference","Argentina",2035,46398,2024-02-05 11:54:21
"98","thous","Reference","Argentina",2040,46677,2024-02-05 11:54:21
"99","thous","Reference","Argentina",2045,46701,2024-02-05 11:54:21
"100","thous","Reference","Argentina",2050,46477,2024-02-05 11:54:21
"101","thous","Reference","Argentina",2055,46055,2024-02-05 11:54:21
"102","thous","Reference","Argentina",2060,45453,2024-02-05 11:54:21
"103","thous","Reference","Argentina",2065,44700,2024-02-05 11:54:21
"104","thous","Reference","Argentina",2070,43791,2024-02-05 11:54:21
"105","thous","Reference","Argentina",2075,42730,2024-02-05 11:54:21
"106","thous","Reference","Argentina",2080,41521,2024-02-05 11:54:21
"107","thous","Reference","Argentina",2085,40059,2024-02-05 11:54:21
"108","thous","Reference","Argentina",2090,38397,2024-02-05 11:54:21
"109","thous","Reference","Argentina",2095,36590,2024-02-05 11:54:21
"110","thous","Reference","Argentina",2100,34683,2024-02-05 11:54:21
"111","thous","Reference","Australia_NZ",1975,16856,2024-02-05 11:54:21
"112","thous","Reference","Australia_NZ",1990,20359,2024-02-05 11:54:21
"113","thous","Reference","Australia_NZ",2005,24314,2024-02-05 11:54:21
"114","thous","Reference","Australia_NZ",2010,26525,2024-02-05 11:54:21
"115","thous","Reference","Australia_NZ",2015,28547,2024-02-05 11:54:21
"116","thous","Reference","Australia_NZ",2020,30652,2024-02-05 11:54:21
"117","thous","Reference","Australia_NZ",2025,32744,2024-02-05 11:54:21
"118","thous","Reference","Australia_NZ",2030,34745,2024-02-05 11:54:21
"119","thous","Reference","Australia_NZ",2035,36683,2024-02-05 11:54:21
"120","thous","Reference","Australia_NZ",2040,38596,2024-02-05 11:54:21
"121","thous","Reference","Australia_NZ",2045,40474,2024-02-05 11:54:21
"122","thous","Reference","Australia_NZ",2050,42285,2024-02-05 11:54:21
"123","thous","Reference","Australia_NZ",2055,43991,2024-02-05 11:54:21
"124","thous","Reference","Australia_NZ",2060,45581,2024-02-05 11:54:21
"125","thous","Reference","Australia_NZ",2065,46915,2024-02-05 11:54:21
"126","thous","Reference","Australia_NZ",2070,47966,2024-02-05 11:54:21
"127","thous","Reference","Australia_NZ",2075,48751,2024-02-05 11:54:21
"128","thous","Reference","Australia_NZ",2080,49182,2024-02-05 11:54:21
"129","thous","Reference","Australia_NZ",2085,49225,2024-02-05 11:54:21
"130","thous","Reference","Australia_NZ",2090,48914,2024-02-05 11:54:21
"131","thous","Reference","Australia_NZ",2095,48319,2024-02-05 11:54:21
"132","thous","Reference","Australia_NZ",2100,47507,2024-02-05 11:54:21
"133","thous","Reference","Brazil",1975,107216,2024-02-05 11:54:21
"134","thous","Reference","Brazil",1990,149003,2024-02-05 11:54:21
"135","thous","Reference","Brazil",2005,186127,2024-02-05 11:54:21
"136","thous","Reference","Brazil",2010,195714,2024-02-05 11:54:21
"137","thous","Reference","Brazil",2015,204472,2024-02-05 11:54:21
"138","thous","Reference","Brazil",2020,210501,2024-02-05 11:54:21
"139","thous","Reference","Brazil",2025,215141,2024-02-05 11:54:21
"140","thous","Reference","Brazil",2030,218163,2024-02-05 11:54:21
"141","thous","Reference","Brazil",2035,219911,2024-02-05 11:54:21
"142","thous","Reference","Brazil",2040,220319,2024-02-05 11:54:21
"143","thous","Reference","Brazil",2045,219456,2024-02-05 11:54:21
"144","thous","Reference","Brazil",2050,217205,2024-02-05 11:54:21
"145","thous","Reference","Brazil",2055,213704,2024-02-05 11:54:21
"146","thous","Reference","Brazil",2060,209028,2024-02-05 11:54:21
"147","thous","Reference","Brazil",2065,203333,2024-02-05 11:54:21
"148","thous","Reference","Brazil",2070,196775,2024-02-05 11:54:21
"149","thous","Reference","Brazil",2075,189456,2024-02-05 11:54:21
"150","thous","Reference","Brazil",2080,181517,2024-02-05 11:54:21
"151","thous","Reference","Brazil",2085,173010,2024-02-05 11:54:21
"152","thous","Reference","Brazil",2090,163531,2024-02-05 11:54:21
"153","thous","Reference","Brazil",2095,153412,2024-02-05 11:54:21
"154","thous","Reference","Brazil",2100,142934,2024-02-05 11:54:21
"155","thous","Reference","Canada",1975,23059,2024-02-05 11:54:21
"156","thous","Reference","Canada",1990,27541,2024-02-05 11:54:21
"157","thous","Reference","Canada",2005,32164,2024-02-05 11:54:21
"158","thous","Reference","Canada",2010,34148,2024-02-05 11:54:21
"159","thous","Reference","Canada",2015,36027,2024-02-05 11:54:21
"160","thous","Reference","Canada",2020,38031,2024-02-05 11:54:21
"161","thous","Reference","Canada",2025,40042,2024-02-05 11:54:21
"162","thous","Reference","Canada",2030,41968,2024-02-05 11:54:21
"163","thous","Reference","Canada",2035,43803,2024-02-05 11:54:21
"164","thous","Reference","Canada",2040,45603,2024-02-05 11:54:21
"165","thous","Reference","Canada",2045,47389,2024-02-05 11:54:21
"166","thous","Reference","Canada",2050,49141,2024-02-05 11:54:21
"167","thous","Reference","Canada",2055,50823,2024-02-05 11:54:21
"168","thous","Reference","Canada",2060,52422,2024-02-05 11:54:21
"169","thous","Reference","Canada",2065,53832,2024-02-05 11:54:21
"170","thous","Reference","Canada",2070,54958,2024-02-05 11:54:21
"171","thous","Reference","Canada",2075,55805,2024-02-05 11:54:21
"172","thous","Reference","Canada",2080,56368,2024-02-05 11:54:21
"173","thous","Reference","Canada",2085,56495,2024-02-05 11:54:21
"174","thous","Reference","Canada",2090,56195,2024-02-05 11:54:21
"175","thous","Reference","Canada",2095,55553,2024-02-05 11:54:21
"176","thous","Reference","Canada",2100,54659,2024-02-05 11:54:21
"177","thous","Reference","Central America and Caribbean",1975,45127,2024-02-05 11:54:21
"178","thous","Reference","Central America and Caribbean",1990,59989,2024-02-05 11:54:21
"179","thous","Reference","Central America and Caribbean",2005,75932,2024-02-05 11:54:21
"180","thous","Reference","Central America and Caribbean",2010,80984,2024-02-05 11:54:21
"181","thous","Reference","Central America and Caribbean",2015,86156,2024-02-05 11:54:21
"182","thous","Reference","Central America and Caribbean",2020,89406,2024-02-05 11:54:21
"183","thous","Reference","Central America and Caribbean",2025,91948,2024-02-05 11:54:21
"184","thous","Reference","Central America and Caribbean",2030,93732,2024-02-05 11:54:21
"185","thous","Reference","Central America and Caribbean",2035,94951,2024-02-05 11:54:21
"186","thous","Reference","Central America and Caribbean",2040,95543,2024-02-05 11:54:21
"187","thous","Reference","Central America and Caribbean",2045,95509,2024-02-05 11:54:21
"188","thous","Reference","Central America and Caribbean",2050,94880,2024-02-05 11:54:21
"189","thous","Reference","Central America and Caribbean",2055,93760,2024-02-05 11:54:21
"190","thous","Reference","Central America and Caribbean",2060,92192,2024-02-05 11:54:21
"191","thous","Reference","Central America and Caribbean",2065,90366,2024-02-05 11:54:21
"192","thous","Reference","Central America and Caribbean",2070,88297,2024-02-05 11:54:21
"193","thous","Reference","Central America and Caribbean",2075,85988,2024-02-05 11:54:21
"194","thous","Reference","Central America and Caribbean",2080,83411,2024-02-05 11:54:21
"195","thous","Reference","Central America and Caribbean",2085,80577,2024-02-05 11:54:21
"196","thous","Reference","Central America and Caribbean",2090,77497,2024-02-05 11:54:21
"197","thous","Reference","Central America and Caribbean",2095,74124,2024-02-05 11:54:21
"198","thous","Reference","Central America and Caribbean",2100,70486,2024-02-05 11:54:21
"199","thous","Reference","Central Asia",1975,51975,2024-02-05 11:54:21
"200","thous","Reference","Central Asia",1990,68498,2024-02-05 11:54:21
"201","thous","Reference","Central Asia",2005,76706,2024-02-05 11:54:21
"202","thous","Reference","Central Asia",2010,81534,2024-02-05 11:54:21
"203","thous","Reference","Central Asia",2015,88051,2024-02-05 11:54:21
"204","thous","Reference","Central Asia",2020,90808,2024-02-05 11:54:21
"205","thous","Reference","Central Asia",2025,92610,2024-02-05 11:54:21
"206","thous","Reference","Central Asia",2030,93555,2024-02-05 11:54:21
"207","thous","Reference","Central Asia",2035,94026,2024-02-05 11:54:21
"208","thous","Reference","Central Asia",2040,94026,2024-02-05 11:54:21
"209","thous","Reference","Central Asia",2045,93438,2024-02-05 11:54:21
"210","thous","Reference","Central Asia",2050,92209,2024-02-05 11:54:21
"211","thous","Reference","Central Asia",2055,90472,2024-02-05 11:54:21
"212","thous","Reference","Central Asia",2060,88348,2024-02-05 11:54:21
"213","thous","Reference","Central Asia",2065,86014,2024-02-05 11:54:21
"214","thous","Reference","Central Asia",2070,83470,2024-02-05 11:54:21
"215","thous","Reference","Central Asia",2075,80687,2024-02-05 11:54:21
"216","thous","Reference","Central Asia",2080,77672,2024-02-05 11:54:21
"217","thous","Reference","Central Asia",2085,74491,2024-02-05 11:54:21
"218","thous","Reference","Central Asia",2090,71245,2024-02-05 11:54:21
"219","thous","Reference","Central Asia",2095,68023,2024-02-05 11:54:21
"220","thous","Reference","Central Asia",2100,64843,2024-02-05 11:54:21
"221","thous","Reference","China",1975,930691,2024-02-05 11:54:21
"222","thous","Reference","China",1990,1182960,2024-02-05 11:54:21
"223","thous","Reference","China",2005,1338030,2024-02-05 11:54:21
"224","thous","Reference","China",2010,1376320,2024-02-05 11:54:21
"225","thous","Reference","China",2015,1414640,2024-02-05 11:54:21
"226","thous","Reference","China",2020,1425970,2024-02-05 11:54:21
"227","thous","Reference","China",2025,1425900,2024-02-05 11:54:21
"228","thous","Reference","China",2030,1414520,2024-02-05 11:54:21
"229","thous","Reference","China",2035,1393580,2024-02-05 11:54:21
"230","thous","Reference","China",2040,1362790,2024-02-05 11:54:21
"231","thous","Reference","China",2045,1323130,2024-02-05 11:54:21
"232","thous","Reference","China",2050,1275860,2024-02-05 11:54:21
"233","thous","Reference","China",2055,1222700,2024-02-05 11:54:21
"234","thous","Reference","China",2060,1165070,2024-02-05 11:54:21
"235","thous","Reference","China",2065,1104470,2024-02-05 11:54:21
"236","thous","Reference","China",2070,1042720,2024-02-05 11:54:21
"237","thous","Reference","China",2075,981015,2024-02-05 11:54:21
"238","thous","Reference","China",2080,919208,2024-02-05 11:54:21
"239","thous","Reference","China",2085,857099,2024-02-05 11:54:21
"240","thous","Reference","China",2090,795595,2024-02-05 11:54:21
"241","thous","Reference","China",2095,734299,2024-02-05 11:54:21
"242","thous","Reference","China",2100,672668,2024-02-05 11:54:21
"243","thous","Reference","Colombia",1975,24066,2024-02-05 11:54:21
"244","thous","Reference","Colombia",1990,33103,2024-02-05 11:54:21
"245","thous","Reference","Colombia",2005,42648,2024-02-05 11:54:21
"246","thous","Reference","Colombia",2010,45223,2024-02-05 11:54:21
"247","thous","Reference","Colombia",2015,47521,2024-02-05 11:54:21
"248","thous","Reference","Colombia",2020,49839,2024-02-05 11:54:21
"249","thous","Reference","Colombia",2025,51795,2024-02-05 11:54:21
"250","thous","Reference","Colombia",2030,53364,2024-02-05 11:54:21
"251","thous","Reference","Colombia",2035,54629,2024-02-05 11:54:21
"252","thous","Reference","Colombia",2040,55540,2024-02-05 11:54:21
"253","thous","Reference","Colombia",2045,56073,2024-02-05 11:54:21
"254","thous","Reference","Colombia",2050,56236,2024-02-05 11:54:21
"255","thous","Reference","Colombia",2055,56083,2024-02-05 11:54:21
"256","thous","Reference","Colombia",2060,55639,2024-02-05 11:54:21
"257","thous","Reference","Colombia",2065,54941,2024-02-05 11:54:21
"258","thous","Reference","Colombia",2070,54006,2024-02-05 11:54:21
"259","thous","Reference","Colombia",2075,52851,2024-02-05 11:54:21
"260","thous","Reference","Colombia",2080,51488,2024-02-05 11:54:21
"261","thous","Reference","Colombia",2085,49908,2024-02-05 11:54:21
"262","thous","Reference","Colombia",2090,48000,2024-02-05 11:54:21
"263","thous","Reference","Colombia",2095,45830,2024-02-05 11:54:21
"264","thous","Reference","Colombia",2100,43470,2024-02-05 11:54:21
"265","thous","Reference","EU-12",1975,99629,2024-02-05 11:54:21
"266","thous","Reference","EU-12",1990,107358,2024-02-05 11:54:21
"267","thous","Reference","EU-12",2005,103595,2024-02-05 11:54:21
"268","thous","Reference","EU-12",2010,102240,2024-02-05 11:54:21
"269","thous","Reference","EU-12",2015,100885,2024-02-05 11:54:21
"270","thous","Reference","EU-12",2020,100597,2024-02-05 11:54:21
"271","thous","Reference","EU-12",2025,100122,2024-02-05 11:54:21
"272","thous","Reference","EU-12",2030,99345,2024-02-05 11:54:21
"273","thous","Reference","EU-12",2035,98322,2024-02-05 11:54:21
"274","thous","Reference","EU-12",2040,97203,2024-02-05 11:54:21
"275","thous","Reference","EU-12",2045,96015,2024-02-05 11:54:21
"276","thous","Reference","EU-12",2050,94698,2024-02-05 11:54:21
"277","thous","Reference","EU-12",2055,93192,2024-02-05 11:54:21
"278","thous","Reference","EU-12",2060,91474,2024-02-05 11:54:21
"279","thous","Reference","EU-12",2065,89450,2024-02-05 11:54:21
"280","thous","Reference","EU-12",2070,87166,2024-02-05 11:54:21
"281","thous","Reference","EU-12",2075,84667,2024-02-05 11:54:21
"282","thous","Reference","EU-12",2080,81947,2024-02-05 11:54:21
"283","thous","Reference","EU-12",2085,79014,2024-02-05 11:54:21
"284","thous","Reference","EU-12",2090,75910,2024-02-05 11:54:21
"285","thous","Reference","EU-12",2095,72798,2024-02-05 11:54:21
"286","thous","Reference","EU-12",2100,69735,2024-02-05 11:54:21
"287","thous","Reference","EU-15",1975,350014,2024-02-05 11:54:21
"288","thous","Reference","EU-15",1990,365030,2024-02-05 11:54:21
"289","thous","Reference","EU-15",2005,387123,2024-02-05 11:54:21
"290","thous","Reference","EU-15",2010,396932,2024-02-05 11:54:21
"291","thous","Reference","EU-15",2015,404066,2024-02-05 11:54:21
"292","thous","Reference","EU-15",2020,411938,2024-02-05 11:54:21
"293","thous","Reference","EU-15",2025,419640,2024-02-05 11:54:21
"294","thous","Reference","EU-15",2030,427013,2024-02-05 11:54:21
"295","thous","Reference","EU-15",2035,434217,2024-02-05 11:54:21
"296","thous","Reference","EU-15",2040,441314,2024-02-05 11:54:21
"297","thous","Reference","EU-15",2045,447949,2024-02-05 11:54:21
"298","thous","Reference","EU-15",2050,453712,2024-02-05 11:54:21
"299","thous","Reference","EU-15",2055,458403,2024-02-05 11:54:21
"300","thous","Reference","EU-15",2060,462133,2024-02-05 11:54:21
"301","thous","Reference","EU-15",2065,464115,2024-02-05 11:54:21
"302","thous","Reference","EU-15",2070,464317,2024-02-05 11:54:21
"303","thous","Reference","EU-15",2075,462819,2024-02-05 11:54:21
"304","thous","Reference","EU-15",2080,459900,2024-02-05 11:54:21
"305","thous","Reference","EU-15",2085,454878,2024-02-05 11:54:21
"306","thous","Reference","EU-15",2090,447933,2024-02-05 11:54:21
"307","thous","Reference","EU-15",2095,439628,2024-02-05 11:54:21
"308","thous","Reference","EU-15",2100,430343,2024-02-05 11:54:21
"309","thous","Reference","Europe_Eastern",1975,61848,2024-02-05 11:54:21
"310","thous","Reference","Europe_Eastern",1990,65980,2024-02-05 11:54:21
"311","thous","Reference","Europe_Eastern",2005,60612,2024-02-05 11:54:21
"312","thous","Reference","Europe_Eastern",2010,59299,2024-02-05 11:54:21
"313","thous","Reference","Europe_Eastern",2015,58432,2024-02-05 11:54:21
"314","thous","Reference","Europe_Eastern",2020,56716,2024-02-05 11:54:21
"315","thous","Reference","Europe_Eastern",2025,55141,2024-02-05 11:54:21
"316","thous","Reference","Europe_Eastern",2030,53705,2024-02-05 11:54:21
"317","thous","Reference","Europe_Eastern",2035,52416,2024-02-05 11:54:21
"318","thous","Reference","Europe_Eastern",2040,51222,2024-02-05 11:54:21
"319","thous","Reference","Europe_Eastern",2045,50006,2024-02-05 11:54:21
"320","thous","Reference","Europe_Eastern",2050,48717,2024-02-05 11:54:21
"321","thous","Reference","Europe_Eastern",2055,47371,2024-02-05 11:54:21
"322","thous","Reference","Europe_Eastern",2060,45999,2024-02-05 11:54:21
"323","thous","Reference","Europe_Eastern",2065,44515,2024-02-05 11:54:21
"324","thous","Reference","Europe_Eastern",2070,42919,2024-02-05 11:54:21
"325","thous","Reference","Europe_Eastern",2075,41199,2024-02-05 11:54:21
"326","thous","Reference","Europe_Eastern",2080,39370,2024-02-05 11:54:21
"327","thous","Reference","Europe_Eastern",2085,37480,2024-02-05 11:54:21
"328","thous","Reference","Europe_Eastern",2090,35584,2024-02-05 11:54:21
"329","thous","Reference","Europe_Eastern",2095,33707,2024-02-05 11:54:21
"330","thous","Reference","Europe_Eastern",2100,31748,2024-02-05 11:54:21
"331","thous","Reference","Europe_Non_EU",1975,61029,2024-02-05 11:54:21
"332","thous","Reference","Europe_Non_EU",1990,78577,2024-02-05 11:54:21
"333","thous","Reference","Europe_Non_EU",2005,91004,2024-02-05 11:54:21
"334","thous","Reference","Europe_Non_EU",2010,94995,2024-02-05 11:54:21
"335","thous","Reference","Europe_Non_EU",2015,100665,2024-02-05 11:54:21
"336","thous","Reference","Europe_Non_EU",2020,103838,2024-02-05 11:54:21
"337","thous","Reference","Europe_Non_EU",2025,106375,2024-02-05 11:54:21
"338","thous","Reference","Europe_Non_EU",2030,108262,2024-02-05 11:54:21
"339","thous","Reference","Europe_Non_EU",2035,109707,2024-02-05 11:54:21
"340","thous","Reference","Europe_Non_EU",2040,110616,2024-02-05 11:54:21
"341","thous","Reference","Europe_Non_EU",2045,110863,2024-02-05 11:54:21
"342","thous","Reference","Europe_Non_EU",2050,110404,2024-02-05 11:54:21
"343","thous","Reference","Europe_Non_EU",2055,109340,2024-02-05 11:54:21
"344","thous","Reference","Europe_Non_EU",2060,107759,2024-02-05 11:54:21
"345","thous","Reference","Europe_Non_EU",2065,105682,2024-02-05 11:54:21
"346","thous","Reference","Europe_Non_EU",2070,103149,2024-02-05 11:54:21
"347","thous","Reference","Europe_Non_EU",2075,100177,2024-02-05 11:54:21
"348","thous","Reference","Europe_Non_EU",2080,96799,2024-02-05 11:54:21
"349","thous","Reference","Europe_Non_EU",2085,93097,2024-02-05 11:54:21
"350","thous","Reference","Europe_Non_EU",2090,89150,2024-02-05 11:54:21
"351","thous","Reference","Europe_Non_EU",2095,85029,2024-02-05 11:54:21
"352","thous","Reference","Europe_Non_EU",2100,80469,2024-02-05 11:54:21
"353","thous","Reference","European Free Trade Association",1975,10587,2024-02-05 11:54:21
"354","thous","Reference","European Free Trade Association",1990,11184,2024-02-05 11:54:21
"355","thous","Reference","European Free Trade Association",2005,12349,2024-02-05 11:54:21
"356","thous","Reference","European Free Trade Association",2010,13051,2024-02-05 11:54:21
"357","thous","Reference","European Free Trade Association",2015,13864,2024-02-05 11:54:21
"358","thous","Reference","European Free Trade Association",2020,14410,2024-02-05 11:54:21
"359","thous","Reference","European Free Trade Association",2025,14989,2024-02-05 11:54:21
"360","thous","Reference","European Free Trade Association",2030,15568,2024-02-05 11:54:21
"361","thous","Reference","European Free Trade Association",2035,16131,2024-02-05 11:54:21
"362","thous","Reference","European Free Trade Association",2040,16676,2024-02-05 11:54:21
"363","thous","Reference","European Free Trade Association",2045,17206,2024-02-05 11:54:21
"364","thous","Reference","European Free Trade Association",2050,17716,2024-02-05 11:54:21
"365","thous","Reference","European Free Trade Association",2055,18196,2024-02-05 11:54:21
"366","thous","Reference","European Free Trade Association",2060,18640,2024-02-05 11:54:21
"367","thous","Reference","European Free Trade Association",2065,18983,2024-02-05 11:54:21
"368","thous","Reference","European Free Trade Association",2070,19224,2024-02-05 11:54:21
"369","thous","Reference","European Free Trade Association",2075,19375,2024-02-05 11:54:21
"370","thous","Reference","European Free Trade Association",2080,19426,2024-02-05 11:54:21
"371","thous","Reference","European Free Trade Association",2085,19370,2024-02-05 11:54:21
"372","thous","Reference","European Free Trade Association",2090,19216,2024-02-05 11:54:21
"373","thous","Reference","European Free Trade Association",2095,18979,2024-02-05 11:54:21
"374","thous","Reference","European Free Trade Association",2100,18676,2024-02-05 11:54:21
"375","thous","Reference","India",1975,623103,2024-02-05 11:54:21
"376","thous","Reference","India",1990,873278,2024-02-05 11:54:21
"377","thous","Reference","India",2005,1147610,2024-02-05 11:54:21
"378","thous","Reference","India",2010,1234280,2024-02-05 11:54:21
"379","thous","Reference","India",2015,1310150,2024-02-05 11:54:21
"380","thous","Reference","India",2020,1374080,2024-02-05 11:54:21
"381","thous","Reference","India",2025,1428480,2024-02-05 11:54:21
"382","thous","Reference","India",2030,1472640,2024-02-05 11:54:21
"383","thous","Reference","India",2035,1509740,2024-02-05 11:54:21
"384","thous","Reference","India",2040,1537980,2024-02-05 11:54:21
"385","thous","Reference","India",2045,1556720,2024-02-05 11:54:21
"386","thous","Reference","India",2050,1564970,2024-02-05 11:54:21
"387","thous","Reference","India",2055,1563080,2024-02-05 11:54:21
"388","thous","Reference","India",2060,1550690,2024-02-05 11:54:21
"389","thous","Reference","India",2065,1527900,2024-02-05 11:54:21
"390","thous","Reference","India",2070,1495370,2024-02-05 11:54:21
"391","thous","Reference","India",2075,1453680,2024-02-05 11:54:21
