"","Units","scenario","region","sector","output","year","value","rundate"
"155","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2035,425.8473,2024-02-05 13:29:59
"156","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2040,453.6342,2024-02-05 13:29:59
"157","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2045,479.6764,2024-02-05 13:29:59
"158","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2050,504.1278,2024-02-05 13:29:59
"159","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2055,525.4502,2024-02-05 13:29:59
"160","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2060,544.2704,2024-02-05 13:29:59
"161","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2065,561.6845,2024-02-05 13:29:59
"162","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2070,577.5965,2024-02-05 13:29:59
"163","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2075,591.8093,2024-02-05 13:29:59
"164","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2080,604.2429,2024-02-05 13:29:59
"165","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2085,614.68,2024-02-05 13:29:59
"166","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2090,623.1724,2024-02-05 13:29:59
"167","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2095,629.9986,2024-02-05 13:29:59
"168","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2100,635.3198,2024-02-05 13:29:59
"169","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",1990,18.878114,2024-02-05 13:29:59
"170","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2005,22.4955285,2024-02-05 13:29:59
"171","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2010,25.9406438,2024-02-05 13:29:59
"172","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2015,29.401777,2024-02-05 13:29:59
"173","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2020,30.0030039,2024-02-05 13:29:59
"174","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2025,32.1902309,2024-02-05 13:29:59
"175","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2030,34.2242835,2024-02-05 13:29:59
"176","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2035,36.0713206,2024-02-05 13:29:59
