"","Units","scenario","region","fuel","year","value","rundate"
"1","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",1975,4.13533,2024-02-05 11:54:21
"2","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",1990,15.2629,2024-02-05 11:54:21
"3","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2005,14.5864,2024-02-05 11:54:21
"4","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2010,19.8735,2024-02-05 11:54:21
"5","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2015,21.3854,2024-02-05 11:54:21
"6","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2020,14.8997,2024-02-05 11:54:21
"7","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2025,13.9532,2024-02-05 11:54:21
"8","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2030,14.244,2024-02-05 11:54:21
"9","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2035,14.1846,2024-02-05 11:54:21
"10","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2040,14.0229,2024-02-05 11:54:21
"11","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2045,13.8066,2024-02-05 11:54:21
"12","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2050,13.5915,2024-02-05 11:54:21
"13","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2055,13.3828,2024-02-05 11:54:21
"14","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2060,13.1938,2024-02-05 11:54:21
"15","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2065,13.0146,2024-02-05 11:54:21
"16","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2070,12.8423,2024-02-05 11:54:21
"17","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2075,12.6538,2024-02-05 11:54:21
"18","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2080,12.4599,2024-02-05 11:54:21
"19","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2085,12.2436,2024-02-05 11:54:21
"20","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2090,12.0352,2024-02-05 11:54:21
"21","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2095,11.8487,2024-02-05 11:54:21
"22","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2100,11.6721,2024-02-05 11:54:21
"23","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",1975,1.85533,2024-02-05 11:54:21
"24","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",1990,13.0679,2024-02-05 11:54:21
"25","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2005,12.4764,2024-02-05 11:54:21
"26","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2010,17.8035,2024-02-05 11:54:21
"27","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2015,19.3554,2024-02-05 11:54:21
"28","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2020,13.076,2024-02-05 11:54:21
"29","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2025,12.1552,2024-02-05 11:54:21
"30","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2030,12.5398,2024-02-05 11:54:21
"31","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2035,12.6488,2024-02-05 11:54:21
"32","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2040,12.5878,2024-02-05 11:54:21
"33","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2045,12.4133,2024-02-05 11:54:21
"34","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2050,12.1996,2024-02-05 11:54:21
"35","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2055,11.9556,2024-02-05 11:54:21
"36","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2060,11.7315,2024-02-05 11:54:21
"37","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2065,11.519,2024-02-05 11:54:21
"38","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2070,11.2836,2024-02-05 11:54:21
"39","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2075,11.0505,2024-02-05 11:54:21
"40","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2080,10.8277,2024-02-05 11:54:21
"41","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2085,10.5891,2024-02-05 11:54:21
"42","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2090,10.3737,2024-02-05 11:54:21
"43","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2095,10.1895,2024-02-05 11:54:21
"44","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2100,10.0198,2024-02-05 11:54:21
"45","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",1975,4.13533,2024-02-05 11:54:21
"46","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",1990,15.2629,2024-02-05 11:54:21
"47","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2005,14.5864,2024-02-05 11:54:21
"48","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2010,19.8735,2024-02-05 11:54:21
"49","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2015,21.3854,2024-02-05 11:54:21
"50","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2020,15.066,2024-02-05 11:54:21
"51","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2025,14.1052,2024-02-05 11:54:21
"52","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2030,14.4498,2024-02-05 11:54:21
"53","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2035,14.5188,2024-02-05 11:54:21
"54","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2040,14.4178,2024-02-05 11:54:21
"55","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2045,14.2033,2024-02-05 11:54:21
"56","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2050,13.9496,2024-02-05 11:54:21
"57","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2055,13.6656,2024-02-05 11:54:21
"58","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2060,13.4015,2024-02-05 11:54:21
"59","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2065,13.149,2024-02-05 11:54:21
"60","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2070,12.8736,2024-02-05 11:54:21
"61","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2075,12.6005,2024-02-05 11:54:21
"62","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2080,12.3377,2024-02-05 11:54:21
"63","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2085,12.0591,2024-02-05 11:54:21
"64","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2090,11.8037,2024-02-05 11:54:21
"65","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2095,11.5795,2024-02-05 11:54:21
"66","1975$/GJ","Reference","Africa_Eastern","elect_td_trn",2100,11.3698,2024-02-05 11:54:21
"67","1975$/GJ","Reference","Africa_Eastern","electricity",1975,4.29497,2024-02-05 11:54:21
"68","1975$/GJ","Reference","Africa_Eastern","electricity",1990,10.3779,2024-02-05 11:54:21
"69","1975$/GJ","Reference","Africa_Eastern","electricity",2005,9.64905,2024-02-05 11:54:21
"70","1975$/GJ","Reference","Africa_Eastern","electricity",2010,14.0929,2024-02-05 11:54:21
"71","1975$/GJ","Reference","Africa_Eastern","electricity",2015,14.5964,2024-02-05 11:54:21
"72","1975$/GJ","Reference","Africa_Eastern","electricity",2020,9.71332,2024-02-05 11:54:21
"73","1975$/GJ","Reference","Africa_Eastern","electricity",2025,9.01502,2024-02-05 11:54:21
"74","1975$/GJ","Reference","Africa_Eastern","electricity",2030,9.33852,2024-02-05 11:54:21
"75","1975$/GJ","Reference","Africa_Eastern","electricity",2035,9.4466,2024-02-05 11:54:21
"76","1975$/GJ","Reference","Africa_Eastern","electricity",2040,9.42115,2024-02-05 11:54:21
"77","1975$/GJ","Reference","Africa_Eastern","electricity",2045,9.30641,2024-02-05 11:54:21
"78","1975$/GJ","Reference","Africa_Eastern","electricity",2050,9.1604,2024-02-05 11:54:21
"79","1975$/GJ","Reference","Africa_Eastern","electricity",2055,8.9901,2024-02-05 11:54:21
"80","1975$/GJ","Reference","Africa_Eastern","electricity",2060,8.83504,2024-02-05 11:54:21
"81","1975$/GJ","Reference","Africa_Eastern","electricity",2065,8.68884,2024-02-05 11:54:21
"82","1975$/GJ","Reference","Africa_Eastern","electricity",2070,8.5241,2024-02-05 11:54:21
"83","1975$/GJ","Reference","Africa_Eastern","electricity",2075,8.36073,2024-02-05 11:54:21
"84","1975$/GJ","Reference","Africa_Eastern","electricity",2080,8.20519,2024-02-05 11:54:21
