"","Units","scenario","region","subresource","year","value","rundate"
"112","km^3","Reference","Africa_Eastern","groundwater grade13",1990,0,2024-02-05 15:57:01
"113","km^3","Reference","Africa_Eastern","groundwater grade13",2005,0,2024-02-05 15:57:01
"114","km^3","Reference","Africa_Eastern","groundwater grade13",2010,0,2024-02-05 15:57:01
"115","km^3","Reference","Africa_Eastern","groundwater grade13",2015,0,2024-02-05 15:57:01
"116","km^3","Reference","Africa_Eastern","groundwater grade13",2020,0,2024-02-05 15:57:01
"117","km^3","Reference","Africa_Eastern","groundwater grade13",2025,0,2024-02-05 15:57:01
"118","km^3","Reference","Africa_Eastern","groundwater grade13",2030,0,2024-02-05 15:57:01
"119","km^3","Reference","Africa_Eastern","groundwater grade13",2035,0,2024-02-05 15:57:01
"120","km^3","Reference","Africa_Eastern","groundwater grade13",2040,0,2024-02-05 15:57:01
"121","km^3","Reference","Africa_Eastern","groundwater grade13",2045,0,2024-02-05 15:57:01
"122","km^3","Reference","Africa_Eastern","groundwater grade13",2050,0,2024-02-05 15:57:01
"123","km^3","Reference","Africa_Eastern","groundwater grade13",2055,0,2024-02-05 15:57:01
"124","km^3","Reference","Africa_Eastern","groundwater grade13",2060,0,2024-02-05 15:57:01
"125","km^3","Reference","Africa_Eastern","groundwater grade13",2065,0,2024-02-05 15:57:01
"126","km^3","Reference","Africa_Eastern","groundwater grade13",2070,0,2024-02-05 15:57:01
"127","km^3","Reference","Africa_Eastern","groundwater grade13",2075,0,2024-02-05 15:57:01
"128","km^3","Reference","Africa_Eastern","groundwater grade13",2080,0,2024-02-05 15:57:01
"129","km^3","Reference","Africa_Eastern","groundwater grade13",2085,0,2024-02-05 15:57:01
"130","km^3","Reference","Africa_Eastern","groundwater grade13",2090,0,2024-02-05 15:57:01
"131","km^3","Reference","Africa_Eastern","groundwater grade13",2095,0,2024-02-05 15:57:01
"132","km^3","Reference","Africa_Eastern","groundwater grade13",2100,0,2024-02-05 15:57:01
"133","km^3","Reference","Africa_Eastern","groundwater grade14",1975,0,2024-02-05 15:57:01
"134","km^3","Reference","Africa_Eastern","groundwater grade14",1990,0,2024-02-05 15:57:01
"135","km^3","Reference","Africa_Eastern","groundwater grade14",2005,0,2024-02-05 15:57:01
"136","km^3","Reference","Africa_Eastern","groundwater grade14",2010,0,2024-02-05 15:57:01
"137","km^3","Reference","Africa_Eastern","groundwater grade14",2015,0,2024-02-05 15:57:01
"138","km^3","Reference","Africa_Eastern","groundwater grade14",2020,0,2024-02-05 15:57:01
"139","km^3","Reference","Africa_Eastern","groundwater grade14",2025,0,2024-02-05 15:57:01
"140","km^3","Reference","Africa_Eastern","groundwater grade14",2030,0,2024-02-05 15:57:01
"141","km^3","Reference","Africa_Eastern","groundwater grade14",2035,0,2024-02-05 15:57:01
"142","km^3","Reference","Africa_Eastern","groundwater grade14",2040,0,2024-02-05 15:57:01
"143","km^3","Reference","Africa_Eastern","groundwater grade14",2045,0,2024-02-05 15:57:01
"144","km^3","Reference","Africa_Eastern","groundwater grade14",2050,0,2024-02-05 15:57:01
"145","km^3","Reference","Africa_Eastern","groundwater grade14",2055,0,2024-02-05 15:57:01
"146","km^3","Reference","Africa_Eastern","groundwater grade14",2060,0,2024-02-05 15:57:01
"147","km^3","Reference","Africa_Eastern","groundwater grade14",2065,0,2024-02-05 15:57:01
"148","km^3","Reference","Africa_Eastern","groundwater grade14",2070,0,2024-02-05 15:57:01
"149","km^3","Reference","Africa_Eastern","groundwater grade14",2075,0,2024-02-05 15:57:01
"150","km^3","Reference","Africa_Eastern","groundwater grade14",2080,0,2024-02-05 15:57:01
"151","km^3","Reference","Africa_Eastern","groundwater grade14",2085,0,2024-02-05 15:57:01
"152","km^3","Reference","Africa_Eastern","groundwater grade14",2090,0,2024-02-05 15:57:01
"153","km^3","Reference","Africa_Eastern","groundwater grade14",2095,0,2024-02-05 15:57:01
"154","km^3","Reference","Africa_Eastern","groundwater grade14",2100,0,2024-02-05 15:57:01
"155","km^3","Reference","Africa_Eastern","groundwater grade15",1975,0,2024-02-05 15:57:01
"156","km^3","Reference","Africa_Eastern","groundwater grade15",1990,0,2024-02-05 15:57:01
"157","km^3","Reference","Africa_Eastern","groundwater grade15",2005,0,2024-02-05 15:57:01
"158","km^3","Reference","Africa_Eastern","groundwater grade15",2010,0,2024-02-05 15:57:01
"159","km^3","Reference","Africa_Eastern","groundwater grade15",2015,0,2024-02-05 15:57:01
"160","km^3","Reference","Africa_Eastern","groundwater grade15",2020,0,2024-02-05 15:57:01
"161","km^3","Reference","Africa_Eastern","groundwater grade15",2025,0,2024-02-05 15:57:01
"162","km^3","Reference","Africa_Eastern","groundwater grade15",2030,0,2024-02-05 15:57:01
"163","km^3","Reference","Africa_Eastern","groundwater grade15",2035,0,2024-02-05 15:57:01
"164","km^3","Reference","Africa_Eastern","groundwater grade15",2040,0,2024-02-05 15:57:01
"165","km^3","Reference","Africa_Eastern","groundwater grade15",2045,0,2024-02-05 15:57:01
"166","km^3","Reference","Africa_Eastern","groundwater grade15",2050,0,2024-02-05 15:57:01
"167","km^3","Reference","Africa_Eastern","groundwater grade15",2055,0,2024-02-05 15:57:01
"168","km^3","Reference","Africa_Eastern","groundwater grade15",2060,0,2024-02-05 15:57:01
"169","km^3","Reference","Africa_Eastern","groundwater grade15",2065,0,2024-02-05 15:57:01
"170","km^3","Reference","Africa_Eastern","groundwater grade15",2070,0,2024-02-05 15:57:01
"171","km^3","Reference","Africa_Eastern","groundwater grade15",2075,0,2024-02-05 15:57:01
"172","km^3","Reference","Africa_Eastern","groundwater grade15",2080,0,2024-02-05 15:57:01
"173","km^3","Reference","Africa_Eastern","groundwater grade15",2085,0,2024-02-05 15:57:01
"174","km^3","Reference","Africa_Eastern","groundwater grade15",2090,0,2024-02-05 15:57:01
"175","km^3","Reference","Africa_Eastern","groundwater grade15",2095,0,2024-02-05 15:57:01
"176","km^3","Reference","Africa_Eastern","groundwater grade15",2100,0,2024-02-05 15:57:01
"177","km^3","Reference","Africa_Eastern","groundwater grade16",1975,0,2024-02-05 15:57:01
"178","km^3","Reference","Africa_Eastern","groundwater grade16",1990,0,2024-02-05 15:57:01
"179","km^3","Reference","Africa_Eastern","groundwater grade16",2005,0,2024-02-05 15:57:01
"180","km^3","Reference","Africa_Eastern","groundwater grade16",2010,0,2024-02-05 15:57:01
"181","km^3","Reference","Africa_Eastern","groundwater grade16",2015,0,2024-02-05 15:57:01
"182","km^3","Reference","Africa_Eastern","groundwater grade16",2020,0,2024-02-05 15:57:01
"183","km^3","Reference","Africa_Eastern","groundwater grade16",2025,0,2024-02-05 15:57:01
"184","km^3","Reference","Africa_Eastern","groundwater grade16",2030,0,2024-02-05 15:57:01
"185","km^3","Reference","Africa_Eastern","groundwater grade16",2035,0,2024-02-05 15:57:01
"186","km^3","Reference","Africa_Eastern","groundwater grade16",2040,0,2024-02-05 15:57:01
"187","km^3","Reference","Africa_Eastern","groundwater grade16",2045,0,2024-02-05 15:57:01
"188","km^3","Reference","Africa_Eastern","groundwater grade16",2050,0,2024-02-05 15:57:01
"189","km^3","Reference","Africa_Eastern","groundwater grade16",2055,0,2024-02-05 15:57:01
"190","km^3","Reference","Africa_Eastern","groundwater grade16",2060,0,2024-02-05 15:57:01
"191","km^3","Reference","Africa_Eastern","groundwater grade16",2065,0,2024-02-05 15:57:01
"192","km^3","Reference","Africa_Eastern","groundwater grade16",2070,0,2024-02-05 15:57:01
"193","km^3","Reference","Africa_Eastern","groundwater grade16",2075,0,2024-02-05 15:57:01
"194","km^3","Reference","Africa_Eastern","groundwater grade16",2080,0,2024-02-05 15:57:01
"195","km^3","Reference","Africa_Eastern","groundwater grade16",2085,0,2024-02-05 15:57:01
"196","km^3","Reference","Africa_Eastern","groundwater grade16",2090,0,2024-02-05 15:57:01
"197","km^3","Reference","Africa_Eastern","groundwater grade16",2095,0,2024-02-05 15:57:01
"198","km^3","Reference","Africa_Eastern","groundwater grade16",2100,0,2024-02-05 15:57:01
"199","km^3","Reference","Africa_Eastern","groundwater grade17",1975,0,2024-02-05 15:57:01
"200","km^3","Reference","Africa_Eastern","groundwater grade17",1990,0,2024-02-05 15:57:01
"201","km^3","Reference","Africa_Eastern","groundwater grade17",2005,0,2024-02-05 15:57:01
"202","km^3","Reference","Africa_Eastern","groundwater grade17",2010,0,2024-02-05 15:57:01
"203","km^3","Reference","Africa_Eastern","groundwater grade17",2015,0,2024-02-05 15:57:01
"204","km^3","Reference","Africa_Eastern","groundwater grade17",2020,0,2024-02-05 15:57:01
"205","km^3","Reference","Africa_Eastern","groundwater grade17",2025,0,2024-02-05 15:57:01
"206","km^3","Reference","Africa_Eastern","groundwater grade17",2030,0,2024-02-05 15:57:01
"207","km^3","Reference","Africa_Eastern","groundwater grade17",2035,0,2024-02-05 15:57:01
"208","km^3","Reference","Africa_Eastern","groundwater grade17",2040,0,2024-02-05 15:57:01
"209","km^3","Reference","Africa_Eastern","groundwater grade17",2045,0,2024-02-05 15:57:01
"210","km^3","Reference","Africa_Eastern","groundwater grade17",2050,0,2024-02-05 15:57:01
"211","km^3","Reference","Africa_Eastern","groundwater grade17",2055,0,2024-02-05 15:57:01
"212","km^3","Reference","Africa_Eastern","groundwater grade17",2060,0,2024-02-05 15:57:01
"213","km^3","Reference","Africa_Eastern","groundwater grade17",2065,0,2024-02-05 15:57:01
"214","km^3","Reference","Africa_Eastern","groundwater grade17",2070,0,2024-02-05 15:57:01
"215","km^3","Reference","Africa_Eastern","groundwater grade17",2075,0,2024-02-05 15:57:01
"216","km^3","Reference","Africa_Eastern","groundwater grade17",2080,0,2024-02-05 15:57:01
"217","km^3","Reference","Africa_Eastern","groundwater grade17",2085,0,2024-02-05 15:57:01
"218","km^3","Reference","Africa_Eastern","groundwater grade17",2090,0,2024-02-05 15:57:01
"219","km^3","Reference","Africa_Eastern","groundwater grade17",2095,0,2024-02-05 15:57:01
"220","km^3","Reference","Africa_Eastern","groundwater grade17",2100,0,2024-02-05 15:57:01
"221","km^3","Reference","Africa_Eastern","groundwater grade18",1975,0,2024-02-05 15:57:01
"222","km^3","Reference","Africa_Eastern","groundwater grade18",1990,0,2024-02-05 15:57:01
"223","km^3","Reference","Africa_Eastern","groundwater grade18",2005,0,2024-02-05 15:57:01
"224","km^3","Reference","Africa_Eastern","groundwater grade18",2010,0,2024-02-05 15:57:01
"225","km^3","Reference","Africa_Eastern","groundwater grade18",2015,0,2024-02-05 15:57:01
"226","km^3","Reference","Africa_Eastern","groundwater grade18",2020,0,2024-02-05 15:57:01
"227","km^3","Reference","Africa_Eastern","groundwater grade18",2025,0,2024-02-05 15:57:01
"228","km^3","Reference","Africa_Eastern","groundwater grade18",2030,0,2024-02-05 15:57:01
"229","km^3","Reference","Africa_Eastern","groundwater grade18",2035,0,2024-02-05 15:57:01
"230","km^3","Reference","Africa_Eastern","groundwater grade18",2040,0,2024-02-05 15:57:01
"231","km^3","Reference","Africa_Eastern","groundwater grade18",2045,0,2024-02-05 15:57:01
"232","km^3","Reference","Africa_Eastern","groundwater grade18",2050,0,2024-02-05 15:57:01
"233","km^3","Reference","Africa_Eastern","groundwater grade18",2055,0,2024-02-05 15:57:01
"234","km^3","Reference","Africa_Eastern","groundwater grade18",2060,0,2024-02-05 15:57:01
"235","km^3","Reference","Africa_Eastern","groundwater grade18",2065,0,2024-02-05 15:57:01
"236","km^3","Reference","Africa_Eastern","groundwater grade18",2070,0,2024-02-05 15:57:01
"237","km^3","Reference","Africa_Eastern","groundwater grade18",2075,0,2024-02-05 15:57:01
"238","km^3","Reference","Africa_Eastern","groundwater grade18",2080,0,2024-02-05 15:57:01
"239","km^3","Reference","Africa_Eastern","groundwater grade18",2085,0,2024-02-05 15:57:01
"240","km^3","Reference","Africa_Eastern","groundwater grade18",2090,0,2024-02-05 15:57:01
"241","km^3","Reference","Africa_Eastern","groundwater grade18",2095,0,2024-02-05 15:57:01
"242","km^3","Reference","Africa_Eastern","groundwater grade18",2100,0,2024-02-05 15:57:01
"243","km^3","Reference","Africa_Eastern","groundwater grade19",1975,0,2024-02-05 15:57:01
"244","km^3","Reference","Africa_Eastern","groundwater grade19",1990,0,2024-02-05 15:57:01
"245","km^3","Reference","Africa_Eastern","groundwater grade19",2005,0,2024-02-05 15:57:01
"246","km^3","Reference","Africa_Eastern","groundwater grade19",2010,0,2024-02-05 15:57:01
"247","km^3","Reference","Africa_Eastern","groundwater grade19",2015,0,2024-02-05 15:57:01
"248","km^3","Reference","Africa_Eastern","groundwater grade19",2020,0,2024-02-05 15:57:01
"249","km^3","Reference","Africa_Eastern","groundwater grade19",2025,0,2024-02-05 15:57:01
"250","km^3","Reference","Africa_Eastern","groundwater grade19",2030,0,2024-02-05 15:57:01
"251","km^3","Reference","Africa_Eastern","groundwater grade19",2035,0,2024-02-05 15:57:01
"252","km^3","Reference","Africa_Eastern","groundwater grade19",2040,0,2024-02-05 15:57:01
"253","km^3","Reference","Africa_Eastern","groundwater grade19",2045,0,2024-02-05 15:57:01
"254","km^3","Reference","Africa_Eastern","groundwater grade19",2050,0,2024-02-05 15:57:01
"255","km^3","Reference","Africa_Eastern","groundwater grade19",2055,0,2024-02-05 15:57:01
"256","km^3","Reference","Africa_Eastern","groundwater grade19",2060,0,2024-02-05 15:57:01
"257","km^3","Reference","Africa_Eastern","groundwater grade19",2065,0,2024-02-05 15:57:01
"258","km^3","Reference","Africa_Eastern","groundwater grade19",2070,0,2024-02-05 15:57:01
"259","km^3","Reference","Africa_Eastern","groundwater grade19",2075,0,2024-02-05 15:57:01
"260","km^3","Reference","Africa_Eastern","groundwater grade19",2080,0,2024-02-05 15:57:01
"261","km^3","Reference","Africa_Eastern","groundwater grade19",2085,0,2024-02-05 15:57:01
"262","km^3","Reference","Africa_Eastern","groundwater grade19",2090,0,2024-02-05 15:57:01
"263","km^3","Reference","Africa_Eastern","groundwater grade19",2095,0,2024-02-05 15:57:01
"264","km^3","Reference","Africa_Eastern","groundwater grade19",2100,0,2024-02-05 15:57:01
"265","km^3","Reference","Africa_Eastern","groundwater grade2",1975,0,2024-02-05 15:57:01
"266","km^3","Reference","Africa_Eastern","groundwater grade2",1990,0,2024-02-05 15:57:01
"267","km^3","Reference","Africa_Eastern","groundwater grade2",2005,0,2024-02-05 15:57:01
"268","km^3","Reference","Africa_Eastern","groundwater grade2",2010,0,2024-02-05 15:57:01
"269","km^3","Reference","Africa_Eastern","groundwater grade2",2015,0,2024-02-05 15:57:01
"270","km^3","Reference","Africa_Eastern","groundwater grade2",2020,0,2024-02-05 15:57:01
"271","km^3","Reference","Africa_Eastern","groundwater grade2",2025,0,2024-02-05 15:57:01
"272","km^3","Reference","Africa_Eastern","groundwater grade2",2030,0,2024-02-05 15:57:01
"273","km^3","Reference","Africa_Eastern","groundwater grade2",2035,0,2024-02-05 15:57:01
"274","km^3","Reference","Africa_Eastern","groundwater grade2",2040,6.0044,2024-02-05 15:57:01
"275","km^3","Reference","Africa_Eastern","groundwater grade2",2045,25.7639,2024-02-05 15:57:01
"276","km^3","Reference","Africa_Eastern","groundwater grade2",2050,31.0324,2024-02-05 15:57:01
"277","km^3","Reference","Africa_Eastern","groundwater grade2",2055,36.0869,2024-02-05 15:57:01
"278","km^3","Reference","Africa_Eastern","groundwater grade2",2060,48.3156,2024-02-05 15:57:01
"279","km^3","Reference","Africa_Eastern","groundwater grade2",2065,45.514508,2024-02-05 15:57:01
"280","km^3","Reference","Africa_Eastern","groundwater grade2",2070,36.258984,2024-02-05 15:57:01
"281","km^3","Reference","Africa_Eastern","groundwater grade2",2075,37.304097,2024-02-05 15:57:01
"282","km^3","Reference","Africa_Eastern","groundwater grade2",2080,23.931285,2024-02-05 15:57:01
"283","km^3","Reference","Africa_Eastern","groundwater grade2",2085,0.818219,2024-02-05 15:57:01
"284","km^3","Reference","Africa_Eastern","groundwater grade2",2090,0.818498,2024-02-05 15:57:01
"285","km^3","Reference","Africa_Eastern","groundwater grade2",2095,0.79886,2024-02-05 15:57:01
"286","km^3","Reference","Africa_Eastern","groundwater grade2",2100,0.770809,2024-02-05 15:57:01
"287","km^3","Reference","Africa_Eastern","groundwater grade20",1975,0,2024-02-05 15:57:01
"288","km^3","Reference","Africa_Eastern","groundwater grade20",1990,0,2024-02-05 15:57:01
"289","km^3","Reference","Africa_Eastern","groundwater grade20",2005,0,2024-02-05 15:57:01
"290","km^3","Reference","Africa_Eastern","groundwater grade20",2010,0,2024-02-05 15:57:01
"291","km^3","Reference","Africa_Eastern","groundwater grade20",2015,0,2024-02-05 15:57:01
"292","km^3","Reference","Africa_Eastern","groundwater grade20",2020,0,2024-02-05 15:57:01
"293","km^3","Reference","Africa_Eastern","groundwater grade20",2025,0,2024-02-05 15:57:01
"294","km^3","Reference","Africa_Eastern","groundwater grade20",2030,0,2024-02-05 15:57:01
"295","km^3","Reference","Africa_Eastern","groundwater grade20",2035,0,2024-02-05 15:57:01
"296","km^3","Reference","Africa_Eastern","groundwater grade20",2040,0,2024-02-05 15:57:01
"297","km^3","Reference","Africa_Eastern","groundwater grade20",2045,0,2024-02-05 15:57:01
"298","km^3","Reference","Africa_Eastern","groundwater grade20",2050,0,2024-02-05 15:57:01
"299","km^3","Reference","Africa_Eastern","groundwater grade20",2055,0,2024-02-05 15:57:01
"300","km^3","Reference","Africa_Eastern","groundwater grade20",2060,0,2024-02-05 15:57:01
