"","Units","scenario","region","fuel","year","value","rundate"
"1","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",1975,4.13533,2024-02-05 13:29:59
"2","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",1990,15.2629,2024-02-05 13:29:59
"3","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2005,14.5864,2024-02-05 13:29:59
"4","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2010,19.8735,2024-02-05 13:29:59
"5","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2015,21.3854,2024-02-05 13:29:59
"6","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2020,14.8827,2024-02-05 13:29:59
"7","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2025,13.9113,2024-02-05 13:29:59
"8","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2030,13.9935,2024-02-05 13:29:59
"9","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2035,13.9371,2024-02-05 13:29:59
"10","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2040,13.7705,2024-02-05 13:29:59
"11","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2045,13.5796,2024-02-05 13:29:59
"12","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2050,13.3818,2024-02-05 13:29:59
"13","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2055,13.1822,2024-02-05 13:29:59
"14","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2060,13.0031,2024-02-05 13:29:59
"15","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2065,12.8612,2024-02-05 13:29:59
"16","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2070,12.7425,2024-02-05 13:29:59
"17","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2075,12.6092,2024-02-05 13:29:59
"18","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2080,12.4688,2024-02-05 13:29:59
"19","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2085,12.3038,2024-02-05 13:29:59
"20","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2090,12.1394,2024-02-05 13:29:59
"21","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2095,11.9912,2024-02-05 13:29:59
"22","1975$/GJ","Reference","Africa_Eastern","elect_td_bld",2100,11.8454,2024-02-05 13:29:59
"23","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",1975,1.85533,2024-02-05 13:29:59
"24","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",1990,13.0679,2024-02-05 13:29:59
"25","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2005,12.4764,2024-02-05 13:29:59
"26","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2010,17.8035,2024-02-05 13:29:59
"27","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2015,19.3554,2024-02-05 13:29:59
"28","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2020,13.0593,2024-02-05 13:29:59
"29","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2025,12.1182,2024-02-05 13:29:59
"30","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2030,12.284,2024-02-05 13:29:59
"31","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2035,12.4055,2024-02-05 13:29:59
"32","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2040,12.3789,2024-02-05 13:29:59
"33","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2045,12.2683,2024-02-05 13:29:59
"34","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2050,12.0886,2024-02-05 13:29:59
"35","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2055,11.8553,2024-02-05 13:29:59
"36","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2060,11.6375,2024-02-05 13:29:59
"37","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2065,11.4563,2024-02-05 13:29:59
"38","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2070,11.2586,2024-02-05 13:29:59
"39","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2075,11.0622,2024-02-05 13:29:59
"40","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2080,10.8719,2024-02-05 13:29:59
"41","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2085,10.6628,2024-02-05 13:29:59
"42","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2090,10.4715,2024-02-05 13:29:59
"43","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2095,10.3084,2024-02-05 13:29:59
"44","1975$/GJ","Reference","Africa_Eastern","elect_td_ind",2100,10.1562,2024-02-05 13:29:59
