"","Units","scenario","region","sector","input","year","value","rundate"
"1","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2025,3.875346e-05,2024-02-25 19:37:56
"2","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2030,0.0003362185162,2024-02-25 19:37:56
"3","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2035,0.0008991308513,2024-02-25 19:37:56
"4","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2040,0.0016655919884,2024-02-25 19:37:56
"5","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2045,0.0027235326174,2024-02-25 19:37:56
"6","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2050,0.0042494520942,2024-02-25 19:37:56
"7","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2055,0.0060157159241,2024-02-25 19:37:56
"8","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2060,0.0080702755661,2024-02-25 19:37:56
"9","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2065,0.010103008624,2024-02-25 19:37:56
"10","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2070,0.011950700743,2024-02-25 19:37:56
"11","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2075,0.013451711797,2024-02-25 19:37:56
"12","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2080,0.01437030352,2024-02-25 19:37:56
"13","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2085,0.01499373045,2024-02-25 19:37:56
"14","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2090,0.01557045088,2024-02-25 19:37:56
"15","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2095,0.0161660755,2024-02-25 19:37:56
"16","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2100,0.0165839557,2024-02-25 19:37:56
"17","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2025,0.000320072,2024-02-25 19:37:56
"18","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2030,0.00089528918,2024-02-25 19:37:56
"19","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2035,0.00268676842,2024-02-25 19:37:56
"20","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2040,0.00619030065,2024-02-25 19:37:56
"21","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2045,0.0119448692,2024-02-25 19:37:56
"22","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2050,0.0206995769,2024-02-25 19:37:56
"23","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2055,0.032934596,2024-02-25 19:37:56
"24","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2060,0.047551949,2024-02-25 19:37:56
"25","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2065,0.063364407,2024-02-25 19:37:56
"26","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2070,0.07953207,2024-02-25 19:37:56
"27","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2075,0.09441271,2024-02-25 19:37:56
"28","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2080,0.10902307,2024-02-25 19:37:56
"29","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2085,0.12371914,2024-02-25 19:37:56
"30","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2090,0.13731237,2024-02-25 19:37:56
"31","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2095,0.14776386,2024-02-25 19:37:56
"32","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2100,0.1546344,2024-02-25 19:37:56
"33","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2025,0.000201315,2024-02-25 19:37:56
"34","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2030,0.0007913,2024-02-25 19:37:56
"35","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2035,0.00239325,2024-02-25 19:37:56
"36","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2040,0.00477748,2024-02-25 19:37:56
"37","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2045,0.00812556,2024-02-25 19:37:56
"38","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2050,0.0130835,2024-02-25 19:37:56
"39","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2055,0.0192905,2024-02-25 19:37:56
"40","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2060,0.0268441,2024-02-25 19:37:56
"41","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2065,0.0356473,2024-02-25 19:37:56
"42","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2070,0.0444722,2024-02-25 19:37:56
"43","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2075,0.0523597,2024-02-25 19:37:56
"44","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2080,0.0583506,2024-02-25 19:37:56
"45","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2085,0.0626511,2024-02-25 19:37:56
"46","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2090,0.0657461,2024-02-25 19:37:56
"47","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2095,0.0681961,2024-02-25 19:37:56
"48","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2100,0.0698266,2024-02-25 19:37:56
"49","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2025,1.42783e-05,2024-02-25 19:37:56
"50","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2030,0.000187164,2024-02-25 19:37:56
"51","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2035,0.000526144,2024-02-25 19:37:56
"52","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2040,0.00103852,2024-02-25 19:37:56
"53","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2045,0.00180083,2024-02-25 19:37:56
"54","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2050,0.00293982,2024-02-25 19:37:56
"55","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2055,0.00434124,2024-02-25 19:37:56
"56","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2060,0.00599332,2024-02-25 19:37:56
"57","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2065,0.00776431,2024-02-25 19:37:56
"58","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2070,0.00946678,2024-02-25 19:37:56
"59","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2075,0.0109551,2024-02-25 19:37:56
"60","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2080,0.0120028,2024-02-25 19:37:56
"61","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2085,0.012617,2024-02-25 19:37:56
"62","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2090,0.0129217,2024-02-25 19:37:56
"63","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2095,0.013092,2024-02-25 19:37:56
"64","EJ","Reference","Africa_Eastern","H2 pipeline","elect_td_ind",2100,0.0131524,2024-02-25 19:37:56
"65","EJ","Reference","Africa_Eastern","H2 wholesale dispensing","elect_td_trn",2025,0.00010959725,2024-02-25 19:37:56
"66","EJ","Reference","Africa_Eastern","H2 wholesale dispensing","elect_td_trn",2030,0.000962596947,2024-02-25 19:37:56
"67","EJ","Reference","Africa_Eastern","H2 wholesale dispensing","elect_td_trn",2035,0.003639150184,2024-02-25 19:37:56
"68","EJ","Reference","Africa_Eastern","H2 wholesale dispensing","elect_td_trn",2040,0.007940487167,2024-02-25 19:37:56
"69","EJ","Reference","Africa_Eastern","H2 wholesale dispensing","elect_td_trn",2045,0.01401740736,2024-02-25 19:37:56
