"","Units","scenario","region","sector","input","year","value","rundate"
"1","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2025,3.74951e-05,2024-02-05 15:57:01
"2","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2030,0.0001964864187,2024-02-05 15:57:01
"3","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2035,0.0004243335231,2024-02-05 15:57:01
"4","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2040,0.0006684916725,2024-02-05 15:57:01
"5","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2045,0.0009185259114,2024-02-05 15:57:01
"6","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2050,0.0012084646809,2024-02-05 15:57:01
"7","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2055,0.0015021175448,2024-02-05 15:57:01
"8","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2060,0.0018618578645,2024-02-05 15:57:01
"9","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2065,0.002241120188,2024-02-05 15:57:01
"10","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2070,0.002651329001,2024-02-05 15:57:01
"11","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2075,0.003093078144,2024-02-05 15:57:01
"12","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2080,0.003553212487,2024-02-05 15:57:01
"13","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2085,0.004065248177,2024-02-05 15:57:01
"14","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2090,0.004663170647,2024-02-05 15:57:01
"15","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2095,0.005285591992,2024-02-05 15:57:01
"16","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2100,0.00596179459,2024-02-05 15:57:01
"17","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2025,0.000314502,2024-02-05 15:57:01
"18","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2030,0.00056869303,2024-02-05 15:57:01
"19","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2035,0.00127430561,2024-02-05 15:57:01
"20","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2040,0.00232688935,2024-02-05 15:57:01
"21","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2045,0.0038034788,2024-02-05 15:57:01
"22","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2050,0.0057070609,2024-02-05 15:57:01
"23","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2055,0.0078134504,2024-02-05 15:57:01
"24","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2060,0.010098895,2024-02-05 15:57:01
"25","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2065,0.012729731,2024-02-05 15:57:01
"26","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2070,0.015527186,2024-02-05 15:57:01
"27","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2075,0.018232508,2024-02-05 15:57:01
"28","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2080,0.020993723,2024-02-05 15:57:01
"29","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2085,0.023715313,2024-02-05 15:57:01
"30","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2090,0.026359469,2024-02-05 15:57:01
"31","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2095,0.029356049,2024-02-05 15:57:01
