"","Units","scenario","region","input","year","value","rundate"
"1","km^3","Reference","Africa_Eastern","water_td_an_C",1975,0.062456024902,2024-02-05 13:29:59
"2","km^3","Reference","Africa_Eastern","water_td_an_C",1990,2.69706344,2024-02-05 13:29:59
"3","km^3","Reference","Africa_Eastern","water_td_an_C",2005,4.5409123,2024-02-05 13:29:59
"4","km^3","Reference","Africa_Eastern","water_td_an_C",2010,5.22457885,2024-02-05 13:29:59
"5","km^3","Reference","Africa_Eastern","water_td_an_C",2015,5.71423152,2024-02-05 13:29:59
"6","km^3","Reference","Africa_Eastern","water_td_an_C",2020,6.52477951,2024-02-05 13:29:59
"7","km^3","Reference","Africa_Eastern","water_td_an_C",2025,7.52417234,2024-02-05 13:29:59
"8","km^3","Reference","Africa_Eastern","water_td_an_C",2030,8.78716218,2024-02-05 13:29:59
"9","km^3","Reference","Africa_Eastern","water_td_an_C",2035,10.1465851,2024-02-05 13:29:59
"10","km^3","Reference","Africa_Eastern","water_td_an_C",2040,11.61608171,2024-02-05 13:29:59
"11","km^3","Reference","Africa_Eastern","water_td_an_C",2045,13.146763,2024-02-05 13:29:59
"12","km^3","Reference","Africa_Eastern","water_td_an_C",2050,14.6670506,2024-02-05 13:29:59
"13","km^3","Reference","Africa_Eastern","water_td_an_C",2055,16.094156,2024-02-05 13:29:59
"14","km^3","Reference","Africa_Eastern","water_td_an_C",2060,17.4033653,2024-02-05 13:29:59
"15","km^3","Reference","Africa_Eastern","water_td_an_C",2065,18.5847945,2024-02-05 13:29:59
"16","km^3","Reference","Africa_Eastern","water_td_an_C",2070,19.6395258,2024-02-05 13:29:59
"17","km^3","Reference","Africa_Eastern","water_td_an_C",2075,20.5662164,2024-02-05 13:29:59
"18","km^3","Reference","Africa_Eastern","water_td_an_C",2080,21.382541,2024-02-05 13:29:59
"19","km^3","Reference","Africa_Eastern","water_td_an_C",2085,22.0998016,2024-02-05 13:29:59
"20","km^3","Reference","Africa_Eastern","water_td_an_C",2090,22.6821881,2024-02-05 13:29:59
"21","km^3","Reference","Africa_Eastern","water_td_an_C",2095,23.0909407,2024-02-05 13:29:59
"22","km^3","Reference","Africa_Eastern","water_td_an_C",2100,23.3970229,2024-02-05 13:29:59
"23","km^3","Reference","Africa_Eastern","water_td_elec_C",1990,0.11315032025,2024-02-05 13:29:59
"24","km^3","Reference","Africa_Eastern","water_td_elec_C",2005,0.203678150461,2024-02-05 13:29:59
"25","km^3","Reference","Africa_Eastern","water_td_elec_C",2010,0.339703413126,2024-02-05 13:29:59
"26","km^3","Reference","Africa_Eastern","water_td_elec_C",2015,0.508277320074,2024-02-05 13:29:59
"27","km^3","Reference","Africa_Eastern","water_td_elec_C",2020,0.683157803752066,2024-02-05 13:29:59
"28","km^3","Reference","Africa_Eastern","water_td_elec_C",2025,0.861159414880886,2024-02-05 13:29:59
"29","km^3","Reference","Africa_Eastern","water_td_elec_C",2030,1.07479600403939,2024-02-05 13:29:59
"30","km^3","Reference","Africa_Eastern","water_td_elec_C",2035,1.29358511789439,2024-02-05 13:29:59
"31","km^3","Reference","Africa_Eastern","water_td_elec_C",2040,1.55808467606539,2024-02-05 13:29:59
"32","km^3","Reference","Africa_Eastern","water_td_elec_C",2045,1.87193056853239,2024-02-05 13:29:59
"33","km^3","Reference","Africa_Eastern","water_td_elec_C",2050,2.24441507861662,2024-02-05 13:29:59
"34","km^3","Reference","Africa_Eastern","water_td_elec_C",2055,2.6901586186922,2024-02-05 13:29:59
"35","km^3","Reference","Africa_Eastern","water_td_elec_C",2060,3.209502455223,2024-02-05 13:29:59
"36","km^3","Reference","Africa_Eastern","water_td_elec_C",2065,3.797687027889,2024-02-05 13:29:59
"37","km^3","Reference","Africa_Eastern","water_td_elec_C",2070,4.427117464774,2024-02-05 13:29:59
"38","km^3","Reference","Africa_Eastern","water_td_elec_C",2075,5.091010165411,2024-02-05 13:29:59
"39","km^3","Reference","Africa_Eastern","water_td_elec_C",2080,5.767769811855,2024-02-05 13:29:59
"40","km^3","Reference","Africa_Eastern","water_td_elec_C",2085,6.461569961024,2024-02-05 13:29:59
"41","km^3","Reference","Africa_Eastern","water_td_elec_C",2090,7.112576937621,2024-02-05 13:29:59
"42","km^3","Reference","Africa_Eastern","water_td_elec_C",2095,7.734831021588,2024-02-05 13:29:59
"43","km^3","Reference","Africa_Eastern","water_td_elec_C",2100,8.345824693034,2024-02-05 13:29:59
"44","km^3","Reference","Africa_Eastern","water_td_ind_C",1975,0.00602799,2024-02-05 13:29:59
"45","km^3","Reference","Africa_Eastern","water_td_ind_C",1990,0.0146842,2024-02-05 13:29:59
"46","km^3","Reference","Africa_Eastern","water_td_ind_C",2005,0.0272231,2024-02-05 13:29:59
"47","km^3","Reference","Africa_Eastern","water_td_ind_C",2010,0.034617,2024-02-05 13:29:59
"48","km^3","Reference","Africa_Eastern","water_td_ind_C",2015,0.0556522,2024-02-05 13:29:59
"49","km^3","Reference","Africa_Eastern","water_td_ind_C",2020,0.0686536,2024-02-05 13:29:59
"50","km^3","Reference","Africa_Eastern","water_td_ind_C",2025,0.091887574026,2024-02-05 13:29:59
"51","km^3","Reference","Africa_Eastern","water_td_ind_C",2030,0.12922569959965,2024-02-05 13:29:59
"52","km^3","Reference","Africa_Eastern","water_td_ind_C",2035,0.17766293454709,2024-02-05 13:29:59
"53","km^3","Reference","Africa_Eastern","water_td_ind_C",2040,0.23841661265615,2024-02-05 13:29:59
"54","km^3","Reference","Africa_Eastern","water_td_ind_C",2045,0.31156205399239,2024-02-05 13:29:59
"55","km^3","Reference","Africa_Eastern","water_td_ind_C",2050,0.39810006530676,2024-02-05 13:29:59
"56","km^3","Reference","Africa_Eastern","water_td_ind_C",2055,0.49763585000528,2024-02-05 13:29:59
"57","km^3","Reference","Africa_Eastern","water_td_ind_C",2060,0.608743518463104,2024-02-05 13:29:59
"58","km^3","Reference","Africa_Eastern","water_td_ind_C",2065,0.72697387732072,2024-02-05 13:29:59
"59","km^3","Reference","Africa_Eastern","water_td_ind_C",2070,0.8483937458484,2024-02-05 13:29:59
"60","km^3","Reference","Africa_Eastern","water_td_ind_C",2075,0.9683409794474,2024-02-05 13:29:59
"61","km^3","Reference","Africa_Eastern","water_td_ind_C",2080,1.0813251926347,2024-02-05 13:29:59
"62","km^3","Reference","Africa_Eastern","water_td_ind_C",2085,1.1867042712742,2024-02-05 13:29:59
"63","km^3","Reference","Africa_Eastern","water_td_ind_C",2090,1.287594679368,2024-02-05 13:29:59
"64","km^3","Reference","Africa_Eastern","water_td_ind_C",2095,1.380497560465,2024-02-05 13:29:59
"65","km^3","Reference","Africa_Eastern","water_td_ind_C",2100,1.464931662889,2024-02-05 13:29:59
"66","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",1975,0.08076438587,2024-02-05 13:29:59
"67","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",1990,0.0937056924,2024-02-05 13:29:59
"68","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2005,0.12160723817,2024-02-05 13:29:59
"69","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2010,0.13998596302,2024-02-05 13:29:59
"70","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2015,0.17079912095,2024-02-05 13:29:59
"71","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2020,0.17226417817,2024-02-05 13:29:59
"72","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2025,0.189081964272,2024-02-05 13:29:59
"73","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2030,0.212003208614,2024-02-05 13:29:59
"74","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2035,0.217749309413,2024-02-05 13:29:59
"75","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2040,0.223587923373,2024-02-05 13:29:59
"76","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2045,0.232365661359,2024-02-05 13:29:59
"77","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2050,0.242154462281,2024-02-05 13:29:59
"78","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2055,0.266476904593,2024-02-05 13:29:59
"79","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2060,0.290918013552,2024-02-05 13:29:59
"80","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2065,0.314412223072,2024-02-05 13:29:59
"81","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2070,0.337768395151,2024-02-05 13:29:59
"82","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2075,0.36071031978,2024-02-05 13:29:59
"83","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2080,0.382119808049,2024-02-05 13:29:59
"84","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2085,0.401913280729,2024-02-05 13:29:59
"85","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2090,0.419734574594,2024-02-05 13:29:59
"86","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2095,0.4355003272,2024-02-05 13:29:59
"87","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstE_C",2100,0.449527193647,2024-02-05 13:29:59
"88","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",1975,0.10295638767,2024-02-05 13:29:59
"89","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",1990,0.1300069565,2024-02-05 13:29:59
"90","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2005,0.1786208725033,2024-02-05 13:29:59
"91","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2010,0.187129878083,2024-02-05 13:29:59
"92","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2015,0.22387709742,2024-02-05 13:29:59
"93","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2020,0.243465243623,2024-02-05 13:29:59
"94","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2025,0.263115214094,2024-02-05 13:29:59
"95","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2030,0.2766955063657,2024-02-05 13:29:59
"96","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2035,0.2874901163136,2024-02-05 13:29:59
"97","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2040,0.2928886752409,2024-02-05 13:29:59
"98","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2045,0.3014673693108,2024-02-05 13:29:59
"99","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2050,0.315496395579,2024-02-05 13:29:59
"100","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2055,0.3285333033213,2024-02-05 13:29:59
"101","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2060,0.3664984510345,2024-02-05 13:29:59
"102","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2065,0.4084678623986,2024-02-05 13:29:59
"103","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2070,0.4486382339641,2024-02-05 13:29:59
"104","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2075,0.4871312056832,2024-02-05 13:29:59
"105","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2080,0.5223215581377,2024-02-05 13:29:59
"106","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2085,0.5542112012224,2024-02-05 13:29:59
"107","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2090,0.5839988045429,2024-02-05 13:29:59
"108","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2095,0.6128192832402,2024-02-05 13:29:59
"109","km^3","Reference","Africa_Eastern","water_td_irr_AfrCstNE_C",2100,0.6372185439158,2024-02-05 13:29:59
"110","km^3","Reference","Africa_Eastern","water_td_irr_CongoR_C",1975,0.07188493249615,2024-02-05 13:29:59
"111","km^3","Reference","Africa_Eastern","water_td_irr_CongoR_C",1990,0.0881281325923,2024-02-05 13:29:59
"112","km^3","Reference","Africa_Eastern","water_td_irr_CongoR_C",2005,0.125294083094,2024-02-05 13:29:59
"113","km^3","Reference","Africa_Eastern","water_td_irr_CongoR_C",2010,0.1677184767003,2024-02-05 13:29:59
