"","Units","scenario","region","sector","input","year","value","rundate"
"1","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2025,3.793451e-05,2024-02-05 13:29:59
"2","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2030,0.0002414123703,2024-02-05 13:29:59
"3","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2035,0.0005828060098,2024-02-05 13:29:59
"4","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2040,0.0009912331305,2024-02-05 13:29:59
"5","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2045,0.0015081232316,2024-02-05 13:29:59
"6","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2050,0.0022229408503,2024-02-05 13:29:59
"7","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2055,0.0030992318739,2024-02-05 13:29:59
"8","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2060,0.0042088395303,2024-02-05 13:29:59
"9","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2065,0.0054259224293,2024-02-05 13:29:59
"10","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2070,0.006751778626,2024-02-05 13:29:59
"11","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2075,0.008107165182,2024-02-05 13:29:59
"12","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2080,0.009348654941,2024-02-05 13:29:59
"13","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2085,0.01061628716,2024-02-05 13:29:59
"14","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2090,0.01189306625,2024-02-05 13:29:59
"15","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2095,0.01294401,2024-02-05 13:29:59
"16","EJ","Reference","Africa_Eastern","H2 central production","elect_td_ind",2100,0.01395947296,2024-02-05 13:29:59
"17","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2025,0.000315126,2024-02-05 13:29:59
"18","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2030,0.00066826467,2024-02-05 13:29:59
"19","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2035,0.00163625497,2024-02-05 13:29:59
"20","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2040,0.0033620429,2024-02-05 13:29:59
"21","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2045,0.0059950958,2024-02-05 13:29:59
"22","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2050,0.0098024461,2024-02-05 13:29:59
"23","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2055,0.0147644754,2024-02-05 13:29:59
"24","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2060,0.020780263,2024-02-05 13:29:59
"25","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2065,0.027855907,2024-02-05 13:29:59
"26","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2070,0.035404046,2024-02-05 13:29:59
"27","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2075,0.042690182,2024-02-05 13:29:59
"28","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2080,0.04982654,2024-02-05 13:29:59
"29","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2085,0.05661759,2024-02-05 13:29:59
"30","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2090,0.06332824,2024-02-05 13:29:59
"31","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2095,0.07094098,2024-02-05 13:29:59
"32","EJ","Reference","Africa_Eastern","H2 industrial","elect_td_ind",2100,0.07817722,2024-02-05 13:29:59
"33","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2025,0.00019766,2024-02-05 13:29:59
"34","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2030,0.000582019,2024-02-05 13:29:59
"35","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2035,0.00159265,2024-02-05 13:29:59
"36","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2040,0.00290552,2024-02-05 13:29:59
"37","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2045,0.00457199,2024-02-05 13:29:59
"38","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2050,0.0068853,2024-02-05 13:29:59
"39","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2055,0.00977483,2024-02-05 13:29:59
"40","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2060,0.013455,2024-02-05 13:29:59
"41","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2065,0.0180501,2024-02-05 13:29:59
"42","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2070,0.0232737,2024-02-05 13:29:59
"43","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2075,0.0288345,2024-02-05 13:29:59
"44","EJ","Reference","Africa_Eastern","H2 liquid truck","elect_td_ind",2080,0.034248,2024-02-05 13:29:59
