"","Units","scenario","region","fuel","year","value","rundate"
"1","EJ","Reference","Africa_Eastern","a oil",2005,0.581279,2024-02-05 13:29:59
"2","EJ","Reference","Africa_Eastern","a oil",2010,0.811771,2024-02-05 13:29:59
"3","EJ","Reference","Africa_Eastern","a oil",2015,0.985284,2024-02-05 13:29:59
"4","EJ","Reference","Africa_Eastern","a oil",2020,1.24917,2024-02-05 13:29:59
"5","EJ","Reference","Africa_Eastern","a oil",2025,1.35134,2024-02-05 13:29:59
"6","EJ","Reference","Africa_Eastern","a oil",2030,1.40757,2024-02-05 13:29:59
"7","EJ","Reference","Africa_Eastern","a oil",2035,1.44626,2024-02-05 13:29:59
"8","EJ","Reference","Africa_Eastern","a oil",2040,1.50342,2024-02-05 13:29:59
"9","EJ","Reference","Africa_Eastern","a oil",2045,1.39668,2024-02-05 13:29:59
"10","EJ","Reference","Africa_Eastern","a oil",2050,1.23272,2024-02-05 13:29:59
"11","EJ","Reference","Africa_Eastern","a oil",2055,1.13906,2024-02-05 13:29:59
"12","EJ","Reference","Africa_Eastern","a oil",2060,1.09143,2024-02-05 13:29:59
"13","EJ","Reference","Africa_Eastern","a oil",2065,1.03481,2024-02-05 13:29:59
"14","EJ","Reference","Africa_Eastern","a oil",2070,0.988924,2024-02-05 13:29:59
"15","EJ","Reference","Africa_Eastern","a oil",2075,0.928446,2024-02-05 13:29:59
"16","EJ","Reference","Africa_Eastern","a oil",2080,0.832989,2024-02-05 13:29:59
"17","EJ","Reference","Africa_Eastern","a oil",2085,0.723847,2024-02-05 13:29:59
"18","EJ","Reference","Africa_Eastern","a oil",2090,0.639754,2024-02-05 13:29:59
"19","EJ","Reference","Africa_Eastern","a oil",2095,0.574526,2024-02-05 13:29:59
"20","EJ","Reference","Africa_Eastern","a oil",2100,0.501535,2024-02-05 13:29:59
"21","EJ","Reference","Africa_Eastern","b natural gas",2005,0.0380846,2024-02-05 13:29:59
"22","EJ","Reference","Africa_Eastern","b natural gas",2010,0.0393054,2024-02-05 13:29:59
"23","EJ","Reference","Africa_Eastern","b natural gas",2015,0.0424984,2024-02-05 13:29:59
"24","EJ","Reference","Africa_Eastern","b natural gas",2020,0.0627851,2024-02-05 13:29:59
"25","EJ","Reference","Africa_Eastern","b natural gas",2025,0.0961709,2024-02-05 13:29:59
"26","EJ","Reference","Africa_Eastern","b natural gas",2030,0.1544099,2024-02-05 13:29:59
"27","EJ","Reference","Africa_Eastern","b natural gas",2035,0.2403792,2024-02-05 13:29:59
"28","EJ","Reference","Africa_Eastern","b natural gas",2040,0.3354811,2024-02-05 13:29:59
"29","EJ","Reference","Africa_Eastern","b natural gas",2045,0.43855208,2024-02-05 13:29:59
"30","EJ","Reference","Africa_Eastern","b natural gas",2050,0.52278063,2024-02-05 13:29:59
"31","EJ","Reference","Africa_Eastern","b natural gas",2055,0.58658383,2024-02-05 13:29:59
"32","EJ","Reference","Africa_Eastern","b natural gas",2060,0.6165244,2024-02-05 13:29:59
"33","EJ","Reference","Africa_Eastern","b natural gas",2065,0.6165843,2024-02-05 13:29:59
"34","EJ","Reference","Africa_Eastern","b natural gas",2070,0.5944707,2024-02-05 13:29:59
"35","EJ","Reference","Africa_Eastern","b natural gas",2075,0.559824,2024-02-05 13:29:59
"36","EJ","Reference","Africa_Eastern","b natural gas",2080,0.5165445,2024-02-05 13:29:59
"37","EJ","Reference","Africa_Eastern","b natural gas",2085,0.4742249,2024-02-05 13:29:59
"38","EJ","Reference","Africa_Eastern","b natural gas",2090,0.4373641,2024-02-05 13:29:59
"39","EJ","Reference","Africa_Eastern","b natural gas",2095,0.4203914,2024-02-05 13:29:59
"40","EJ","Reference","Africa_Eastern","b natural gas",2100,0.4163051,2024-02-05 13:29:59
"41","EJ","Reference","Africa_Eastern","c coal",1975,0.00202275,2024-02-05 13:29:59
"42","EJ","Reference","Africa_Eastern","c coal",1990,0.00259314,2024-02-05 13:29:59
"43","EJ","Reference","Africa_Eastern","c coal",2005,0.00614678,2024-02-05 13:29:59
"44","EJ","Reference","Africa_Eastern","c coal",2010,0.00321168,2024-02-05 13:29:59
"45","EJ","Reference","Africa_Eastern","c coal",2015,0.00245694,2024-02-05 13:29:59
"46","EJ","Reference","Africa_Eastern","c coal",2020,0.00551348,2024-02-05 13:29:59
"47","EJ","Reference","Africa_Eastern","c coal",2025,0.00730117,2024-02-05 13:29:59
"48","EJ","Reference","Africa_Eastern","c coal",2030,0.00946314,2024-02-05 13:29:59
