"","Units","scenario","region","input","year","value","rundate"
"1","km^3","Reference","Africa_Eastern","water_td_an_C",1975,0.062456024902,2024-02-05 14:02:39
"2","km^3","Reference","Africa_Eastern","water_td_an_C",1990,2.69706344,2024-02-05 14:02:39
"3","km^3","Reference","Africa_Eastern","water_td_an_C",2005,4.5409123,2024-02-05 14:02:39
"4","km^3","Reference","Africa_Eastern","water_td_an_C",2010,5.22457885,2024-02-05 14:02:39
"5","km^3","Reference","Africa_Eastern","water_td_an_C",2015,5.71423152,2024-02-05 14:02:39
"6","km^3","Reference","Africa_Eastern","water_td_an_C",2020,6.57681482,2024-02-05 14:02:39
"7","km^3","Reference","Africa_Eastern","water_td_an_C",2025,7.65042796,2024-02-05 14:02:39
"8","km^3","Reference","Africa_Eastern","water_td_an_C",2030,8.86550618,2024-02-05 14:02:39
"9","km^3","Reference","Africa_Eastern","water_td_an_C",2035,10.08455823,2024-02-05 14:02:39
"10","km^3","Reference","Africa_Eastern","water_td_an_C",2040,11.37096664,2024-02-05 14:02:39
"11","km^3","Reference","Africa_Eastern","water_td_an_C",2045,12.7031843,2024-02-05 14:02:39
"12","km^3","Reference","Africa_Eastern","water_td_an_C",2050,14.045658,2024-02-05 14:02:39
"13","km^3","Reference","Africa_Eastern","water_td_an_C",2055,15.3263552,2024-02-05 14:02:39
"14","km^3","Reference","Africa_Eastern","water_td_an_C",2060,16.5464365,2024-02-05 14:02:39
"15","km^3","Reference","Africa_Eastern","water_td_an_C",2065,17.6968939,2024-02-05 14:02:39
"16","km^3","Reference","Africa_Eastern","water_td_an_C",2070,18.7795609,2024-02-05 14:02:39
"17","km^3","Reference","Africa_Eastern","water_td_an_C",2075,19.7906359,2024-02-05 14:02:39
"18","km^3","Reference","Africa_Eastern","water_td_an_C",2080,20.7499952,2024-02-05 14:02:39
"19","km^3","Reference","Africa_Eastern","water_td_an_C",2085,21.6352538,2024-02-05 14:02:39
"20","km^3","Reference","Africa_Eastern","water_td_an_C",2090,22.3561146,2024-02-05 14:02:39
"21","km^3","Reference","Africa_Eastern","water_td_an_C",2095,22.9228437,2024-02-05 14:02:39
"22","km^3","Reference","Africa_Eastern","water_td_an_C",2100,23.4176866,2024-02-05 14:02:39
