"","Units","scenario","region","input","year","value","rundate"
"1","km^3","Reference","Africa_Eastern","water_td_an_W",1975,0.062456024902,2024-02-05 13:29:59
"2","km^3","Reference","Africa_Eastern","water_td_an_W",1990,2.69706344,2024-02-05 13:29:59
"3","km^3","Reference","Africa_Eastern","water_td_an_W",2005,4.5409123,2024-02-05 13:29:59
"4","km^3","Reference","Africa_Eastern","water_td_an_W",2010,5.22457885,2024-02-05 13:29:59
"5","km^3","Reference","Africa_Eastern","water_td_an_W",2015,5.71423152,2024-02-05 13:29:59
"6","km^3","Reference","Africa_Eastern","water_td_an_W",2020,6.52477951,2024-02-05 13:29:59
"7","km^3","Reference","Africa_Eastern","water_td_an_W",2025,7.52417234,2024-02-05 13:29:59
"8","km^3","Reference","Africa_Eastern","water_td_an_W",2030,8.78716218,2024-02-05 13:29:59
"9","km^3","Reference","Africa_Eastern","water_td_an_W",2035,10.1465851,2024-02-05 13:29:59
"10","km^3","Reference","Africa_Eastern","water_td_an_W",2040,11.61608171,2024-02-05 13:29:59
"11","km^3","Reference","Africa_Eastern","water_td_an_W",2045,13.146763,2024-02-05 13:29:59
"12","km^3","Reference","Africa_Eastern","water_td_an_W",2050,14.6670506,2024-02-05 13:29:59
"13","km^3","Reference","Africa_Eastern","water_td_an_W",2055,16.094156,2024-02-05 13:29:59
"14","km^3","Reference","Africa_Eastern","water_td_an_W",2060,17.4033653,2024-02-05 13:29:59
"15","km^3","Reference","Africa_Eastern","water_td_an_W",2065,18.5847945,2024-02-05 13:29:59
"16","km^3","Reference","Africa_Eastern","water_td_an_W",2070,19.6395258,2024-02-05 13:29:59
"17","km^3","Reference","Africa_Eastern","water_td_an_W",2075,20.5662164,2024-02-05 13:29:59
"18","km^3","Reference","Africa_Eastern","water_td_an_W",2080,21.382541,2024-02-05 13:29:59
"19","km^3","Reference","Africa_Eastern","water_td_an_W",2085,22.0998016,2024-02-05 13:29:59
"20","km^3","Reference","Africa_Eastern","water_td_an_W",2090,22.6821881,2024-02-05 13:29:59
"21","km^3","Reference","Africa_Eastern","water_td_an_W",2095,23.0909407,2024-02-05 13:29:59
"22","km^3","Reference","Africa_Eastern","water_td_an_W",2100,23.3970229,2024-02-05 13:29:59
"23","km^3","Reference","Africa_Eastern","water_td_elec_W",1990,0.05197932264,2024-02-05 13:29:59
"24","km^3","Reference","Africa_Eastern","water_td_elec_W",2005,0.163323254761,2024-02-05 13:29:59
"25","km^3","Reference","Africa_Eastern","water_td_elec_W",2010,0.183498629917,2024-02-05 13:29:59
"26","km^3","Reference","Africa_Eastern","water_td_elec_W",2015,0.236535584312,2024-02-05 13:29:59
"27","km^3","Reference","Africa_Eastern","water_td_elec_W",2020,0.350512620130066,2024-02-05 13:29:59
"28","km^3","Reference","Africa_Eastern","water_td_elec_W",2025,0.417950755059886,2024-02-05 13:29:59
"29","km^3","Reference","Africa_Eastern","water_td_elec_W",2030,0.573343661184386,2024-02-05 13:29:59
"30","km^3","Reference","Africa_Eastern","water_td_elec_W",2035,0.783830866914386,2024-02-05 13:29:59
"31","km^3","Reference","Africa_Eastern","water_td_elec_W",2040,1.10184064332339,2024-02-05 13:29:59
"32","km^3","Reference","Africa_Eastern","water_td_elec_W",2045,1.49862412408639,2024-02-05 13:29:59
"33","km^3","Reference","Africa_Eastern","water_td_elec_W",2050,1.99815417601282,2024-02-05 13:29:59
"34","km^3","Reference","Africa_Eastern","water_td_elec_W",2055,2.6373011881793,2024-02-05 13:29:59
