"","Units","scenario","region","year","value","rundate"
"123","thous","Reference","Australia_NZ",2055,33621,2024-02-05 14:02:39
"124","thous","Reference","Australia_NZ",2060,33467,2024-02-05 14:02:39
"125","thous","Reference","Australia_NZ",2065,33126,2024-02-05 14:02:39
"126","thous","Reference","Australia_NZ",2070,32622,2024-02-05 14:02:39
"127","thous","Reference","Australia_NZ",2075,31971,2024-02-05 14:02:39
"128","thous","Reference","Australia_NZ",2080,31168,2024-02-05 14:02:39
"129","thous","Reference","Australia_NZ",2085,30233,2024-02-05 14:02:39
"130","thous","Reference","Australia_NZ",2090,29193,2024-02-05 14:02:39
"131","thous","Reference","Australia_NZ",2095,28075,2024-02-05 14:02:39
"132","thous","Reference","Australia_NZ",2100,26874,2024-02-05 14:02:39
"133","thous","Reference","Brazil",1975,107216,2024-02-05 14:02:39
"134","thous","Reference","Brazil",1990,149003,2024-02-05 14:02:39
"135","thous","Reference","Brazil",2005,186127,2024-02-05 14:02:39
"136","thous","Reference","Brazil",2010,195714,2024-02-05 14:02:39
"137","thous","Reference","Brazil",2015,204472,2024-02-05 14:02:39
"138","thous","Reference","Brazil",2020,213752,2024-02-05 14:02:39
"139","thous","Reference","Brazil",2025,222741,2024-02-05 14:02:39
"140","thous","Reference","Brazil",2030,230993,2024-02-05 14:02:39
"141","thous","Reference","Brazil",2035,238070,2024-02-05 14:02:39
"142","thous","Reference","Brazil",2040,244226,2024-02-05 14:02:39
"143","thous","Reference","Brazil",2045,249645,2024-02-05 14:02:39
"144","thous","Reference","Brazil",2050,254249,2024-02-05 14:02:39
"145","thous","Reference","Brazil",2055,257852,2024-02-05 14:02:39
"146","thous","Reference","Brazil",2060,260568,2024-02-05 14:02:39
"147","thous","Reference","Brazil",2065,262640,2024-02-05 14:02:39
"148","thous","Reference","Brazil",2070,264349,2024-02-05 14:02:39
"149","thous","Reference","Brazil",2075,265865,2024-02-05 14:02:39
"150","thous","Reference","Brazil",2080,267431,2024-02-05 14:02:39
"151","thous","Reference","Brazil",2085,269213,2024-02-05 14:02:39
"152","thous","Reference","Brazil",2090,271327,2024-02-05 14:02:39
"153","thous","Reference","Brazil",2095,273900,2024-02-05 14:02:39
"154","thous","Reference","Brazil",2100,276933,2024-02-05 14:02:39
"155","thous","Reference","Canada",1975,23059,2024-02-05 14:02:39
"156","thous","Reference","Canada",1990,27541,2024-02-05 14:02:39
"157","thous","Reference","Canada",2005,32164,2024-02-05 14:02:39
"158","thous","Reference","Canada",2010,34148,2024-02-05 14:02:39
"159","thous","Reference","Canada",2015,36027,2024-02-05 14:02:39
"160","thous","Reference","Canada",2020,37210,2024-02-05 14:02:39
"161","thous","Reference","Canada",2025,37954,2024-02-05 14:02:39
"162","thous","Reference","Canada",2030,38370,2024-02-05 14:02:39
"163","thous","Reference","Canada",2035,38541,2024-02-05 14:02:39
"164","thous","Reference","Canada",2040,38524,2024-02-05 14:02:39
"165","thous","Reference","Canada",2045,38345,2024-02-05 14:02:39
"166","thous","Reference","Canada",2050,38009,2024-02-05 14:02:39
"167","thous","Reference","Canada",2055,37548,2024-02-05 14:02:39
"168","thous","Reference","Canada",2060,36983,2024-02-05 14:02:39
"169","thous","Reference","Canada",2065,36286,2024-02-05 14:02:39
"170","thous","Reference","Canada",2070,35461,2024-02-05 14:02:39
"171","thous","Reference","Canada",2075,34508,2024-02-05 14:02:39
"172","thous","Reference","Canada",2080,33427,2024-02-05 14:02:39
"173","thous","Reference","Canada",2085,32236,2024-02-05 14:02:39
"174","thous","Reference","Canada",2090,30961,2024-02-05 14:02:39
"175","thous","Reference","Canada",2095,29635,2024-02-05 14:02:39
"176","thous","Reference","Canada",2100,28257,2024-02-05 14:02:39
"177","thous","Reference","Central America and Caribbean",1975,45127,2024-02-05 14:02:39
"178","thous","Reference","Central America and Caribbean",1990,59989,2024-02-05 14:02:39
"179","thous","Reference","Central America and Caribbean",2005,75932,2024-02-05 14:02:39
"180","thous","Reference","Central America and Caribbean",2010,80984,2024-02-05 14:02:39
"181","thous","Reference","Central America and Caribbean",2015,86156,2024-02-05 14:02:39
"182","thous","Reference","Central America and Caribbean",2020,92200,2024-02-05 14:02:39
"183","thous","Reference","Central America and Caribbean",2025,98604,2024-02-05 14:02:39
"184","thous","Reference","Central America and Caribbean",2030,105009,2024-02-05 14:02:39
"185","thous","Reference","Central America and Caribbean",2035,111130,2024-02-05 14:02:39
"186","thous","Reference","Central America and Caribbean",2040,117068,2024-02-05 14:02:39
"187","thous","Reference","Central America and Caribbean",2045,122908,2024-02-05 14:02:39
"188","thous","Reference","Central America and Caribbean",2050,128654,2024-02-05 14:02:39
"189","thous","Reference","Central America and Caribbean",2055,134144,2024-02-05 14:02:39
"190","thous","Reference","Central America and Caribbean",2060,139357,2024-02-05 14:02:39
"191","thous","Reference","Central America and Caribbean",2065,144428,2024-02-05 14:02:39
"192","thous","Reference","Central America and Caribbean",2070,149421,2024-02-05 14:02:39
"193","thous","Reference","Central America and Caribbean",2075,154327,2024-02-05 14:02:39
"194","thous","Reference","Central America and Caribbean",2080,159172,2024-02-05 14:02:39
"195","thous","Reference","Central America and Caribbean",2085,163974,2024-02-05 14:02:39
"196","thous","Reference","Central America and Caribbean",2090,168759,2024-02-05 14:02:39
"197","thous","Reference","Central America and Caribbean",2095,173546,2024-02-05 14:02:39
"198","thous","Reference","Central America and Caribbean",2100,178355,2024-02-05 14:02:39
"199","thous","Reference","Central Asia",1975,51975,2024-02-05 14:02:39
"200","thous","Reference","Central Asia",1990,68498,2024-02-05 14:02:39
"201","thous","Reference","Central Asia",2005,76706,2024-02-05 14:02:39
"202","thous","Reference","Central Asia",2010,81534,2024-02-05 14:02:39
"203","thous","Reference","Central Asia",2015,88051,2024-02-05 14:02:39
"204","thous","Reference","Central Asia",2020,92810,2024-02-05 14:02:39
"205","thous","Reference","Central Asia",2025,97391,2024-02-05 14:02:39
"206","thous","Reference","Central Asia",2030,101484,2024-02-05 14:02:39
"207","thous","Reference","Central Asia",2035,105067,2024-02-05 14:02:39
"208","thous","Reference","Central Asia",2040,108424,2024-02-05 14:02:39
"209","thous","Reference","Central Asia",2045,111617,2024-02-05 14:02:39
"210","thous","Reference","Central Asia",2050,114571,2024-02-05 14:02:39
"211","thous","Reference","Central Asia",2055,117107,2024-02-05 14:02:39
"212","thous","Reference","Central Asia",2060,119233,2024-02-05 14:02:39
"213","thous","Reference","Central Asia",2065,121107,2024-02-05 14:02:39
"214","thous","Reference","Central Asia",2070,122840,2024-02-05 14:02:39
"215","thous","Reference","Central Asia",2075,124520,2024-02-05 14:02:39
"216","thous","Reference","Central Asia",2080,126173,2024-02-05 14:02:39
"217","thous","Reference","Central Asia",2085,127808,2024-02-05 14:02:39
"218","thous","Reference","Central Asia",2090,129423,2024-02-05 14:02:39
"219","thous","Reference","Central Asia",2095,131011,2024-02-05 14:02:39
"220","thous","Reference","Central Asia",2100,132573,2024-02-05 14:02:39
"221","thous","Reference","China",1975,930691,2024-02-05 14:02:39
"222","thous","Reference","China",1990,1182960,2024-02-05 14:02:39
"223","thous","Reference","China",2005,1338030,2024-02-05 14:02:39
"224","thous","Reference","China",2010,1376320,2024-02-05 14:02:39
"225","thous","Reference","China",2015,1414640,2024-02-05 14:02:39
"226","thous","Reference","China",2020,1435550,2024-02-05 14:02:39
"227","thous","Reference","China",2025,1447620,2024-02-05 14:02:39
"228","thous","Reference","China",2030,1449490,2024-02-05 14:02:39
"229","thous","Reference","China",2035,1439270,2024-02-05 14:02:39
"230","thous","Reference","China",2040,1418420,2024-02-05 14:02:39
"231","thous","Reference","China",2045,1389720,2024-02-05 14:02:39
"232","thous","Reference","China",2050,1355580,2024-02-05 14:02:39
"233","thous","Reference","China",2055,1317260,2024-02-05 14:02:39
"234","thous","Reference","China",2060,1277260,2024-02-05 14:02:39
"235","thous","Reference","China",2065,1238110,2024-02-05 14:02:39
"236","thous","Reference","China",2070,1201210,2024-02-05 14:02:39
"237","thous","Reference","China",2075,1166740,2024-02-05 14:02:39
"238","thous","Reference","China",2080,1135910,2024-02-05 14:02:39
"239","thous","Reference","China",2085,1110310,2024-02-05 14:02:39
"240","thous","Reference","China",2090,1090880,2024-02-05 14:02:39
"241","thous","Reference","China",2095,1077130,2024-02-05 14:02:39
"242","thous","Reference","China",2100,1067920,2024-02-05 14:02:39
"243","thous","Reference","Colombia",1975,24066,2024-02-05 14:02:39
"244","thous","Reference","Colombia",1990,33103,2024-02-05 14:02:39
"245","thous","Reference","Colombia",2005,42648,2024-02-05 14:02:39
"246","thous","Reference","Colombia",2010,45223,2024-02-05 14:02:39
"247","thous","Reference","Colombia",2015,47521,2024-02-05 14:02:39
"248","thous","Reference","Colombia",2020,50853,2024-02-05 14:02:39
"249","thous","Reference","Colombia",2025,54194,2024-02-05 14:02:39
"250","thous","Reference","Colombia",2030,57485,2024-02-05 14:02:39
"251","thous","Reference","Colombia",2035,60573,2024-02-05 14:02:39
"252","thous","Reference","Colombia",2040,63511,2024-02-05 14:02:39
"253","thous","Reference","Colombia",2045,66342,2024-02-05 14:02:39
"254","thous","Reference","Colombia",2050,69080,2024-02-05 14:02:39
"255","thous","Reference","Colombia",2055,71666,2024-02-05 14:02:39
"256","thous","Reference","Colombia",2060,74100,2024-02-05 14:02:39
"257","thous","Reference","Colombia",2065,76404,2024-02-05 14:02:39
"258","thous","Reference","Colombia",2070,78588,2024-02-05 14:02:39
"259","thous","Reference","Colombia",2075,80671,2024-02-05 14:02:39
"260","thous","Reference","Colombia",2080,82670,2024-02-05 14:02:39
"261","thous","Reference","Colombia",2085,84625,2024-02-05 14:02:39
"262","thous","Reference","Colombia",2090,86573,2024-02-05 14:02:39
"263","thous","Reference","Colombia",2095,88538,2024-02-05 14:02:39
"264","thous","Reference","Colombia",2100,90512,2024-02-05 14:02:39
"265","thous","Reference","EU-12",1975,99629,2024-02-05 14:02:39
"266","thous","Reference","EU-12",1990,107358,2024-02-05 14:02:39
"267","thous","Reference","EU-12",2005,103595,2024-02-05 14:02:39
"268","thous","Reference","EU-12",2010,102240,2024-02-05 14:02:39
"269","thous","Reference","EU-12",2015,100885,2024-02-05 14:02:39
"270","thous","Reference","EU-12",2020,99997,2024-02-05 14:02:39
"271","thous","Reference","EU-12",2025,98577,2024-02-05 14:02:39
"272","thous","Reference","EU-12",2030,96590,2024-02-05 14:02:39
"273","thous","Reference","EU-12",2035,94156,2024-02-05 14:02:39
"274","thous","Reference","EU-12",2040,91508,2024-02-05 14:02:39
"275","thous","Reference","EU-12",2045,88801,2024-02-05 14:02:39
"276","thous","Reference","EU-12",2050,86036,2024-02-05 14:02:39
"277","thous","Reference","EU-12",2055,83135,2024-02-05 14:02:39
"278","thous","Reference","EU-12",2060,80024,2024-02-05 14:02:39
"279","thous","Reference","EU-12",2065,76702,2024-02-05 14:02:39
"280","thous","Reference","EU-12",2070,73357,2024-02-05 14:02:39
"281","thous","Reference","EU-12",2075,70215,2024-02-05 14:02:39
"282","thous","Reference","EU-12",2080,67420,2024-02-05 14:02:39
"283","thous","Reference","EU-12",2085,64978,2024-02-05 14:02:39
"284","thous","Reference","EU-12",2090,62807,2024-02-05 14:02:39
"285","thous","Reference","EU-12",2095,60795,2024-02-05 14:02:39
"286","thous","Reference","EU-12",2100,58866,2024-02-05 14:02:39
"287","thous","Reference","EU-15",1975,350014,2024-02-05 14:02:39
"288","thous","Reference","EU-15",1990,365030,2024-02-05 14:02:39
"289","thous","Reference","EU-15",2005,387123,2024-02-05 14:02:39
"290","thous","Reference","EU-15",2010,396932,2024-02-05 14:02:39
"291","thous","Reference","EU-15",2015,404066,2024-02-05 14:02:39
"292","thous","Reference","EU-15",2020,405881,2024-02-05 14:02:39
"293","thous","Reference","EU-15",2025,404725,2024-02-05 14:02:39
"294","thous","Reference","EU-15",2030,401411,2024-02-05 14:02:39
"295","thous","Reference","EU-15",2035,396852,2024-02-05 14:02:39
"296","thous","Reference","EU-15",2040,391043,2024-02-05 14:02:39
"297","thous","Reference","EU-15",2045,383638,2024-02-05 14:02:39
"298","thous","Reference","EU-15",2050,374387,2024-02-05 14:02:39
"299","thous","Reference","EU-15",2055,363649,2024-02-05 14:02:39
"300","thous","Reference","EU-15",2060,351968,2024-02-05 14:02:39
"301","thous","Reference","EU-15",2065,339746,2024-02-05 14:02:39
"302","thous","Reference","EU-15",2070,327447,2024-02-05 14:02:39
"303","thous","Reference","EU-15",2075,315185,2024-02-05 14:02:39
"304","thous","Reference","EU-15",2080,302899,2024-02-05 14:02:39
"305","thous","Reference","EU-15",2085,290532,2024-02-05 14:02:39
"306","thous","Reference","EU-15",2090,278093,2024-02-05 14:02:39
"307","thous","Reference","EU-15",2095,265544,2024-02-05 14:02:39
"308","thous","Reference","EU-15",2100,252860,2024-02-05 14:02:39
"309","thous","Reference","Europe_Eastern",1975,61848,2024-02-05 14:02:39
"310","thous","Reference","Europe_Eastern",1990,65980,2024-02-05 14:02:39
"311","thous","Reference","Europe_Eastern",2005,60612,2024-02-05 14:02:39
"312","thous","Reference","Europe_Eastern",2010,59299,2024-02-05 14:02:39
"313","thous","Reference","Europe_Eastern",2015,58432,2024-02-05 14:02:39
"314","thous","Reference","Europe_Eastern",2020,57008,2024-02-05 14:02:39
"315","thous","Reference","Europe_Eastern",2025,55670,2024-02-05 14:02:39
"316","thous","Reference","Europe_Eastern",2030,54389,2024-02-05 14:02:39
"317","thous","Reference","Europe_Eastern",2035,53174,2024-02-05 14:02:39
"318","thous","Reference","Europe_Eastern",2040,52194,2024-02-05 14:02:39
"319","thous","Reference","Europe_Eastern",2045,51429,2024-02-05 14:02:39
"320","thous","Reference","Europe_Eastern",2050,50845,2024-02-05 14:02:39
"321","thous","Reference","Europe_Eastern",2055,50383,2024-02-05 14:02:39
"322","thous","Reference","Europe_Eastern",2060,50047,2024-02-05 14:02:39
"323","thous","Reference","Europe_Eastern",2065,49817,2024-02-05 14:02:39
"324","thous","Reference","Europe_Eastern",2070,49735,2024-02-05 14:02:39
"325","thous","Reference","Europe_Eastern",2075,49839,2024-02-05 14:02:39
"326","thous","Reference","Europe_Eastern",2080,50099,2024-02-05 14:02:39
"327","thous","Reference","Europe_Eastern",2085,50453,2024-02-05 14:02:39
"328","thous","Reference","Europe_Eastern",2090,50854,2024-02-05 14:02:39
"329","thous","Reference","Europe_Eastern",2095,51265,2024-02-05 14:02:39
"330","thous","Reference","Europe_Eastern",2100,51664,2024-02-05 14:02:39
"331","thous","Reference","Europe_Non_EU",1975,61029,2024-02-05 14:02:39
"332","thous","Reference","Europe_Non_EU",1990,78577,2024-02-05 14:02:39
"333","thous","Reference","Europe_Non_EU",2005,91004,2024-02-05 14:02:39
"334","thous","Reference","Europe_Non_EU",2010,94995,2024-02-05 14:02:39
"335","thous","Reference","Europe_Non_EU",2015,100665,2024-02-05 14:02:39
"336","thous","Reference","Europe_Non_EU",2020,105803,2024-02-05 14:02:39
"337","thous","Reference","Europe_Non_EU",2025,110891,2024-02-05 14:02:39
"338","thous","Reference","Europe_Non_EU",2030,115766,2024-02-05 14:02:39
"339","thous","Reference","Europe_Non_EU",2035,120180,2024-02-05 14:02:39
"340","thous","Reference","Europe_Non_EU",2040,124300,2024-02-05 14:02:39
"341","thous","Reference","Europe_Non_EU",2045,128370,2024-02-05 14:02:39
"342","thous","Reference","Europe_Non_EU",2050,132432,2024-02-05 14:02:39
"343","thous","Reference","Europe_Non_EU",2055,136336,2024-02-05 14:02:39
"344","thous","Reference","Europe_Non_EU",2060,140071,2024-02-05 14:02:39
"345","thous","Reference","Europe_Non_EU",2065,143624,2024-02-05 14:02:39
"346","thous","Reference","Europe_Non_EU",2070,147171,2024-02-05 14:02:39
"347","thous","Reference","Europe_Non_EU",2075,150888,2024-02-05 14:02:39
"348","thous","Reference","Europe_Non_EU",2080,154859,2024-02-05 14:02:39
"349","thous","Reference","Europe_Non_EU",2085,159027,2024-02-05 14:02:39
"350","thous","Reference","Europe_Non_EU",2090,163345,2024-02-05 14:02:39
"351","thous","Reference","Europe_Non_EU",2095,167771,2024-02-05 14:02:39
"352","thous","Reference","Europe_Non_EU",2100,172280,2024-02-05 14:02:39
"353","thous","Reference","European Free Trade Association",1975,10587,2024-02-05 14:02:39
"354","thous","Reference","European Free Trade Association",1990,11184,2024-02-05 14:02:39
"355","thous","Reference","European Free Trade Association",2005,12349,2024-02-05 14:02:39
"356","thous","Reference","European Free Trade Association",2010,13051,2024-02-05 14:02:39
"357","thous","Reference","European Free Trade Association",2015,13864,2024-02-05 14:02:39
"358","thous","Reference","European Free Trade Association",2020,14165,2024-02-05 14:02:39
"359","thous","Reference","European Free Trade Association",2025,14365,2024-02-05 14:02:39
"360","thous","Reference","European Free Trade Association",2030,14479,2024-02-05 14:02:39
"361","thous","Reference","European Free Trade Association",2035,14520,2024-02-05 14:02:39
"362","thous","Reference","European Free Trade Association",2040,14489,2024-02-05 14:02:39
"363","thous","Reference","European Free Trade Association",2045,14396,2024-02-05 14:02:39
"364","thous","Reference","European Free Trade Association",2050,14238,2024-02-05 14:02:39
"365","thous","Reference","European Free Trade Association",2055,14024,2024-02-05 14:02:39
"366","thous","Reference","European Free Trade Association",2060,13759,2024-02-05 14:02:39
"367","thous","Reference","European Free Trade Association",2065,13445,2024-02-05 14:02:39
"368","thous","Reference","European Free Trade Association",2070,13103,2024-02-05 14:02:39
"369","thous","Reference","European Free Trade Association",2075,12737,2024-02-05 14:02:39
"370","thous","Reference","European Free Trade Association",2080,12346,2024-02-05 14:02:39
"371","thous","Reference","European Free Trade Association",2085,11925,2024-02-05 14:02:39
"372","thous","Reference","European Free Trade Association",2090,11481,2024-02-05 14:02:39
"373","thous","Reference","European Free Trade Association",2095,11018,2024-02-05 14:02:39
"374","thous","Reference","European Free Trade Association",2100,10541,2024-02-05 14:02:39
"375","thous","Reference","India",1975,623103,2024-02-05 14:02:39
"376","thous","Reference","India",1990,873278,2024-02-05 14:02:39
"377","thous","Reference","India",2005,1147610,2024-02-05 14:02:39
"378","thous","Reference","India",2010,1234280,2024-02-05 14:02:39
"379","thous","Reference","India",2015,1310150,2024-02-05 14:02:39
"380","thous","Reference","India",2020,1406030,2024-02-05 14:02:39
"381","thous","Reference","India",2025,1501730,2024-02-05 14:02:39
"382","thous","Reference","India",2030,1596820,2024-02-05 14:02:39
"383","thous","Reference","India",2035,1688740,2024-02-05 14:02:39
"384","thous","Reference","India",2040,1780220,2024-02-05 14:02:39
"385","thous","Reference","India",2045,1872070,2024-02-05 14:02:39
"386","thous","Reference","India",2050,1962090,2024-02-05 14:02:39
"387","thous","Reference","India",2055,2045800,2024-02-05 14:02:39
"388","thous","Reference","India",2060,2122300,2024-02-05 14:02:39
"389","thous","Reference","India",2065,2192630,2024-02-05 14:02:39
"390","thous","Reference","India",2070,2258600,2024-02-05 14:02:39
"391","thous","Reference","India",2075,2321880,2024-02-05 14:02:39
