"","Units","scenario","region","sector","output","year","value","rundate"
"49","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2030,115.56241666,2024-02-05 11:54:21
"50","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2035,128.52648989,2024-02-05 11:54:21
"51","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2040,140.17078627,2024-02-05 11:54:21
"52","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2045,150.04247849,2024-02-05 11:54:21
"53","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2050,157.87718896,2024-02-05 11:54:21
"54","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2055,163.8818743,2024-02-05 11:54:21
"55","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2060,168.2818926,2024-02-05 11:54:21
"56","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2065,171.2163269,2024-02-05 11:54:21
"57","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2070,172.5900151,2024-02-05 11:54:21
"58","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2075,172.4791689,2024-02-05 11:54:21
"59","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2080,171.1036993,2024-02-05 11:54:21
"60","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2085,168.6801745,2024-02-05 11:54:21
"61","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2090,165.4734246,2024-02-05 11:54:21
"62","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2095,161.6018002,2024-02-05 11:54:21
"63","Pcal","Reference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2100,156.7760283,2024-02-05 11:54:21
"64","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",1990,98.0733,2024-02-05 11:54:21
"65","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2005,128.91114,2024-02-05 11:54:21
"66","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2010,132.97665,2024-02-05 11:54:21
"67","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2015,138.84579,2024-02-05 11:54:21
"68","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2020,144.96559,2024-02-05 11:54:21
"69","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2025,149.71506,2024-02-05 11:54:21
"70","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2030,152.54848,2024-02-05 11:54:21
"71","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2035,154.79289,2024-02-05 11:54:21
"72","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2040,156.50143,2024-02-05 11:54:21
"73","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2045,157.49504,2024-02-05 11:54:21
"74","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2050,157.60536,2024-02-05 11:54:21
"75","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2055,156.86498,2024-02-05 11:54:21
"76","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2060,155.31195,2024-02-05 11:54:21
"77","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2065,153.12031,2024-02-05 11:54:21
"78","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2070,150.32011,2024-02-05 11:54:21
"79","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2075,146.90642,2024-02-05 11:54:21
"80","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2080,142.92024,2024-02-05 11:54:21
"81","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2085,138.45899,2024-02-05 11:54:21
"82","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2090,133.68298,2024-02-05 11:54:21
"83","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2095,128.66547,2024-02-05 11:54:21
"84","Pcal","Reference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2100,123.16157,2024-02-05 11:54:21
"85","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",1990,13.3899315,2024-02-05 11:54:21
"86","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2005,23.441071,2024-02-05 11:54:21
"87","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2010,34.829784,2024-02-05 11:54:21
"88","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2015,47.000777,2024-02-05 11:54:21
"89","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2020,52.223064,2024-02-05 11:54:21
"90","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2025,60.418713,2024-02-05 11:54:21
"91","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2030,72.497971,2024-02-05 11:54:21
"92","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2035,86.887543,2024-02-05 11:54:21
"93","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2040,103.540955,2024-02-05 11:54:21
"94","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2045,121.878763,2024-02-05 11:54:21
"95","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2050,141.053443,2024-02-05 11:54:21
"96","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2055,160.085487,2024-02-05 11:54:21
"97","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2060,178.255688,2024-02-05 11:54:21
"98","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2065,194.970282,2024-02-05 11:54:21
"99","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2070,209.71563,2024-02-05 11:54:21
"100","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2075,222.189273,2024-02-05 11:54:21
"101","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2080,232.430073,2024-02-05 11:54:21
"102","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2085,240.434464,2024-02-05 11:54:21
"103","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2090,246.227,2024-02-05 11:54:21
"104","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2095,249.86858,2024-02-05 11:54:21
"105","Pcal","Reference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2100,251.44354,2024-02-05 11:54:21
"106","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",1990,45.00904,2024-02-05 11:54:21
"107","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2005,66.45398,2024-02-05 11:54:21
"108","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2010,75.91773,2024-02-05 11:54:21
"109","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2015,83.39731,2024-02-05 11:54:21
"110","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2020,91.84803,2024-02-05 11:54:21
"111","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2025,98.84242,2024-02-05 11:54:21
"112","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2030,103.64289,2024-02-05 11:54:21
"113","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2035,107.47858,2024-02-05 11:54:21
"114","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2040,110.25045,2024-02-05 11:54:21
"115","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2045,112.11376,2024-02-05 11:54:21
"116","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2050,113.34291,2024-02-05 11:54:21
"117","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2055,114.24113,2024-02-05 11:54:21
"118","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2060,114.88571,2024-02-05 11:54:21
"119","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2065,115.33952,2024-02-05 11:54:21
"120","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2070,115.51093,2024-02-05 11:54:21
"121","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2075,115.33994,2024-02-05 11:54:21
"122","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2080,114.78906,2024-02-05 11:54:21
"123","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2085,113.84692,2024-02-05 11:54:21
"124","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2090,112.49511,2024-02-05 11:54:21
"125","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2095,110.71656,2024-02-05 11:54:21
"126","Pcal","Reference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2100,108.52475,2024-02-05 11:54:21
"127","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",1990,46.92651,2024-02-05 11:54:21
"128","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2005,81.367324,2024-02-05 11:54:21
"129","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2010,113.35785,2024-02-05 11:54:21
"130","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2015,140.08913,2024-02-05 11:54:21
"131","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2020,156.63211,2024-02-05 11:54:21
"132","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2025,181.50873,2024-02-05 11:54:21
"133","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2030,227.05815,2024-02-05 11:54:21
"134","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2035,281.54573,2024-02-05 11:54:21
"135","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2040,342.74176,2024-02-05 11:54:21
"136","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2045,407.91348,2024-02-05 11:54:21
"137","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2050,474.2286,2024-02-05 11:54:21
"138","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2055,539.20566,2024-02-05 11:54:21
"139","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2060,601.27627,2024-02-05 11:54:21
"140","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2065,658.88341,2024-02-05 11:54:21
"141","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2070,710.47477,2024-02-05 11:54:21
"142","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2075,755.15937,2024-02-05 11:54:21
"143","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2080,792.86012,2024-02-05 11:54:21
"144","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2085,823.56968,2024-02-05 11:54:21
"145","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2090,847.40502,2024-02-05 11:54:21
"146","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2095,864.64668,2024-02-05 11:54:21
"147","Pcal","Reference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2100,875.51374,2024-02-05 11:54:21
"148","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",1990,135.69977,2024-02-05 11:54:21
"149","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2005,211.4679,2024-02-05 11:54:21
"150","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2010,253.5249,2024-02-05 11:54:21
"151","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2015,294.1859,2024-02-05 11:54:21
"152","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2020,325.7624,2024-02-05 11:54:21
"153","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2025,354.2114,2024-02-05 11:54:21
"154","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2030,372.7608,2024-02-05 11:54:21
"155","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2035,388.7148,2024-02-05 11:54:21
"156","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2040,402.8913,2024-02-05 11:54:21
"157","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2045,415.4368,2024-02-05 11:54:21
"158","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2050,426.3679,2024-02-05 11:54:21
"159","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2055,436.0265,2024-02-05 11:54:21
"160","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2060,444.3762,2024-02-05 11:54:21
"161","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2065,451.5627,2024-02-05 11:54:21
"162","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2070,457.2807,2024-02-05 11:54:21
"163","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2075,461.2711,2024-02-05 11:54:21
"164","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2080,463.3823,2024-02-05 11:54:21
"165","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2085,463.6516,2024-02-05 11:54:21
"166","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2090,462.1131,2024-02-05 11:54:21
"167","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2095,458.8094,2024-02-05 11:54:21
"168","Pcal","Reference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2100,453.8032,2024-02-05 11:54:21
"169","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",1990,18.878114,2024-02-05 11:54:21
"170","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2005,22.4955285,2024-02-05 11:54:21
"171","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2010,25.9406438,2024-02-05 11:54:21
"172","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2015,29.401777,2024-02-05 11:54:21
"173","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2020,29.8449776,2024-02-05 11:54:21
"174","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2025,31.8184824,2024-02-05 11:54:21
"175","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2030,33.7422294,2024-02-05 11:54:21
"176","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2035,35.479943,2024-02-05 11:54:21
"177","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2040,36.8854135,2024-02-05 11:54:21
"178","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2045,37.9032971,2024-02-05 11:54:21
"179","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2050,38.5749701,2024-02-05 11:54:21
"180","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2055,38.9564521,2024-02-05 11:54:21
"181","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2060,39.0953426,2024-02-05 11:54:21
"182","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2065,39.0215006,2024-02-05 11:54:21
"183","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2070,38.7316789,2024-02-05 11:54:21
"184","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2075,38.226155,2024-02-05 11:54:21
"185","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2080,37.540152,2024-02-05 11:54:21
"186","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2085,36.5966269,2024-02-05 11:54:21
"187","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2090,35.4370781,2024-02-05 11:54:21
"188","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2095,34.1055347,2024-02-05 11:54:21
"189","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2100,32.6362749,2024-02-05 11:54:21
"190","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",1990,15.9662841,2024-02-05 11:54:21
"191","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2005,16.558437,2024-02-05 11:54:21
"192","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2010,20.962009,2024-02-05 11:54:21
"193","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2015,19.542953,2024-02-05 11:54:21
"194","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2020,20.14088,2024-02-05 11:54:21
"195","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2025,20.3819,2024-02-05 11:54:21
"196","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2030,20.50177,2024-02-05 11:54:21
"197","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2035,20.56402,2024-02-05 11:54:21
"198","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2040,20.55786,2024-02-05 11:54:21
"199","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2045,20.4663,2024-02-05 11:54:21
"200","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2050,20.28613,2024-02-05 11:54:21
"201","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2055,20.03434,2024-02-05 11:54:21
"202","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2060,19.71581,2024-02-05 11:54:21
"203","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2065,19.341509,2024-02-05 11:54:21
"204","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2070,18.908422,2024-02-05 11:54:21
"205","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2075,18.417725,2024-02-05 11:54:21
"206","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2080,17.868131,2024-02-05 11:54:21
"207","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2085,17.213019,2024-02-05 11:54:21
"208","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2090,16.475556,2024-02-05 11:54:21
"209","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2095,15.679275,2024-02-05 11:54:21
"210","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2100,14.844084,2024-02-05 11:54:21
"211","Pcal","Reference","Australia_NZ","FoodDemand_NonStaples","FoodDemand_NonStaples",1990,13.657997,2024-02-05 11:54:21
"212","Pcal","Reference","Australia_NZ","FoodDemand_NonStaples","FoodDemand_NonStaples",2005,15.97999,2024-02-05 11:54:21
"213","Pcal","Reference","Australia_NZ","FoodDemand_NonStaples","FoodDemand_NonStaples",2010,19.95988,2024-02-05 11:54:21
"214","Pcal","Reference","Australia_NZ","FoodDemand_NonStaples","FoodDemand_NonStaples",2015,22.608971,2024-02-05 11:54:21
"215","Pcal","Reference","Australia_NZ","FoodDemand_NonStaples","FoodDemand_NonStaples",2020,24.578216,2024-02-05 11:54:21
